,Ave AirTemp (degC),Ave Humidity (%),Min WndSpd (m/s),Ave WndSpd (m/s),Max WndSpd (m/s),Ave WndDir (deg),Ave Sigma (deg),Total Rain (mm),Ave GSR (w/m²),Min Battery (V),Ave Battery (V),Max Battery (V),Ave DeltaT (degC),72
20140909223000,16,70.6,0.14,1.15,3.87,128.9,11.4,0,1,13.1,13.1,13.1,3.1,69
20140909223500,15.9,70.9,0,1.25,3.58,122.1,23,0,1,13.1,13.1,13.1,3,69
20140909224000,15.9,70.7,0,1.72,4.48,122.6,10.3,0,1,13.1,13.1,13.1,3.1,69
20140909224500,15.9,70.7,0.29,1.48,3.28,125.6,35.1,0,1,13.1,13.1,13.1,3.1,69
20140909225000,15.9,70.7,0.44,1.47,2.68,130.8,11.9,0,1,13.1,13.1,13.1,3.1,69
20140909225500,15.8,71,0.44,1.71,3.58,120.1,19.1,0,1,13.1,13.1,13.1,3,69
20140909230000,15.8,71.2,0.14,1.32,3.13,119.5,14.5,0,1,13.1,13.1,13.1,3,69
20140909230500,15.7,71.2,0,1.37,3.87,125.6,12.4,0,1,13,13.1,13.1,3,69
20140909231000,15.7,71.5,0.29,1.3,3.13,122,12.1,0,1,13.1,13.1,13.1,3,69
20140909231500,15.7,71.6,0.29,1.05,2.24,113.4,21.9,0,1,13.1,13.1,13.1,2.9,69
20140909232000,15.6,71.7,0,1.43,3.43,115.8,16.6,0,1,13.1,13.1,13.1,2.9,69
20140909232500,15.5,72,0.29,1.8,4.03,126.6,14.1,0,1,13.1,13.1,13.1,2.9,69
20140909233000,15.5,72.2,0.29,1.44,2.98,113.9,15.3,0,1,13.1,13.1,13.1,2.9,69
20140909233500,15.5,72.3,0.14,1.6,3.13,122.4,16,0,1,13.1,13.1,13.1,2.9,69
20140909234000,15.5,72.4,0.14,1.46,2.98,125.6,16.3,0,1,13.1,13.1,13.1,2.8,69
20140909234500,15.4,72.5,0.44,1.73,3.28,128,13.2,0,1,13.1,13.1,13.1,2.8,69
20140909235000,15.4,72.6,0.14,1.42,3.13,126.5,16.6,0,1,13.1,13.1,13.1,2.8,69
20140909235500,15.4,72.6,0,1.57,3.87,128.5,18.5,0,1,13.1,13.1,13.1,2.8,69
20140910000000,18.5,56.6,0,0.84,2.68,73.4,84.3,0,385,13.9,13.9,13.9,5,72
20140910000500,18.3,56,0.29,1.44,2.98,121.3,71.6,0,278,13.8,13.9,13.9,5.1,72
20140910001000,18.2,56.6,0.14,1.14,2.98,356.4,63.4,0,565,13.8,13.8,13.9,5,72
20140910001500,18.4,56.8,0,0.91,2.38,351.1,53.1,0,340,13.8,13.8,13.9,5,72
20140910002000,18.6,56.6,0,0.65,2.68,317,39.1,0,345,13.8,13.8,13.9,5.1,72
20140910002500,18.8,54.8,0,0.82,2.08,40.7,58.3,0,594,13.8,13.8,13.8,5.3,72
20140910003000,18.9,52.5,0,0.87,3.13,97.3,39.3,0,411,13.8,13.8,13.8,5.6,72
20140910003500,18.6,53.7,0.29,1.08,2.68,18.1,39.8,0,274,13.8,13.8,13.8,5.4,72
20140910004000,18.6,54.9,0,1.34,4.03,82.9,58.5,0,259,13.8,13.8,13.8,5.3,72
20140910004500,18.8,54.6,0,1.2,3.58,117.7,20.2,0,536,13.8,13.8,13.8,5.4,72
20140910005000,18.8,53.8,0.14,1.42,3.58,100.8,54.9,0,343,13.8,13.8,13.8,5.5,72
20140910005500,18.7,53,0.14,1.06,2.38,13.9,36.2,0,248,13.8,13.8,13.8,5.5,72
20140910010000,18.6,54.1,0,0.89,1.63,347,34,0,214,13.8,13.8,13.9,5.4,72
20140910010500,18.7,52.2,0,0.74,2.68,304.7,32,0,333,13.8,13.9,13.9,5.6,72
20140910011000,19,52.9,0,0.65,2.08,256.3,78.6,0,505,13.8,13.8,13.9,5.6,72
20140910011500,19.2,53.2,0.44,2.23,5.22,114.3,29.1,0,728,13.8,13.8,13.8,5.6,72
20140910012000,18.8,54.6,0.14,2.26,5.07,116.5,47.4,0,363,13.8,13.8,13.8,5.4,72
20140910012500,18.8,54.6,0,1.2,3.43,116,43.2,0,173,13.8,13.8,13.8,5.4,72
20140910013000,18.6,55.8,0.29,1.97,6.11,113.8,31.2,0,152,13.8,13.8,13.9,5.2,72
20140910013500,18.7,56.4,0.14,0.87,3.13,88.3,52.7,0,147,13.8,13.9,13.9,5.1,72
20140910014000,18.6,56.7,0.29,1.41,3.28,2.8,60.1,0,169,13.8,13.9,13.9,5.1,72
20140910014500,18.6,56.7,0,1.1,2.83,12,58.8,0,224,13.9,13.9,13.9,5.1,72
20140910015000,18.4,56.9,0.14,1.84,4.03,129.3,52,0,288,13.9,13.9,13.9,5,72
20140910015500,18.7,56.6,0.14,0.84,2.08,154.1,80.5,0,538,13.9,13.9,13.9,5.1,72
20140910020000,19,54.7,0,1.5,3.87,55.2,67.9,0,459,13.9,13.9,13.9,5.4,72
20140910020500,18.9,54.2,0.29,1.63,4.32,101.9,50.7,0,230,13.9,13.9,13.9,5.4,72
20140910021000,18.8,53.6,0.14,1.99,5.67,120.3,27.1,0,259,13.9,13.9,13.9,5.5,72
20140910021500,18.9,53.2,0.14,1.44,4.32,114.9,87.1,0,322,13.9,13.9,13.9,5.6,72
20140910022000,18.7,53.6,0.14,1.9,4.77,118.4,18.4,0,306,13.9,13.9,13.9,5.5,72
20140910022500,18.7,53.7,0.29,1.61,5.07,118.2,25.1,0,513,13.9,13.9,13.9,5.5,72
20140910023000,18.9,53.4,0.44,2.61,5.07,125.7,25.7,0,456,13.9,13.9,13.9,5.5,72
20140910023500,19,53.2,0,1.28,2.83,109,29.2,0,332,13.8,13.9,13.9,5.6,72
20140910024000,19,52.8,0.29,1.82,4.32,136.3,25.4,0,296,13.9,13.9,13.9,5.6,72
20140910024500,18.9,52.9,0.14,1.73,3.87,124.8,29.8,0,290,13.9,13.9,13.9,5.6,72
20140910025000,18.9,52.5,0,1.66,3.73,123,30.7,0,293,13.9,13.9,13.9,5.6,72
20140910025500,18.9,52,0.14,1.78,4.17,121.8,22.4,0,364,13.9,13.9,13.9,5.7,72
20140910030000,19,51.7,0,1.33,3.58,91,43.3,0,319,13.9,13.9,13.9,5.8,72
20140910030500,19.2,51.3,0,1.41,4.03,79.1,82.3,0,314,13.8,13.9,13.9,5.9,72
20140910031000,19.3,50.8,0,0.7,2.24,84.6,78.1,0,210,13.9,13.9,13.9,5.9,72
20140910031500,19.3,50.4,0.44,1.36,3.13,113.6,47.6,0,162,13.8,13.9,13.9,6,72
20140910032000,19,51.2,0,1.16,3.43,46.4,82.9,0,122,13.9,13.9,13.9,5.8,72
20140910032500,18.9,51.4,0.14,1.26,3.58,61.1,77.5,0,147,13.9,13.9,13.9,5.8,72
20140910033000,18.9,51,0.14,0.99,2.68,54,67.9,0,189,13.9,13.9,13.9,5.8,72
20140910033500,18.9,50.7,0.14,1.38,4.17,83.4,59.4,0,223,13.9,13.9,13.9,5.9,72
20140910034000,19.1,50.1,0,1.19,3.73,122.1,30.4,0,243,13.9,13.9,13.9,6,72
20140910034500,19,49.8,0.14,2.35,4.77,133.2,19,0,298,13.9,13.9,13.9,6,72
20140910035000,18.9,49.5,0,2.08,5.52,110.6,21.7,0,225,13.9,13.9,13.9,6,72
20140910035500,19.1,49.4,0,1.14,4.03,150.5,48.9,0,169,13.9,13.9,13.9,6.1,72
20140910040000,19,49.5,0.29,1.63,4.62,123.7,26.8,0,156,13.9,13.9,13.9,6.1,72
20140910040500,19,49.8,0,0.96,2.98,308.6,70.5,0,161,13.5,13.9,13.9,6,72
20140910041000,19.1,49.6,0.14,1.29,4.62,126,69.4,0,177,13.9,13.9,13.9,6.1,72
20140910041500,18.8,49.8,0.44,2.74,6.41,124.7,21.3,0,204,13.9,13.9,13.9,6,72
20140910042000,18.9,49.5,0.14,1.75,4.17,135.2,24.8,0,255,13.9,13.9,13.9,6,72
20140910042500,19.1,49.1,0,1.08,3.13,118.8,29.5,0,280,13.9,13.9,13.9,6.1,72
20140910043000,19.3,48.2,0,1.1,3.13,115.4,18.9,0,485,13.9,13.9,13.9,6.3,72
20140910043500,19.3,48.1,0,1.96,4.03,123.5,55.1,0,316,13.9,13.9,13.9,6.3,72
20140910044000,19.1,48.8,0.14,0.96,2.53,28.4,49.2,0,247,13.8,13.9,13.9,6.2,72
20140910044500,19.2,49,0,0.87,1.93,354,42.8,0,173,13.8,13.9,13.9,6.2,72
20140910045000,19.2,49.2,0.14,1.53,3.43,91,59.4,0,187,13.8,13.9,13.9,6.1,72
20140910045500,19,49.7,0,1.13,2.98,44,59.8,0,122,13.8,13.9,13.9,6,72
20140910050000,18.9,49.7,0,0.94,2.98,60.7,65.3,0,101,13.8,13.9,13.9,6,72
20140910050500,18.8,50.2,0,1.05,3.13,58.3,58,0,145,13.4,13.8,13.9,5.9,72
20140910051000,19,50.2,0,0.56,2.24,102.2,51.2,0,233,13.9,13.9,13.9,6,72
20140910051500,19.2,49.7,0.14,1.46,3.87,123.4,88.9,0,226,13.9,13.9,13.9,6.1,72
20140910052000,18.9,49.8,0,1.46,3.13,103.9,50.9,0,123,13.9,13.9,13.9,6,72
20140910052500,18.9,49.5,0,1.35,3.73,100.6,63.1,0,104,13.9,13.9,13.9,6,72
20140910053000,18.9,48.9,0,0.92,2.68,108.9,50.2,0,136,13.9,13.9,13.9,6.1,72
20140910053500,19.2,49,0,0.95,3.87,112.9,44.8,0,287,13.9,13.9,13.9,6.2,72
20140910054000,19.1,49.4,0,1.04,2.38,82.1,63.6,0,177,13.9,13.9,13.9,6.1,72
20140910054500,19,49.2,0.14,1.02,2.68,126,38.8,0,159,13.9,13.9,13.9,6.1,72
20140910055000,19,49.2,0.14,1.39,4.03,95.2,53.4,0,156,13.9,13.9,13.9,6.1,72
20140910055500,18.7,50.2,0,1.55,4.48,130.6,29.1,0,78,13.8,13.9,13.9,5.9,72
20140910060000,18.7,50.6,0,0.83,2.68,70.3,55.3,0,74,13.9,13.9,13.9,5.9,72
20140910060500,18.6,51.2,0.14,1.94,4.03,116.2,24.2,0,135,13.4,13.9,13.9,5.8,72
20140910061000,18.6,51.9,0.14,1.16,2.83,123.6,24,0,133,13.9,13.9,13.9,5.7,72
20140910061500,18.6,52.3,0,1.44,4.48,80.4,61.5,0,125,13.9,13.9,13.9,5.6,72
20140910062000,18.6,52.6,0,0.93,2.68,89.4,47.6,0,115,13.9,13.9,13.9,5.6,72
20140910062500,18.6,53.6,0,0.97,2.53,61.3,71.6,0,94,13.9,13.9,13.9,5.5,72
20140910063000,18.6,54.5,0,0.95,3.58,95.4,76.6,0,78,13.9,13.9,13.9,5.3,72
20140910063500,18.6,55.9,0.14,1.42,3.87,67.9,74.7,0,63,13.9,13.9,13.9,5.2,72
20140910064000,18.4,57.1,0.14,1.92,4.77,132.1,27.4,0,48,13.6,13.8,13.9,5,72
20140910064500,18.2,58.4,0.14,1.66,3.87,115,42.1,0,35,13.4,13.5,13.6,4.8,72
20140910065000,18,59.4,0.14,1.85,5.37,99.6,51.1,0,27,13.4,13.4,13.4,4.6,72
20140910065500,17.9,60.4,0,1.54,3.73,83.2,50.3,0,22,13.3,13.3,13.4,4.5,72
20140910070000,17.7,61.3,0.29,2.19,4.62,118.4,31.2,0,17,13.3,13.3,13.3,4.4,72
20140910070500,17.6,62.4,0,1.23,4.17,137.7,32.7,0,15,13.2,13.2,13.3,4.2,72
20140910071000,17.6,63.1,0.14,1.04,2.83,119.5,26.1,0,11,13.2,13.2,13.3,4.1,72
20140910071500,17.5,63.5,0,1.32,3.28,127,21.6,0,8,13.2,13.2,13.2,4.1,72
20140910072000,17.5,64,0,0.96,2.68,22.2,80.6,0,6,13.2,13.2,13.2,4,72
20140910072500,17.4,64.2,0,1.49,4.62,105.9,77.8,0,4,13.2,13.2,13.2,4,72
20140910073000,17.3,64.7,0.44,2.07,4.32,110.9,31,0,2,13.2,13.2,13.2,3.9,72
20140910073500,17.3,64.9,0.14,1.07,2.38,56.3,56,0,1,13.2,13.2,13.2,3.9,72
20140910074000,17.2,64.8,0.14,1.26,2.98,78.1,60.6,0,1,13.2,13.2,13.2,3.9,72
20140910074500,17.1,65.1,0.14,1.3,4.92,70.8,77.8,0,1,13.2,13.2,13.2,3.8,72
20140910075000,17.1,65.2,0,0.9,2.83,123.8,78.4,0,1,13.2,13.2,13.2,3.8,72
20140910075500,17,65.7,0,1.31,3.87,87,60.9,0,1,13.2,13.2,13.2,3.7,72
20140910080000,16.9,66.5,0,1.82,5.97,126.6,34.5,0,1,13.2,13.2,13.2,3.6,72
20140910080500,16.9,67.1,0.14,1.81,4.92,69.8,51.5,0,1,13.1,13.2,13.2,3.6,72
20140910081000,16.9,67.4,0,0.6,2.24,112.5,29.8,0,1,13.2,13.2,13.2,3.5,72
20140910081500,16.9,67.4,0,1.26,3.73,93.9,26.2,0,1,13.2,13.2,13.2,3.5,72
20140910082000,16.8,68,0,1.17,3.13,121.8,12,0,1,13.2,13.2,13.2,3.5,72
20140910082500,16.8,68.1,0.14,1.23,3.13,115.8,44,0,1,13.2,13.2,13.2,3.4,72
20140910083000,16.8,67.7,0,1.08,3.58,131.1,23.9,0,1,13.2,13.2,13.2,3.5,72
20140910083500,16.8,66.5,0,0.6,3.73,116.7,50,0,1,13.2,13.2,13.2,3.6,72
20140910084000,16.8,65.8,0,1.52,3.87,139.9,47.2,0,1,13.2,13.2,13.2,3.7,72
20140910084500,16.8,65.9,0,0.65,2.24,153.5,21.2,0,1,13.2,13.2,13.2,3.7,72
20140910085000,16.6,66.1,0.14,1.4,5.37,91.9,58.2,0,1,13.1,13.2,13.2,3.7,72
20140910085500,16.5,66.4,0.14,1.62,3.58,128.4,45.7,0,1,13.2,13.2,13.2,3.6,72
20140910090000,16.4,66.5,0,1.54,3.87,94.9,39.5,0,1,13.2,13.2,13.2,3.6,72
20140910090500,16.4,66.8,0,1.01,3.13,18.8,73.2,0,1,13.1,13.2,13.2,3.6,72
20140910091000,16.4,67.7,0.29,1.16,2.68,33.6,82.7,0,1,13.2,13.2,13.2,3.5,72
20140910091500,16.2,68.3,0,1.1,2.98,40.6,77.4,0,1,13.2,13.2,13.2,3.4,72
20140910092000,16.2,68.6,0,0.85,2.98,112.9,17.6,0,1,13.2,13.2,13.2,3.3,72
20140910092500,16.2,68.8,0,1.09,3.87,66.2,56.7,0,1,13.2,13.2,13.2,3.3,72
20140910093000,16.1,69.1,0.14,1.04,2.98,71.9,39.8,0,1,13.1,13.2,13.2,3.3,72
20140910093500,16.1,69.4,0,1.38,3.58,77.1,53.4,0,1,13.1,13.2,13.2,3.2,72
20140910094000,16.1,69.4,0,0.42,2.24,152.2,24.6,0,1,13.1,13.2,13.2,3.2,72
20140910094500,16.1,69.6,0,0.33,1.63,183.8,35.6,0,1,13.1,13.2,13.2,3.2,72
20140910095000,16,69.8,0,1,3.13,52.7,52.5,0,1,13.1,13.2,13.2,3.2,72
20140910095500,16,69.5,0,1.48,3.28,343.3,38.3,0,1,13.1,13.2,13.2,3.2,72
20140910100000,16,69.2,0.14,0.97,2.83,354.7,46.1,0,1,13.1,13.2,13.2,3.2,72
20140910100500,15.9,69.1,0.14,1.14,2.68,359.2,72.9,0,1,13,13.1,13.2,3.2,72
20140910101000,15.8,69.5,0,0.27,1.19,18.5,77.7,0,1,13.1,13.2,13.2,3.2,72
20140910101500,15.8,69.2,0,0.88,2.83,3.2,69.6,0,1,13.1,13.2,13.2,3.2,72
20140910102000,15.8,68.8,0,1.01,2.83,323.4,53.6,0,1,13.1,13.2,13.2,3.3,72
20140910102500,15.8,68.6,0,0.89,2.53,352.7,65,0,1,13.1,13.2,13.2,3.3,72
20140910103000,15.6,68.7,0.14,1.41,3.28,33.8,65.4,0,1,13.1,13.1,13.2,3.3,72
20140910103500,15.6,69,0,0.85,2.53,111.1,40.9,0,1,13.1,13.1,13.2,3.2,72
20140910104000,15.6,68.9,0,0.6,3.13,115,35.4,0,1,13.1,13.1,13.2,3.2,72
20140910104500,15.5,68.9,0.14,0.7,2.38,251.1,86.7,0,1,13.1,13.1,13.1,3.2,72
20140910105000,15.5,68.3,0,1.05,3.28,111.3,73,0,1,13.1,13.1,13.1,3.3,72
20140910105500,15.5,68.3,0,0.8,2.68,157.6,40.4,0,1,13.1,13.1,13.1,3.3,72
20140910110000,15.5,68.2,0,0.98,2.68,33.5,60.1,0,1,13.1,13.1,13.1,3.3,72
20140910110500,15.5,68,0,0.82,2.53,31.7,47.2,0,1,13,13.1,13.1,3.3,72
20140910111000,15.4,68,0,0.53,1.63,9,87.9,0,1,13.1,13.1,13.1,3.3,72
20140910111500,15.4,67.7,0.14,1.11,2.98,14.9,42,0,1,13.1,13.1,13.1,3.3,72
20140910112000,15.4,67.3,0,0.75,1.93,13.3,43.3,0,1,13.1,13.1,13.1,3.4,72
20140910112500,15.4,67.6,0,0.71,1.79,344,29.2,0,1,13.1,13.1,13.1,3.4,72
20140910113000,15.3,67.8,0,0.77,2.08,338.5,38,0,1,13.1,13.1,13.1,3.3,72
20140910113500,15.2,68.8,0.29,1.07,2.24,339.5,18.6,0,1,13.1,13.1,13.2,3.2,72
20140910114000,15,70,0.14,1.11,2.38,335.1,11.8,0,1,13.1,13.2,13.2,3.1,72
20140910114500,14.9,70.6,0.14,0.87,1.93,356,21.5,0,1,13.1,13.1,13.2,3,72
20140910115000,14.9,70.7,0,1.11,2.24,359.2,21.8,0,1,13.1,13.1,13.1,3,72
20140910115500,14.8,70.7,0.29,0.95,2.68,353.7,26.5,0,1,13.1,13.1,13.1,3,72
20140910120000,18.5,56.6,0,0.84,2.68,73.4,84.3,0,385,13.9,13.9,13.9,5,69
20140910120500,18.3,56,0.29,1.44,2.98,121.3,71.6,0,278,13.8,13.9,13.9,5.1,69
20140910121000,18.2,56.6,0.14,1.14,2.98,356.4,63.4,0,565,13.8,13.8,13.9,5,69
20140910121500,18.4,56.8,0,0.91,2.38,351.1,53.1,0,340,13.8,13.8,13.9,5,69
20140910122000,18.6,56.6,0,0.65,2.68,317,39.1,0,345,13.8,13.8,13.9,5.1,69
20140910122500,18.8,54.8,0,0.82,2.08,40.7,58.3,0,594,13.8,13.8,13.8,5.3,69
20140910123000,18.9,52.5,0,0.87,3.13,97.3,39.3,0,411,13.8,13.8,13.8,5.6,69
20140910123500,18.6,53.7,0.29,1.08,2.68,18.1,39.8,0,274,13.8,13.8,13.8,5.4,69
20140910124000,18.6,54.9,0,1.34,4.03,82.9,58.5,0,259,13.8,13.8,13.8,5.3,69
20140910124500,18.8,54.6,0,1.2,3.58,117.7,20.2,0,536,13.8,13.8,13.8,5.4,69
20140910125000,18.8,53.8,0.14,1.42,3.58,100.8,54.9,0,343,13.8,13.8,13.8,5.5,69
20140910125500,18.7,53,0.14,1.06,2.38,13.9,36.2,0,248,13.8,13.8,13.8,5.5,69
20140910130000,18.6,54.1,0,0.89,1.63,347,34,0,214,13.8,13.8,13.9,5.4,69
20140910130500,18.7,52.2,0,0.74,2.68,304.7,32,0,333,13.8,13.9,13.9,5.6,69
20140910131000,19,52.9,0,0.65,2.08,256.3,78.6,0,505,13.8,13.8,13.9,5.6,69
20140910131500,19.2,53.2,0.44,2.23,5.22,114.3,29.1,0,728,13.8,13.8,13.8,5.6,69
20140910132000,18.8,54.6,0.14,2.26,5.07,116.5,47.4,0,363,13.8,13.8,13.8,5.4,69
20140910132500,18.8,54.6,0,1.2,3.43,116,43.2,0,173,13.8,13.8,13.8,5.4,69
20140910133000,18.6,55.8,0.29,1.97,6.11,113.8,31.2,0,152,13.8,13.8,13.9,5.2,69
20140910133500,18.7,56.4,0.14,0.87,3.13,88.3,52.7,0,147,13.8,13.9,13.9,5.1,69
20140910134000,18.6,56.7,0.29,1.41,3.28,2.8,60.1,0,169,13.8,13.9,13.9,5.1,69
20140910134500,18.6,56.7,0,1.1,2.83,12,58.8,0,224,13.9,13.9,13.9,5.1,69
20140910135000,18.4,56.9,0.14,1.84,4.03,129.3,52,0,288,13.9,13.9,13.9,5,69
20140910135500,18.7,56.6,0.14,0.84,2.08,154.1,80.5,0,538,13.9,13.9,13.9,5.1,69
20140910140000,19,54.7,0,1.5,3.87,55.2,67.9,0,459,13.9,13.9,13.9,5.4,69
20140910140500,18.9,54.2,0.29,1.63,4.32,101.9,50.7,0,230,13.9,13.9,13.9,5.4,69
20140910141000,18.8,53.6,0.14,1.99,5.67,120.3,27.1,0,259,13.9,13.9,13.9,5.5,69
20140910141500,18.9,53.2,0.14,1.44,4.32,114.9,87.1,0,322,13.9,13.9,13.9,5.6,69
20140910142000,18.7,53.6,0.14,1.9,4.77,118.4,18.4,0,306,13.9,13.9,13.9,5.5,69
20140910142500,18.7,53.7,0.29,1.61,5.07,118.2,25.1,0,513,13.9,13.9,13.9,5.5,69
20140910143000,18.9,53.4,0.44,2.61,5.07,125.7,25.7,0,456,13.9,13.9,13.9,5.5,69
20140910143500,19,53.2,0,1.28,2.83,109,29.2,0,332,13.8,13.9,13.9,5.6,69
20140910144000,19,52.8,0.29,1.82,4.32,136.3,25.4,0,296,13.9,13.9,13.9,5.6,69
20140910144500,18.9,52.9,0.14,1.73,3.87,124.8,29.8,0,290,13.9,13.9,13.9,5.6,69
20140910145000,18.9,52.5,0,1.66,3.73,123,30.7,0,293,13.9,13.9,13.9,5.6,69
20140910145500,18.9,52,0.14,1.78,4.17,121.8,22.4,0,364,13.9,13.9,13.9,5.7,69
20140910150000,19,51.7,0,1.33,3.58,91,43.3,0,319,13.9,13.9,13.9,5.8,69
20140910150500,19.2,51.3,0,1.41,4.03,79.1,82.3,0,314,13.8,13.9,13.9,5.9,69
20140910151000,19.3,50.8,0,0.7,2.24,84.6,78.1,0,210,13.9,13.9,13.9,5.9,69
20140910151500,19.3,50.4,0.44,1.36,3.13,113.6,47.6,0,162,13.8,13.9,13.9,6,69
20140910152000,19,51.2,0,1.16,3.43,46.4,82.9,0,122,13.9,13.9,13.9,5.8,69
20140910152500,18.9,51.4,0.14,1.26,3.58,61.1,77.5,0,147,13.9,13.9,13.9,5.8,69
20140910153000,18.9,51,0.14,0.99,2.68,54,67.9,0,189,13.9,13.9,13.9,5.8,69
20140910153500,18.9,50.7,0.14,1.38,4.17,83.4,59.4,0,223,13.9,13.9,13.9,5.9,69
20140910154000,19.1,50.1,0,1.19,3.73,122.1,30.4,0,243,13.9,13.9,13.9,6,69
20140910154500,19,49.8,0.14,2.35,4.77,133.2,19,0,298,13.9,13.9,13.9,6,69
20140910155000,18.9,49.5,0,2.08,5.52,110.6,21.7,0,225,13.9,13.9,13.9,6,69
20140910155500,19.1,49.4,0,1.14,4.03,150.5,48.9,0,169,13.9,13.9,13.9,6.1,69
20140910160000,19,49.5,0.29,1.63,4.62,123.7,26.8,0,156,13.9,13.9,13.9,6.1,69
20140910160500,19,49.8,0,0.96,2.98,308.6,70.5,0,161,13.5,13.9,13.9,6,69
20140910161000,19.1,49.6,0.14,1.29,4.62,126,69.4,0,177,13.9,13.9,13.9,6.1,69
20140910161500,18.8,49.8,0.44,2.74,6.41,124.7,21.3,0,204,13.9,13.9,13.9,6,69
20140910162000,18.9,49.5,0.14,1.75,4.17,135.2,24.8,0,255,13.9,13.9,13.9,6,69
20140910162500,19.1,49.1,0,1.08,3.13,118.8,29.5,0,280,13.9,13.9,13.9,6.1,69
20140910163000,19.3,48.2,0,1.1,3.13,115.4,18.9,0,485,13.9,13.9,13.9,6.3,69
20140910163500,19.3,48.1,0,1.96,4.03,123.5,55.1,0,316,13.9,13.9,13.9,6.3,69
20140910164000,19.1,48.8,0.14,0.96,2.53,28.4,49.2,0,247,13.8,13.9,13.9,6.2,69
20140910164500,19.2,49,0,0.87,1.93,354,42.8,0,173,13.8,13.9,13.9,6.2,69
20140910165000,19.2,49.2,0.14,1.53,3.43,91,59.4,0,187,13.8,13.9,13.9,6.1,69
20140910165500,19,49.7,0,1.13,2.98,44,59.8,0,122,13.8,13.9,13.9,6,69
20140910170000,18.9,49.7,0,0.94,2.98,60.7,65.3,0,101,13.8,13.9,13.9,6,69
20140910170500,18.8,50.2,0,1.05,3.13,58.3,58,0,145,13.4,13.8,13.9,5.9,69
20140910171000,19,50.2,0,0.56,2.24,102.2,51.2,0,233,13.9,13.9,13.9,6,69
20140910171500,19.2,49.7,0.14,1.46,3.87,123.4,88.9,0,226,13.9,13.9,13.9,6.1,69
20140910172000,18.9,49.8,0,1.46,3.13,103.9,50.9,0,123,13.9,13.9,13.9,6,69
20140910172500,18.9,49.5,0,1.35,3.73,100.6,63.1,0,104,13.9,13.9,13.9,6,69
20140910173000,18.9,48.9,0,0.92,2.68,108.9,50.2,0,136,13.9,13.9,13.9,6.1,69
20140910173500,19.2,49,0,0.95,3.87,112.9,44.8,0,287,13.9,13.9,13.9,6.2,69
20140910174000,19.1,49.4,0,1.04,2.38,82.1,63.6,0,177,13.9,13.9,13.9,6.1,69
20140910174500,19,49.2,0.14,1.02,2.68,126,38.8,0,159,13.9,13.9,13.9,6.1,69
20140910175000,19,49.2,0.14,1.39,4.03,95.2,53.4,0,156,13.9,13.9,13.9,6.1,69
20140910175500,18.7,50.2,0,1.55,4.48,130.6,29.1,0,78,13.8,13.9,13.9,5.9,69
20140910180000,18.7,50.6,0,0.83,2.68,70.3,55.3,0,74,13.9,13.9,13.9,5.9,69
20140910180500,18.6,51.2,0.14,1.94,4.03,116.2,24.2,0,135,13.4,13.9,13.9,5.8,69
20140910181000,18.6,51.9,0.14,1.16,2.83,123.6,24,0,133,13.9,13.9,13.9,5.7,69
20140910181500,18.6,52.3,0,1.44,4.48,80.4,61.5,0,125,13.9,13.9,13.9,5.6,69
20140910182000,18.6,52.6,0,0.93,2.68,89.4,47.6,0,115,13.9,13.9,13.9,5.6,69
20140910182500,18.6,53.6,0,0.97,2.53,61.3,71.6,0,94,13.9,13.9,13.9,5.5,69
20140910183000,18.6,54.5,0,0.95,3.58,95.4,76.6,0,78,13.9,13.9,13.9,5.3,69
20140910183500,18.6,55.9,0.14,1.42,3.87,67.9,74.7,0,63,13.9,13.9,13.9,5.2,69
20140910184000,18.4,57.1,0.14,1.92,4.77,132.1,27.4,0,48,13.6,13.8,13.9,5,69
20140910184500,18.2,58.4,0.14,1.66,3.87,115,42.1,0,35,13.4,13.5,13.6,4.8,69
20140910185000,18,59.4,0.14,1.85,5.37,99.6,51.1,0,27,13.4,13.4,13.4,4.6,69
20140910185500,17.9,60.4,0,1.54,3.73,83.2,50.3,0,22,13.3,13.3,13.4,4.5,69
20140910190000,17.7,61.3,0.29,2.19,4.62,118.4,31.2,0,17,13.3,13.3,13.3,4.4,69
20140910190500,17.6,62.4,0,1.23,4.17,137.7,32.7,0,15,13.2,13.2,13.3,4.2,69
20140910191000,17.6,63.1,0.14,1.04,2.83,119.5,26.1,0,11,13.2,13.2,13.3,4.1,69
20140910191500,17.5,63.5,0,1.32,3.28,127,21.6,0,8,13.2,13.2,13.2,4.1,69
20140910192000,17.5,64,0,0.96,2.68,22.2,80.6,0,6,13.2,13.2,13.2,4,69
20140910192500,17.4,64.2,0,1.49,4.62,105.9,77.8,0,4,13.2,13.2,13.2,4,69
20140910193000,17.3,64.7,0.44,2.07,4.32,110.9,31,0,2,13.2,13.2,13.2,3.9,69
20140910193500,17.3,64.9,0.14,1.07,2.38,56.3,56,0,1,13.2,13.2,13.2,3.9,69
20140910194000,17.2,64.8,0.14,1.26,2.98,78.1,60.6,0,1,13.2,13.2,13.2,3.9,69
20140910194500,17.1,65.1,0.14,1.3,4.92,70.8,77.8,0,1,13.2,13.2,13.2,3.8,69
20140910195000,17.1,65.2,0,0.9,2.83,123.8,78.4,0,1,13.2,13.2,13.2,3.8,69
20140910195500,17,65.7,0,1.31,3.87,87,60.9,0,1,13.2,13.2,13.2,3.7,69
