
20140902222500,128.03,9.73,18,173.445,178.87,141.36,183.675,245.83,0,808,0,614,0,156,1026.875,19.2222863,1069.81,18.08345743
20140902223000,128.03,9.71,17.9,173.135,179.025,141.05,183.83,246.45,0,808,0,614,0,156,1027.185,19.21390991,1070.895,18.05521461
20140902223500,128.03,9.71,17.7,172.825,178.87,141.36,183.83,244.435,0,808,0,614,0,156,1027.495,19.20553749,1071.98,18.026997
20140902224000,128.03,9.73,17.7,172.825,179.025,140.895,183.055,243.97,0,808,0,614,0,156,1027.805,19.1971656,1073.065,17.99880451
20140902224500,128.03,9.71,17.6,172.98,179.025,141.05,183.21,245.985,0,808,0,614,0,156,1028.27,19.18461416,1074.46,17.96259565
20140902225000,127.875,9.71,17.5,173.135,178.715,141.36,183.52,244.28,0,808,0,614,0,156,1028.735,19.17206736,1075.855,17.92642811
20140902225500,128.03,9.71,17.5,172.825,179.18,140.895,182.435,245.83,0,808,0,614,0,156,1029.2,19.1595252,1077.25,17.89030179
20140902230000,128.03,9.71,17.3,172.98,179.025,141.515,183.985,245.83,0,808,0,614,0,156,1029.82,19.14281072,1078.8,17.85021207
20140902230500,127.875,9.71,17.2,172.825,179.18,141.05,182.59,244.125,0,808,0,614,0,156,1030.285,19.13028007,1080.35,17.81017201
20140902231000,128.03,9.67,17.2,172.98,179.18,141.36,182.125,243.04,0,808,0,614,0,156,1030.905,19.11358158,1081.59,17.77817761
20140902231500,128.185,9.71,17.2,172.98,179.025,141.205,182.745,243.815,0,808,0,614,0,156,1031.37,19.10106421,1082.675,17.75020942
20140902232000,127.875,9.71,17.2,172.67,179.335,140.74,183.21,245.675,0,808,0,614,0,156,1031.99,19.08438154,1083.915,17.71827603
20140902232500,127.875,9.73,17.2,173.135,179.18,141.36,181.815,243.815,0,808,0,614,0,156,1032.61,19.06770792,1084.845,17.69434795
20140902233000,128.34,9.71,17.2,172.36,179.335,140.74,181.815,246.605,0,808,0,614,0,156,1032.92,19.05937489,1086.085,17.66247151
20140902233500,127.72,9.73,17.1,172.98,178.87,141.205,183.055,244.28,0,808,0,614,0,156,1033.385,19.04687849,1087.325,17.63062746
20140902234000,127.72,9.71,17.1,172.515,179.18,141.205,181.97,243.66,0,808,0,614,0,156,1033.85,19.03438788,1088.1,17.61074109
20140902234500,128.185,9.71,16.9,174.22,179.025,141.205,183.055,245.985,0,808,0,614,0,156,1034.315,19.02190274,1089.185,17.58292186
20140902235000,128.34,9.73,16.9,172.98,179.8,141.36,183.83,245.21,0,808,0,614,0,156,1034.78,19.00942219,1090.27,17.55512691
20140902235500,128.185,9.73,16.9,172.825,179.335,141.205,183.675,245.675,0,808,0,614,0,156,1035.09,19.00110402,1091.2,17.5313221
20140903000000,128.185,9.71,16.9,172.825,179.335,141.36,181.66,243.505,0,808,0,614,0,156,1035.71,18.9844756,1092.595,17.49564883
20140903000500,128.185,9.73,16.8,172.825,179.18,141.205,182.125,245.055,0,808,0,614,0,156,1036.175,18.97201085,1093.68,17.46793109
20140903001000,128.34,9.71,16.8,172.67,179.335,141.36,182.435,245.675,0,808,0,614,0,156,1036.64,18.95955065,1094.92,17.43628342
20140903001500,128.185,9.73,16.7,172.67,179.335,141.205,183.365,245.52,0,808,0,614,0,156,1037.105,18.94709501,1096.16,17.40466756
20140903002000,128.34,9.71,16.7,172.67,179.335,141.36,182.745,245.83,0,808,0,614,0,156,1037.57,18.93464433,1097.555,17.36913821
20140903002500,128.185,9.71,16.5,172.98,179.335,141.36,183.055,246.295,0,808,0,614,0,156,1038.19,18.91805187,1098.95,17.33364865
20140903003000,128.495,9.71,16.5,172.67,179.335,141.205,183.52,245.055,0,808,0,614,0,156,1038.81,18.90146834,1100.5,17.29426157
20140903003500,128.185,9.73,16.4,172.67,179.335,141.515,183.21,245.83,0,808,0,614,0,156,1039.275,18.88903738,1102.05,17.25492504
20140903004000,128.495,9.71,16.4,172.67,179.335,141.36,180.42,244.28,0,808,0,614,0,156,1039.74,18.87661095,1103.6,17.21563629
20140903004500,128.34,9.73,16.3,172.67,179.49,141.36,180.11,244.435,0,808,0,614,0,156,1040.36,18.86004983,1105.15,17.17639718
20140903005000,128.34,9.73,16.3,172.67,179.49,141.36,181.195,246.14,0,808,0,614,0,156,1041.135,18.8393606,1106.7,17.13720614
20140903005500,128.34,9.71,16.1,172.825,179.49,141.205,180.11,242.885,0,808,0,614,0,156,1041.6,18.82695432,1107.94,17.10588845
20140903010000,128.495,9.73,16.1,172.825,179.645,141.205,181.04,244.125,0,808,0,614,0,156,1042.375,18.80628726,1109.49,17.0667847
20140903010500,128.185,9.71,16,172.825,179.49,141.515,179.645,243.815,0,808,0,614,0,156,1042.995,18.78976389,1110.885,17.03163225
20140903011000,128.495,9.73,16,172.67,179.645,141.205,180.73,245.52,0,808,0,614,0,156,1043.77,18.76912209,1112.435,16.99262067
20140903011500,128.65,9.73,16,172.67,179.49,141.515,180.265,244.9,0,808,0,614,0,156,1044.39,18.75261877,1113.83,16.95755013
20140903012000,128.34,9.71,15.9,172.825,179.49,141.205,181.815,245.52,0,808,0,614,0,156,1044.855,18.74024695,1115.38,16.91862943
20140903012500,128.65,9.71,15.9,172.825,179.645,141.36,180.42,245.055,0,808,0,614,0,156,1045.63,18.7196386,1116.775,16.88364085
20140903013000,128.495,9.71,15.7,172.515,179.645,141.36,180.42,243.35,0,808,0,614,0,156,1046.25,18.70316172,1118.17,16.84869023
20140903013500,128.65,9.71,15.7,172.67,179.645,141.36,180.885,243.66,0,808,0,614,0,156,1046.87,18.68669368,1119.565,16.81377939
20140903014000,128.65,9.71,15.7,172.825,179.645,141.515,180.42,245.21,0,808,0,614,0,156,1047.49,18.67023441,1120.96,16.77890623
20140903014500,128.805,9.71,15.7,172.825,179.8,141.205,181.66,245.21,0,808,0,614,0,156,1048.11,18.65378391,1122.355,16.74407061
20140903015000,128.805,9.71,15.6,172.67,179.49,141.515,181.815,245.83,0,808,0,614,0,156,1048.73,18.63734219,1123.595,16.71313793
20140903015500,128.65,9.71,15.6,172.825,179.645,141.205,180.575,243.505,0,808,0,614,0,156,1049.35,18.62090921,1124.835,16.68223519
20140903020000,128.65,9.71,15.6,172.825,179.645,141.36,180.42,243.04,0,808,0,614,0,156,1049.97,18.60448499,1126.23,16.64750585
20140903020500,128.805,9.71,15.5,172.825,179.8,141.36,180.575,245.365,0,808,0,614,0,156,1050.59,18.58806949,1127.315,16.62051936
20140903021000,128.96,9.71,15.6,172.825,179.8,141.36,180.885,243.97,0,808,0,614,0,156,1051.21,18.5716627,1128.4,16.59355686
20140903021500,128.65,9.73,15.5,172.825,179.8,141.36,181.815,245.675,0,808,0,614,0,156,1051.83,18.55526463,1129.485,16.56661676
20140903022000,128.805,9.71,15.5,172.825,180.265,141.36,183.21,245.83,0,808,0,614,0,156,1052.14,18.54706853,1130.26,16.54738717
20140903022500,128.96,9.71,15.5,172.67,179.955,141.515,182.745,244.745,0,808,0,614,0,156,1052.76,18.53068344,1131.035,16.52816926
20140903023000,128.805,9.73,15.5,172.825,180.11,141.515,181.66,243.66,0,808,0,614,0,156,1053.225,18.5184008,1131.81,16.50896365
20140903023500,128.96,9.71,15.5,172.98,179.955,141.515,180.575,243.04,0,808,0,614,0,156,1053.535,18.51021419,1132.585,16.48976907
20140903024000,128.96,9.73,15.5,172.825,179.955,141.515,182.28,245.675,0,808,0,614,0,156,1054,18.49793927,1133.205,16.47442165
20140903024500,128.96,9.71,15.6,172.825,180.11,141.515,180.265,243.97,0,808,0,614,0,156,1054.155,18.4938487,1133.67,16.46291596
20140903025000,128.96,9.71,15.6,172.98,180.11,141.67,181.04,245.055,0,808,0,614,0,156,1054.62,18.48158018,1134.135,16.45141401
20140903025500,128.805,9.71,15.6,172.98,180.265,141.67,181.97,246.14,0,808,0,614,0,156,1054.775,18.47749187,1134.445,16.44374886
20140903030000,128.96,9.71,15.6,172.98,180.265,141.515,182.28,245.365,0,808,0,614,0,156,1054.93,18.47340449,1134.755,16.436085
20140903030500,128.96,9.71,15.6,172.98,179.955,141.67,180.11,244.125,0,808,0,614,0,156,1055.395,18.46114367,1135.22,16.4245927
20140903031000,128.96,9.71,15.7,172.98,179.955,141.67,181.04,244.9,0,808,0,614,0,156,1055.705,18.45297317,1135.685,16.41310541
20140903031500,129.115,9.71,15.6,172.825,179.955,141.67,180.265,244.435,0,808,0,614,0,156,1055.86,18.44888791,1135.995,16.40544899
20140903032000,129.115,9.71,15.7,172.825,180.265,141.67,180.265,243.66,0,808,0,614,0,156,1056.015,18.44480412,1136.15,16.40162182
20140903032500,128.96,9.71,15.7,172.825,179.955,141.67,180.575,243.35,0,808,0,614,0,156,1056.17,18.44072099,1136.46,16.39396749
20140903033000,128.805,9.71,15.7,172.98,180.11,141.825,179.8,243.35,0,808,0,614,0,156,1056.325,18.43663786,1136.615,16.39014195
20140903033500,128.805,9.73,15.7,172.98,180.11,141.67,181.35,245.83,0,808,0,614,0,156,1056.48,18.43255473,1136.925,16.38249121
20140903034000,128.805,9.73,15.7,172.98,180.265,141.67,181.815,245.675,0,808,0,614,0,156,1056.635,18.42847318,1137.08,16.37866584
20140903034500,128.805,9.71,15.7,172.825,180.11,141.825,181.815,245.83,0,808,0,614,0,156,1056.635,18.42847318,1137.08,16.37866584
20140903035000,128.65,9.71,15.7,172.98,179.955,141.67,180.575,245.21,0,808,0,614,0,156,1056.79,18.42439217,1137.235,16.37484221
20140903035500,128.805,9.71,15.9,172.98,179.955,141.67,179.955,244.745,0,808,0,614,0,156,1056.79,18.42439217,1137.39,16.37101863
20140903040000,128.805,9.71,15.9,172.98,180.11,141.825,179.49,243.35,0,808,0,614,0,156,1056.79,18.42439217,1137.235,16.37484221
20140903040500,128.65,9.71,15.9,172.98,180.11,141.67,181.35,246.14,0,808,0,614,0,156,1056.945,18.42031115,1137.235,16.37484221
20140903041000,128.805,9.73,15.9,172.98,180.11,141.67,179.335,243.97,0,808,0,614,0,156,1056.945,18.42031115,1137.39,16.37101863
20140903041500,128.805,9.71,15.9,172.825,179.955,141.825,179.49,243.66,0,808,0,614,0,156,1056.945,18.42031115,1137.39,16.37101863
20140903042000,128.805,9.71,16,172.98,180.11,141.98,181.35,244.9,0,808,0,614,0,156,1056.945,18.42031115,1137.39,16.37101863
20140903042500,128.65,9.73,16,172.67,180.11,141.98,179.645,243.04,0,808,0,614,0,156,1056.945,18.42031115,1137.39,16.37101863
20140903043000,128.96,9.73,15.9,172.825,179.955,141.825,180.885,245.83,0,808,0,614,0,156,1056.945,18.42031115,1137.545,16.36719506
20140903043500,128.805,9.71,16,172.67,180.11,141.825,181.35,245.985,0,808,0,614,0,156,1056.79,18.42439217,1137.545,16.36719506
20140903044000,128.65,9.73,16,172.67,179.8,141.825,179.18,243.66,0,808,0,614,0,156,1056.945,18.42031115,1137.7,16.36337154
20140903044500,128.65,9.73,15.9,172.825,179.8,141.67,180.73,245.83,0,808,0,614,0,156,1057.1,18.41623013,1138.165,16.35190621
20140903045000,128.805,9.71,15.9,172.825,179.955,141.67,179.49,244.435,0,808,0,614,0,156,1057.255,18.41215084,1138.475,16.34426461
20140903045500,128.65,9.71,15.9,172.825,180.11,141.825,179.49,243.35,0,808,0,614,0,156,1057.255,18.41215084,1138.785,16.33662463
20140903050000,128.805,9.73,15.9,172.825,179.955,141.67,180.885,243.66,0,808,0,614,0,156,1057.41,18.40807194,1139.095,16.32898672
20140903050500,128.805,9.73,15.9,172.825,179.955,141.825,181.505,245.675,0,808,0,614,0,156,1057.72,18.39991415,1139.25,16.32516852
