Time,BS2 Soil Moisture(RAW) (mV),Battery(RAW) (V ),Temperature(RAW) (degC ),AS4 Soil Moisture(RAW) (mV ),AS2 Soil Moisture(RAW) (mV ),BS4 Soil Moisture(RAW) (mV ),CS2 Soil Moisture(RAW) (mV ),CS4 Soil Moisture(RAW) (mV ),Flow A(TOT) (l ),Flow Total A(RAW) (l ),Flow B(TOT) (l ),Flow Total B(RAW) (l ),Flow C(TOT) (l ),Flow Total C(RAW) (l ),CT2 upper(RAW) (mV ),CT2 Upper Temperature (Deg C ),BT2 upper(RAW) (mV ),BT2 Upper Temperature (Deg C )
30/09/2014 21:45,97.03,9.69,16.4,112.53,106.02,95.945,110.67,143.22,0,808,0,614,0,156,1053.845,18.50203091,1116.31,16.89529876
30/09/2014 21:40,97.34,9.69,16.4,112.22,106.175,95.79,110.36,142.91,0,808,0,614,0,156,1053.225,18.5184008,1114.295,16.94586924
30/09/2014 21:35,97.34,9.69,16.5,112.22,106.175,96.255,113.46,139.81,0,808,0,614,0,156,1052.605,18.53477934,1112.28,16.99651971
30/09/2014 21:30,97.185,9.69,16.7,112.375,106.175,96.1,112.995,139.965,0,808,0,614,0,156,1051.83,18.55526463,1110.265,17.04725052
30/09/2014 21:25,97.03,9.69,16.7,112.375,106.02,96.1,113.77,140.585,0,808,0,614,0,156,1051.21,18.5716627,1108.405,17.09415163
30/09/2014 21:20,97.185,9.69,16.8,112.375,106.02,95.945,111.91,142.755,0,808,0,614,0,156,1050.435,18.59217183,1106.235,17.14895859
30/09/2014 21:15,96.875,9.69,16.8,111.445,105.4,95.015,111.29,139.81,0,808,0,614,0,156,1049.66,18.61269595,1104.22,17.19993468
30/09/2014 21:10,96.565,9.67,16.9,111.445,105.555,95.635,107.88,141.825,0,808,0,614,0,156,1048.885,18.6332334,1102.205,17.25099358
30/09/2014 21:05,96.875,9.69,17.1,112.22,105.865,95.945,111.135,141.05,0,808,0,614,0,156,1048.265,18.64967297,1099.88,17.31001014
30/09/2014 21:00,97.185,9.69,17.2,112.375,106.175,96.1,113.925,140.275,0,808,0,614,0,156,1047.335,18.67434791,1097.71,17.36519319
30/09/2014 20:55,97.185,9.69,17.2,112.685,106.175,96.1,113.925,141.05,0,808,0,614,0,156,1046.715,18.69080946,1095.85,17.41256929
30/09/2014 20:50,96.875,9.69,17.3,111.755,105.4,94.86,112.375,139.345,0,808,0,614,0,156,1045.94,18.71139941,1093.835,17.46397347
30/09/2014 20:45,97.185,9.69,17.5,112.375,106.175,96.255,113.305,142.29,0,808,0,614,0,156,1045.165,18.7320025,1091.665,17.51942694
30/09/2014 20:40,97.185,9.69,17.5,112.53,106.175,96.255,114.235,139.965,0,808,0,614,0,156,1044.39,18.75261877,1089.65,17.57100662
30/09/2014 20:35,97.34,9.69,17.6,112.53,106.175,96.1,114.39,140.74,0,808,0,614,0,156,1043.615,18.77324941,1087.48,17.62664901
30/09/2014 20:30,97.185,9.69,17.7,112.53,106.175,96.255,114.39,140.585,0,808,0,614,0,156,1042.84,18.79389436,1085.465,17.67840568
30/09/2014 20:25,96.875,9.69,17.9,112.065,105.245,95.015,110.36,141.67,0,808,0,614,0,156,1042.065,18.81455256,1083.295,17.73423866
30/09/2014 20:20,94.55,9.67,17.9,111.135,105.555,94.86,111.135,136.865,0,808,0,614,0,156,1041.445,18.83108916,1081.59,17.77817761
30/09/2014 20:15,97.03,9.69,18,112.53,106.33,96.255,110.98,143.53,0,808,0,614,0,156,1040.67,18.85177168,1079.42,17.83419021
30/09/2014 20:10,97.185,9.69,18.1,112.685,106.175,95.945,111.135,143.065,0,808,0,614,0,156,1039.74,18.87661095,1077.405,17.88629098
30/09/2014 20:05,97.03,9.69,18.3,112.53,106.33,95.945,112.22,140.275,0,808,0,614,0,156,1038.965,18.89732461,1075.39,17.9384787
30/09/2014 20:00,97.34,9.69,18.4,112.685,106.485,96.255,114.545,140.74,0,808,0,614,0,156,1038.5,18.90975998,1073.22,17.9947797
30/09/2014 19:55,97.185,9.69,18.5,112.685,106.485,96.1,112.685,143.22,0,808,0,614,0,156,1037.57,18.93464433,1071.05,18.0511816
30/09/2014 19:50,97.185,9.69,18.5,112.53,106.33,96.255,111.135,142.445,0,808,0,614,0,156,1036.795,18.95539821,1068.88,18.10768627
30/09/2014 19:45,97.34,9.69,18.7,112.53,106.485,96.1,113.925,139.965,0,808,0,614,0,156,1036.175,18.97201085,1066.71,18.16429367
30/09/2014 19:40,96.875,9.69,18.8,111.6,105.555,94.705,113.925,140.585,0,808,0,614,0,156,1035.4,18.99278934,1064.695,18.21695015
30/09/2014 19:35,97.34,9.69,18.9,112.685,106.485,96.255,112.375,143.53,0,808,0,614,0,156,1034.47,19.01774144,1062.525,18.27375659
30/09/2014 19:30,97.34,9.69,19.1,112.685,106.33,96.1,112.53,143.22,0,808,0,614,0,156,1033.695,19.03855142,1060.2,18.33473625
30/09/2014 19:25,96.875,9.69,19.2,112.375,106.33,96.1,111.91,140.12,0,808,0,614,0,156,1032.92,19.05937489,1058.03,18.39176032
30/09/2014 19:20,97.185,9.69,19.3,112.685,106.485,96.255,113.615,140.12,0,808,0,614,0,156,1032.145,19.0802119,1055.705,18.45297317
30/09/2014 19:15,97.34,9.69,19.5,112.84,106.64,96.255,111.91,143.84,0,808,0,614,0,156,1031.215,19.10523666,1053.535,18.51021419
30/09/2014 19:10,97.185,9.69,19.6,112.685,106.33,96.255,112.375,141.05,0,808,0,614,0,156,1030.44,19.12610537,1051.21,18.5716627
30/09/2014 19:05,97.03,9.69,19.7,112.53,106.02,96.1,113.615,142.91,0,808,0,614,0,156,1029.665,19.14698766,1049.04,18.62912461
30/09/2014 19:00,97.03,9.69,19.9,112.53,105.865,95.48,114.235,141.05,0,808,0,614,0,156,1028.89,19.16788593,1046.715,18.69080946
30/09/2014 18:55,97.34,9.69,20,112.685,106.485,96.1,113.925,143.065,0,808,0,614,0,156,1027.96,19.19298152,1044.39,18.75261877
30/09/2014 18:50,97.03,9.69,20.1,112.53,106.175,95.945,114.7,140.275,0,808,0,614,0,156,1027.185,19.21390991,1042.065,18.81455256
30/09/2014 18:45,97.34,9.69,20.4,112.84,106.485,96.41,112.53,143.53,0,808,0,614,0,156,1026.41,19.23485382,1039.74,18.87661095
30/09/2014 18:40,96.565,9.69,20.4,112.065,106.02,95.79,110.98,141.67,0,808,0,614,0,156,1025.79,19.25161874,1037.57,18.93464433
30/09/2014 18:35,97.185,9.69,20.7,112.685,106.33,96.1,113.46,143.22,0,808,0,614,0,156,1024.86,19.27678279,1035.09,19.00110402
30/09/2014 18:30,97.185,9.69,20.8,112.53,106.33,96.1,113.305,140.12,0,808,0,614,0,156,1024.395,19.2893734,1032.765,19.06354065
30/09/2014 18:25,97.34,9.69,20.9,112.84,106.485,96.255,114.855,140.275,0,808,0,614,0,156,1023.465,19.31456865,1030.44,19.12610537
30/09/2014 18:20,97.185,9.69,21.1,112.84,106.33,96.1,113.15,140.12,0,808,0,614,0,156,1022.845,19.33137741,1027.96,19.19298152
30/09/2014 18:15,97.495,9.71,21.3,112.995,106.64,96.41,113.925,143.375,0,808,0,614,0,156,1022.07,19.35240176,1025.79,19.25161874
30/09/2014 18:10,97.34,9.71,21.5,112.84,106.485,96.255,113.77,143.375,0,808,0,614,0,156,1021.14,19.37764862,1023.62,19.31036773
30/09/2014 18:05,97.03,9.71,21.6,112.685,106.33,96.41,112.53,143.84,0,808,0,614,0,156,1020.52,19.39449203,1021.14,19.37764862
30/09/2014 18:00,97.03,9.71,21.9,112.685,106.175,96.1,111.445,143.22,0,808,0,614,0,156,1019.9,19.41134477,1018.815,19.44086033
30/09/2014 17:55,97.185,9.69,22,112.84,106.64,96.255,114.235,143.065,0,808,0,614,0,156,1019.125,19.4324247,1016.645,19.49997608
30/09/2014 17:50,97.185,9.69,22.1,112.84,106.64,96.1,115.165,141.05,0,808,0,614,0,156,1018.505,19.44929851,1014.32,19.56344128
30/09/2014 17:45,97.185,9.69,22.4,112.84,106.485,96.1,111.6,143.065,0,808,0,614,0,156,1017.885,19.46618168,1012.305,19.61855272
30/09/2014 17:40,97.185,9.71,22.5,112.84,106.64,96.41,114.235,140.43,0,808,0,614,0,156,1017.575,19.4746265,1010.445,19.66951315
30/09/2014 17:35,97.185,9.71,22.8,112.995,106.485,96.255,112.995,143.84,0,808,0,614,0,156,1016.955,19.49152364,1008.585,19.72055917
30/09/2014 17:30,96.72,9.69,22.9,112.375,105.4,95.17,112.53,143.375,0,808,0,614,0,156,1016.645,19.49997608,1006.88,19.76742676
30/09/2014 17:25,97.03,9.69,23.1,112.22,105.865,95.17,112.065,143.22,0,808,0,614,0,156,1016.335,19.50843014,1005.33,19.81009622
30/09/2014 17:20,97.34,9.69,23.2,113.15,106.795,96.41,112.84,143.995,0,808,0,614,0,156,1015.87,19.52111668,1003.935,19.84855066
30/09/2014 17:15,97.34,9.71,23.5,112.995,106.64,96.41,113.615,143.84,0,808,0,614,0,156,1015.715,19.52534602,1002.54,19.88705445
30/09/2014 17:10,97.34,9.69,23.5,113.15,106.485,96.255,114.7,142.755,0,808,0,614,0,156,1015.405,19.533808,1001.145,19.9256065
30/09/2014 17:05,96.565,9.69,23.6,112.22,106.485,96.1,111.6,140.12,0,808,0,614,0,156,1015.095,19.54227133,999.905,19.95991637
30/09/2014 17:00,96.72,9.69,23.7,112.995,106.485,96.1,114.08,141.05,0,808,0,614,0,156,1014.785,19.55073808,998.665,19.9942652
30/09/2014 16:55,97.03,9.69,23.9,112.84,105.865,95.325,111.135,143.53,0,808,0,614,0,156,1014.475,19.55920603,997.58,20.02435291
30/09/2014 16:50,97.185,9.65,24,112.375,106.485,95.79,109.43,139.655,0,808,0,614,0,156,1014.01,19.57191388,996.34,20.05877514
30/09/2014 16:45,97.34,9.69,24.1,113.305,107.105,96.72,112.22,143.84,0,808,0,614,0,156,1013.7,19.5803879,995.255,20.08892679
30/09/2014 16:40,97.495,9.69,24.3,113.46,106.95,96.565,113.925,140.74,0,808,0,614,0,156,1013.235,19.59310376,993.705,20.13205217
30/09/2014 16:35,97.03,9.71,24.4,113.15,106.64,96.41,112.84,143.995,0,808,0,614,0,156,1012.77,19.60582583,992,20.17956283
30/09/2014 16:30,97.34,9.71,24.5,113.305,106.795,96.72,115.165,141.67,0,808,0,614,0,156,1012.15,19.62279601,990.14,20.23147737
30/09/2014 16:25,96.72,9.69,24.7,113.15,105.865,95.79,110.98,143.375,0,808,0,614,0,156,1011.685,19.63553004,988.28,20.28348147
30/09/2014 16:20,97.34,9.71,24.9,113.305,106.95,96.255,111.91,142.91,0,808,0,614,0,156,1011.22,19.64826889,986.42,20.33557553
30/09/2014 16:15,97.495,9.71,25.2,113.46,106.95,96.72,112.995,144.305,0,808,0,614,0,156,1010.755,19.66101276,984.56,20.38775992
30/09/2014 16:10,97.34,9.71,25.3,113.46,106.95,96.565,115.32,141.67,0,808,0,614,0,156,1010.445,19.66951315,982.7,20.440035
30/09/2014 16:05,97.185,9.71,25.6,113.305,106.795,96.41,115.475,142.29,0,808,0,614,0,156,1010.135,19.67801373,981.15,20.48366828
30/09/2014 16:00,97.03,9.71,25.9,113.305,106.795,96.41,115.785,142.445,0,808,0,614,0,156,1009.67,19.69077158,979.6,20.52736296
30/09/2014 15:55,97.495,9.71,26,113.46,107.105,96.72,115.475,141.825,0,808,0,614,0,156,1009.36,19.69927931,978.205,20.5667446
30/09/2014 15:50,97.65,9.71,26.3,113.615,107.415,96.875,114.235,141.05,0,808,0,614,0,156,1009.205,19.70353429,976.81,20.60617721
30/09/2014 15:45,97.34,9.69,26.4,112.685,106.64,95.79,114.545,143.065,0,808,0,614,0,156,1008.74,19.71630184,975.57,20.64127185
30/09/2014 15:40,96.565,9.67,26.7,113.305,106.485,96.255,112.685,140.43,0,808,0,614,0,156,1008.275,19.72907422,973.865,20.68959431
30/09/2014 15:35,97.34,9.69,26.9,113.46,106.95,96.565,114.235,140.895,0,808,0,614,0,156,1007.965,19.7375936,972.315,20.73359051
30/09/2014 15:30,96.875,9.71,27.2,113.305,107.26,96.72,113.15,141.515,0,808,0,614,0,156,1007.655,19.74611351,970.92,20.77324413
30/09/2014 15:25,97.805,9.71,27.5,113.925,107.57,96.875,115.01,144.615,0,808,0,614,0,156,1007.035,19.76316236,969.37,20.81736455
30/09/2014 15:20,97.495,9.71,27.7,113.77,107.57,96.72,113.925,141.05,0,808,0,614,0,156,1006.57,19.77595555,967.975,20.85712823
30/09/2014 15:15,97.495,9.71,28,113.46,106.175,96.875,115.63,142.135,0,808,0,614,0,156,1005.95,19.79302109,966.27,20.90580119
30/09/2014 15:10,97.65,9.71,28.4,114.08,107.415,96.875,112.685,143.065,0,808,0,614,0,156,1005.33,19.81009622,964.255,20.96342604
30/09/2014 15:05,97.34,9.71,28.8,113.15,106.64,95.635,113.77,140.585,0,808,0,614,0,156,1004.71,19.82718099,962.085,21.02560853
30/09/2014 15:00,97.03,9.67,29.3,113.15,107.105,96.72,111.755,141.205,0,808,0,614,0,156,1004.245,19.8400015,960.07,21.08346455
30/09/2014 14:55,96.72,9.69,29.9,113.77,106.95,96.41,111.6,141.36,0,808,0,614,0,156,1003.78,19.8528269,957.9,21.14589913
30/09/2014 14:50,97.805,9.71,30.4,114.235,107.725,96.875,114.235,145.08,0,808,0,614,0,156,1003.16,19.86993584,956.04,21.19951788
30/09/2014 14:45,98.115,9.71,30.9,114.39,107.88,97.34,113.615,142.135,0,808,0,614,0,156,1002.54,19.88705445,953.87,21.26219512
30/09/2014 14:40,97.495,9.71,31.5,114.08,106.795,96.875,112.995,145.235,0,808,0,614,0,156,1001.92,19.90418274,951.855,21.32051498
30/09/2014 14:35,98.115,9.71,31.9,114.545,108.035,97.34,116.095,142.6,0,808,0,614,0,156,1001.145,19.9256065,949.375,21.3924502
30/09/2014 14:30,98.115,9.71,32.1,114.545,108.19,97.495,115.01,145.545,0,808,0,614,0,156,1000.215,19.95133524,946.43,21.47810038
30/09/2014 14:25,98.27,9.73,32.3,114.7,108.345,97.65,112.995,144.46,0,808,0,614,0,156,999.75,19.96420703,943.95,21.55041948
30/09/2014 14:20,98.27,9.71,32.3,114.7,108.345,97.495,114.39,145.7,0,808,0,614,0,156,998.975,19.98567448,941.005,21.63652812
30/09/2014 14:15,96.255,9.69,32.3,113.925,107.88,96.72,114.235,140.275,0,808,0,614,0,156,998.355,20.00285872,938.37,21.71378633
30/09/2014 14:10,98.58,9.73,32.3,115.165,108.345,97.805,115.475,146.01,0,808,0,614,0,156,997.735,20.02005274,935.58,21.79580898
30/09/2014 14:05,98.115,9.71,32.3,114.39,107.415,96.565,112.375,142.6,0,808,0,614,0,156,997.27,20.03295396,932.635,21.8826366
30/09/2014 14:00,98.27,9.71,32.1,115.32,108.345,97.805,116.56,144.46,0,808,0,614,0,156,996.805,20.04586171,929.69,21.96972196
30/09/2014 13:55,98.425,9.71,32,115.32,108.5,97.65,113.305,142.91,0,808,0,614,0,156,996.495,20.05447014,926.745,22.05706524
30/09/2014 13:50,97.96,9.71,31.9,115.32,108.5,97.65,112.685,143.22,0,808,0,614,0,156,996.34,20.05877514,923.955,22.14005055
30/09/2014 13:45,98.58,9.71,31.7,115.785,108.655,97.96,112.995,143.375,0,808,0,614,0,156,996.185,20.06308014,921.32,22.21864226
30/09/2014 13:40,98.425,9.71,31.6,115.475,108.655,97.96,116.095,143.685,0,808,0,614,0,156,996.185,20.06308014,918.685,22.29744376
30/09/2014 13:35,98.58,9.71,31.5,115.63,108.655,97.96,116.405,144.46,0,808,0,614,0,156,996.65,20.05016514,916.515,22.36249945
30/09/2014 13:30,98.735,9.73,31.2,115.475,108.965,97.96,116.405,145.39,0,808,0,614,0,156,996.96,20.04155913,914.655,22.41837621
30/09/2014 13:25,98.735,9.71,30.9,115.785,109.12,97.96,113.46,145.235,0,808,0,614,0,156,997.89,20.01575256,914.035,22.4370255
30/09/2014 13:20,98.425,9.71,30.7,115.63,108.965,97.96,116.405,144.77,0,808,0,614,0,156,998.82,19.98996984,914.5,22.42303725
30/09/2014 13:15,98.735,9.71,30.3,115.785,109.12,98.27,115.01,142.755,0,808,0,614,0,156,999.905,19.95991637,916.205,22.37180405
30/09/2014 13:10,97.96,9.71,29.9,114.855,107.88,96.72,115.475,145.7,0,808,0,614,0,156,1001.455,19.91703495,919.46,22.27424528
30/09/2014 13:05,98.425,9.71,29.5,115.785,108.965,97.96,116.095,142.755,0,808,0,614,0,156,1003.16,19.86993584,924.575,22.12158897
30/09/2014 13:00,98.425,9.71,29.1,115.94,109.12,97.805,114.7,145.235,0,808,0,614,0,156,1004.865,19.82290948,930.93,21.93302347
30/09/2014 12:55,98.27,9.71,28.7,114.7,108.655,97.03,113.15,143.375,0,808,0,614,0,156,1006.415,19.78022079,937.905,21.72744096
30/09/2014 12:50,98.58,9.71,28.3,115.94,109.585,98.115,116.715,145.545,0,808,0,614,0,156,1007.965,19.7375936,944.725,21.52780022
30/09/2014 12:45,98.58,9.71,27.9,115.94,109.585,98.115,113.77,144.15,0,808,0,614,0,156,1009.515,19.69502432,951.7,21.32500553
30/09/2014 12:40,98.115,9.71,27.3,115.63,109.12,97.03,114.08,142.29,0,808,0,614,0,156,1010.91,19.6567648,959.14,21.11020688
30/09/2014 12:35,97.03,9.69,26.8,114.855,109.275,96.875,114.235,140.895,0,808,0,614,0,156,1012.615,19.61006678,967.51,20.87039511
30/09/2014 12:30,98.58,9.71,26.1,116.095,110.36,98.115,117.025,146.01,0,808,0,614,0,156,1013.7,19.5803879,974.95,20.65883459
30/09/2014 12:25,98.115,9.69,25.5,114.855,108.965,96.875,114.39,142.755,0,808,0,614,0,156,1014.94,19.5465041,980.685,20.49677003
30/09/2014 12:20,98.27,9.69,24.9,115.63,109.585,97.805,114.855,146.165,0,808,0,614,0,156,1015.87,19.52111668,984.405,20.39211289
30/09/2014 12:15,98.425,9.71,24.8,115.785,109.74,97.96,113.925,143.22,0,808,0,614,0,156,1016.955,19.49152364,986.885,20.32254329
30/09/2014 12:10,97.805,9.69,24.8,114.855,108.655,96.875,115.785,144.305,0,808,0,614,0,156,1018.195,19.45773875,988.9,20.2661368
30/09/2014 12:05,98.425,9.71,24.8,115.785,109.74,97.96,113.15,145.855,0,808,0,614,0,156,1019.59,19.41977576,991.38,20.19685774
30/09/2014 12:00,98.115,9.71,24.9,115.63,108.965,97.65,115.63,146.01,0,808,0,614,0,156,1021.295,19.37343997,994.945,20.09754646
30/09/2014 11:55,98.58,9.69,24.9,115.94,110.05,98.115,115.785,146.32,0,808,0,614,0,156,1023,19.32717407,1000.06,19.9556258
30/09/2014 11:50,98.27,9.69,24.7,115.63,109.895,97.65,115.63,142.91,0,808,0,614,0,156,1024.705,19.28097888,1007.655,19.74611351
30/09/2014 11:45,98.58,9.69,24.1,115.94,110.36,98.115,116.25,143.065,0,808,0,614,0,156,1026.1,19.24323474,1014.63,19.55497206
30/09/2014 11:40,97.96,9.69,23.5,115.63,108.965,97.03,113.925,146.01,0,808,0,614,0,156,1027.34,19.20972343,1018.815,19.44086033
30/09/2014 11:35,98.425,9.71,23.3,115.94,109.74,97.96,115.94,146.01,0,808,0,614,0,156,1028.735,19.17206736,1020.52,19.39449203
30/09/2014 11:30,98.425,9.71,23.5,115.785,109.895,97.96,112.995,145.855,0,808,0,614,0,156,1030.285,19.13028007,1023,19.32717407
30/09/2014 11:25,98.425,9.69,23.6,115.94,110.05,97.96,113.305,146.165,0,808,0,614,0,156,1032.145,19.0802119,1026.72,19.22647449
30/09/2014 11:20,98.115,9.69,23.6,115.63,109.585,97.805,116.405,143.995,0,808,0,614,0,156,1033.85,19.03438788,1032.145,19.0802119
30/09/2014 11:15,98.58,9.71,23.5,115.94,110.205,97.96,114.39,146.63,0,808,0,614,0,156,1035.555,18.98863247,1038.655,18.90561416
30/09/2014 11:10,98.58,9.69,23.1,115.94,110.205,97.96,113.77,144.77,0,808,0,614,0,156,1036.95,18.95124577,1045.785,18.715519
30/09/2014 11:05,98.735,9.69,22.5,115.94,110.36,98.115,116.715,143.375,0,808,0,614,0,156,1038.5,18.90975998,1053.69,18.50612255
30/09/2014 11:00,98.58,9.69,21.9,115.63,110.205,97.96,114.08,146.165,0,808,0,614,0,156,1039.585,18.88075237,1061.595,18.29813457
30/09/2014 10:55,98.735,9.69,21.3,115.94,110.205,97.96,113.925,146.475,0,808,0,614,0,156,1040.825,18.84763465,1068.725,18.11172548
30/09/2014 10:50,98.58,9.71,20.7,115.94,109.895,97.805,116.405,143.375,0,808,0,614,0,156,1041.755,18.82281948,1074.46,17.96259565
30/09/2014 10:45,98.27,9.69,20.3,115.475,109.275,97.185,114.39,145.7,0,808,0,614,0,156,1042.685,18.79802483,1078.335,17.8622336
30/09/2014 10:40,98.58,9.69,19.9,115.785,109.585,97.65,115.785,143.84,0,808,0,614,0,156,1043.46,18.77737769,1080.815,17.79817069
30/09/2014 10:35,98.58,9.69,19.9,115.63,109.275,97.805,114.545,143.22,0,808,0,614,0,156,1044.235,18.75674378,1082.52,17.75420383
30/09/2014 10:30,98.425,9.69,19.9,115.63,109.275,97.805,115.32,145.235,0,808,0,614,0,156,1045.165,18.7320025,1084.07,17.71428673
30/09/2014 10:25,98.425,9.69,19.7,115.63,109.43,97.805,112.22,146.165,0,808,0,614,0,156,1046.25,18.70316172,1085.93,17.66645392
30/09/2014 10:20,98.425,9.69,19.7,115.63,109.275,97.34,115.165,145.39,0,808,0,614,0,156,1047.335,18.67434791,1088.255,17.60676464
30/09/2014 10:15,98.58,9.69,19.7,115.785,109.585,97.805,112.84,145.235,0,808,0,614,0,156,1048.42,18.64556204,1090.89,17.53925521
30/09/2014 10:10,97.805,9.67,19.6,115.63,108.655,96.875,113.305,146.01,0,808,0,614,0,156,1049.505,18.61680258,1093.68,17.46793109
30/09/2014 10:05,98.58,9.69,19.6,115.475,109.275,97.65,112.685,145.39,0,808,0,614,0,156,1050.435,18.59217183,1096.47,17.39676934
30/09/2014 10:00,98.58,9.69,19.5,115.63,109.585,97.805,115.94,145.235,0,808,0,614,0,156,1051.52,18.56346233,1099.415,17.32182741
30/09/2014 09:55,98.735,9.69,19.3,115.785,109.585,97.805,113.46,144.615,0,808,0,614,0,156,1052.45,18.53887525,1102.205,17.25099358
30/09/2014 09:50,98.58,9.69,19.1,115.785,109.585,97.65,116.095,143.995,0,808,0,614,0,156,1053.225,18.5184008,1104.375,17.19601091
30/09/2014 09:45,98.89,9.69,19.1,115.63,109.43,97.805,116.095,144.46,0,808,0,614,0,156,1054,18.49793927,1106.39,17.14504056
30/09/2014 09:40,98.735,9.69,19.1,115.32,109.12,97.495,112.53,145.235,0,808,0,614,0,156,1054.62,18.48158018,1108.095,17.10197615
30/09/2014 09:35,98.89,9.69,18.9,115.63,109.43,97.65,114.08,143.685,0,808,0,614,0,156,1055.55,18.45705842,1110.11,17.05115669
30/09/2014 09:30,98.58,9.69,18.9,115.475,109.275,97.65,115.01,143.22,0,808,0,614,0,156,1056.325,18.43663786,1111.505,17.01602166
30/09/2014 09:25,98.89,9.69,18.9,115.475,109.275,97.805,112.53,146.63,0,808,0,614,0,156,1057.1,18.41623013,1112.745,16.9848235
30/09/2014 09:20,98.58,9.69,19.1,115.475,109.43,97.805,111.29,146.01,0,808,0,614,0,156,1058.03,18.39176032,1114.14,16.94976262
30/09/2014 09:15,98.735,9.69,19.1,115.475,109.43,97.805,115.475,144.925,0,808,0,614,0,156,1058.96,18.36730794,1115.69,16.91085018
30/09/2014 09:10,98.735,9.69,19.1,115.785,109.585,97.96,112.375,146.63,0,808,0,614,0,156,1060.045,18.33880644,1118.325,16.84480995
30/09/2014 09:05,98.425,9.69,19.1,114.235,108.965,96.875,115.475,142.6,0,808,0,614,0,156,1061.13,18.31033072,1121.425,16.76729022
30/09/2014 09:00,99.045,9.69,19.1,115.475,109.43,97.96,112.53,146.01,0,808,0,614,0,156,1062.215,18.28188071,1124.68,16.68609693
30/09/2014 08:55,99.045,9.69,18.9,115.63,109.585,98.115,116.095,144.15,0,808,0,614,0,156,1063.3,18.25345634,1128.71,16.58585737
30/09/2014 08:50,98.89,9.69,18.7,115.63,109.585,97.805,115.165,143.53,0,808,0,614,0,156,1064.385,18.22505848,1132.895,16.48209404
30/09/2014 08:45,98.735,9.69,18.5,115.63,109.585,98.115,115.475,143.375,0,808,0,614,0,156,1065.16,18.20479034,1137.08,16.37866584
30/09/2014 08:40,98.425,9.69,18.3,115.165,108.5,97.03,114.39,144.615,0,808,0,614,0,156,1066.09,18.18048615,1141.11,16.27938377
30/09/2014 08:35,98.89,9.67,18,115.32,109.275,97.495,114.7,142.91,0,808,0,614,0,156,1066.865,18.16024621,1144.83,16.18800944
30/09/2014 08:30,98.89,9.69,17.7,115.32,109.275,97.495,112.685,145.545,0,808,0,614,0,156,1067.485,18.1440642,1148.24,16.10447693
30/09/2014 08:25,98.89,9.69,17.5,115.475,109.275,97.96,112.53,146.165,0,808,0,614,0,156,1068.26,18.12384925,1151.03,16.03629259
30/09/2014 08:20,99.045,9.69,17.5,115.32,109.12,97.96,113.305,145.39,0,808,0,614,0,156,1069.035,18.10364708,1153.51,15.97580501
30/09/2014 08:15,98.89,9.69,17.3,115.475,109.12,97.96,113.615,146.94,0,808,0,614,0,156,1069.81,18.08345743,1155.525,15.92674253
30/09/2014 08:10,98.735,9.69,17.3,115.32,109.12,97.96,115.94,144.15,0,808,0,614,0,156,1070.585,18.06328063,1157.54,15.87775433
30/09/2014 08:05,98.89,9.69,17.2,115.475,109.275,97.805,113.46,146.94,0,808,0,614,0,156,1071.36,18.04311814,1159.865,15.821321
30/09/2014 08:00,98.735,9.69,17.2,114.39,108.81,97.185,113.925,145.545,0,808,0,614,0,156,1072.135,18.02296809,1162.5,15.75748193
30/09/2014 07:55,98.89,9.69,16.9,115.475,109.43,97.96,115.32,143.995,0,808,0,614,0,156,1072.91,18.00283048,1164.98,15.6975125
30/09/2014 07:50,98.89,9.69,16.7,115.32,109.43,98.115,116.095,143.685,0,808,0,614,0,156,1073.53,17.98673008,1167.305,15.64139172
30/09/2014 07:45,98.735,9.69,16.3,115.32,109.275,98.115,113.46,147.095,0,808,0,614,0,156,1073.685,17.98270628,1168.39,15.61523491
30/09/2014 07:40,98.89,9.69,16,115.32,108.965,98.115,116.095,143.685,0,808,0,614,0,156,1073.84,17.97868352,1169.01,15.60029771
30/09/2014 07:35,98.735,9.69,15.7,115.01,108.345,97.96,115.94,143.685,0,808,0,614,0,156,1073.995,17.97466075,1169.165,15.59656459
30/09/2014 07:30,98.58,9.69,15.6,115.32,108.345,97.805,112.685,146.785,0,808,0,614,0,156,1074.15,17.97063799,1169.32,15.59283148
30/09/2014 07:25,98.58,9.67,15.5,115.165,108.655,97.65,113.925,145.545,0,808,0,614,0,156,1074.15,17.97063799,1169.32,15.59283148
30/09/2014 07:20,98.735,9.69,15.5,115.165,108.655,97.65,115.32,143.685,0,808,0,614,0,156,1074.305,17.96661637,1169.165,15.59656459
30/09/2014 07:15,98.58,9.69,15.5,115.165,108.5,97.805,114.7,143.84,0,808,0,614,0,156,1074.46,17.96259565,1169.01,15.60029771
30/09/2014 07:10,98.58,9.69,15.6,115.01,108.5,97.65,114.545,145.855,0,808,0,614,0,156,1074.305,17.96661637,1168.855,15.60403083
30/09/2014 07:05,97.65,9.67,15.6,114.855,107.415,96.565,113.615,143.53,0,808,0,614,0,156,1074.46,17.96259565,1168.7,15.6077653
30/09/2014 07:00,98.425,9.69,15.6,115.165,108.5,97.65,112.685,146.32,0,808,0,614,0,156,1074.615,17.95857493,1168.855,15.60403083
30/09/2014 06:55,98.425,9.69,15.6,115.165,108.345,97.495,115.165,145.39,0,808,0,614,0,156,1074.615,17.95857493,1169.01,15.60029771
