Date,Time,Ave AirTemp (degC),Ave Humidity (%),Min WndSpd (m/s),Ave WndSpd (m/s),Max WndSpd (m/s),Ave WndDir (deg),Ave Sigma (deg),Total Rain (mm),Ave GSR (w/m²),Min Battery (V),Ave Battery (V),Max Battery (V),Ave DeltaT (degC)
12/09/2014,20:50:00,17.8,71.3,0,0.97,2.68,104.7,78.5,0,1,13.2,13.2,13.2,3.2
12/09/2014,20:55:00,17.8,70.9,0.14,1.15,2.83,13.8,74,0,1,13.2,13.2,13.2,3.2
12/09/2014,21:00:00,17.8,70.7,0,0.57,2.53,5.1,93.3,0,1,13.2,13.2,13.2,3.2
12/09/2014,21:05:00,17.8,70.8,0.14,0.79,2.08,17.3,36,0,1,13.1,13.2,13.2,3.2
12/09/2014,21:10:00,17.8,71.2,0,0.41,1.63,323.2,2.8,0,1,13.2,13.2,13.2,3.2
12/09/2014,21:15:00,17.7,71.7,0,0.96,2.68,58.8,81.7,0,1,13.2,13.2,13.2,3.1
12/09/2014,21:20:00,17.6,72.1,0,0.76,1.79,78.1,74.3,0,1,13.2,13.2,13.2,3.1
12/09/2014,21:25:00,17.6,72.6,0,0.77,2.08,25.2,85.9,0,1,13.2,13.2,13.2,3
12/09/2014,21:30:00,17.5,73.5,0,0.71,2.38,330.6,91.7,0,1,13.2,13.2,13.2,2.9
12/09/2014,21:35:00,17.5,74.1,0,0.83,2.53,349.3,44.2,0,1,13.2,13.2,13.2,2.8
12/09/2014,21:40:00,17.5,74.8,0.14,1.1,2.68,45.4,50,0,1,13.2,13.2,13.2,2.7
12/09/2014,21:45:00,17.4,75.5,0.14,0.93,2.38,53.6,71.6,0,1,13.2,13.2,13.2,2.7
12/09/2014,21:50:00,17.3,75.9,0,0.87,2.83,98.4,68.6,0,1,13.2,13.2,13.2,2.6
12/09/2014,21:55:00,17.3,75.7,0,0.76,2.68,29.4,90.2,0,1,13.2,13.2,13.2,2.6
12/09/2014,22:00:00,17.2,75.8,0,1.1,2.83,79.2,65.1,0,1,13.2,13.2,13.2,2.6
12/09/2014,22:05:00,17.2,75.6,0.14,1.12,3.28,75.6,63.6,0,1,13.1,13.1,13.2,2.6
12/09/2014,22:10:00,17.2,75.8,0,1.27,2.98,31,87.2,0,1,13.2,13.2,13.2,2.6
12/09/2014,22:15:00,17.1,75.6,0.14,1.22,3.28,26.1,57.1,0,1,13.1,13.2,13.2,2.6
12/09/2014,22:20:00,17.1,75.9,0,1.14,4.17,10.7,61.8,0,1,13.2,13.2,13.2,2.6
12/09/2014,22:25:00,17.1,76.2,0.14,1.49,3.73,357.2,70.4,0,1,13.2,13.2,13.2,2.6
12/09/2014,22:30:00,17,77.1,0.14,1.76,3.43,11,53.3,0,1,13.2,13.2,13.2,2.4
12/09/2014,22:35:00,16.9,77.8,0.14,1.32,3.58,13.7,57.7,0,1,13.1,13.2,13.2,2.4
12/09/2014,22:40:00,16.9,78.2,0.14,0.74,2.98,94.2,74.2,0,1,13.1,13.2,13.2,2.3
12/09/2014,22:45:00,16.8,78.4,0.14,1.4,3.58,343.4,55.9,0,1,13.1,13.2,13.2,2.3
12/09/2014,22:50:00,16.9,78.1,0,0.95,2.38,28.8,65.6,0,1,13.1,13.2,13.2,2.3
12/09/2014,22:55:00,16.8,78.3,0,1.03,3.58,101.8,49.2,0,1,13.1,13.2,13.2,2.3
12/09/2014,23:00:00,16.8,78.4,0,1.33,5.67,9.7,58,0,1,13.1,13.1,13.2,2.3
12/09/2014,23:05:00,16.8,78.2,0,1.43,4.62,356.2,60.7,0,1,13,13.1,13.1,2.3
12/09/2014,23:10:00,16.7,78.2,0,1.2,3.87,7.9,70.8,0,1,13.1,13.1,13.2,2.3
12/09/2014,23:15:00,16.7,78.2,0.14,1.28,4.03,24.2,95,0,1,13.1,13.1,13.2,2.3
12/09/2014,23:20:00,16.6,78.2,0.14,1.17,4.48,49.2,49.7,0,1,13.1,13.1,13.2,2.3
12/09/2014,23:25:00,16.6,78.4,0.44,1.1,3.87,30.6,61.6,0,1,13.1,13.1,13.1,2.3
12/09/2014,23:30:00,16.5,78.7,0.44,1.48,2.83,351.8,51.6,0,1,13.1,13.1,13.1,2.2
12/09/2014,23:35:00,16.3,79.5,0,1.36,3.87,3.4,30.3,0,1,13.1,13.2,13.2,2.1
12/09/2014,23:40:00,16.3,79.9,0,1.65,4.17,355.5,41.3,0,1,13.2,13.2,13.2,2.1
12/09/2014,23:45:00,16.2,80.6,0,1.44,3.43,343.3,35.8,0,1,13.2,13.2,13.2,2
12/09/2014,23:50:00,16.1,80.9,0.14,1.65,3.73,352.7,33.2,0,1,13.1,13.1,13.1,2
12/09/2014,23:55:00,16,81.1,0.14,1.6,3.58,350.2,45.6,0,1,13.1,13.1,13.1,1.9
13/09/2014,00:00:00,16,81.4,0.29,1.43,3.58,0.3,43.4,0,1,13.1,13.1,13.1,1.9
13/09/2014,00:05:00,15.9,81.6,0.14,1.25,2.98,8.3,46.1,0,1,13,13.1,13.1,1.9
13/09/2014,00:10:00,15.9,81.6,0.14,1.09,3.43,334.8,28.3,0,1,13.1,13.1,13.1,1.9
13/09/2014,00:15:00,15.8,81.8,0.14,1.41,3.73,0.6,62.7,0,1,13.1,13.1,13.1,1.9
13/09/2014,00:20:00,15.8,82.1,0,1.17,3.58,337.6,66.9,0,1,13.1,13.1,13.1,1.8
13/09/2014,00:25:00,15.8,82.1,0,0.89,2.68,348.7,32.8,0,1,13.1,13.1,13.1,1.8
13/09/2014,00:30:00,15.8,82.1,0,0.86,2.08,6.1,45.9,0,1,13.1,13.1,13.1,1.8
13/09/2014,00:35:00,15.8,82.2,0,1.02,2.68,344.3,36.7,0,1,13.1,13.1,13.1,1.8
13/09/2014,00:40:00,15.7,82.3,0.29,1.34,3.13,355.6,36.1,0,1,13.1,13.1,13.1,1.8
13/09/2014,00:45:00,15.7,82.4,0.14,1.07,2.98,0.7,64.5,0,1,13.1,13.1,13.1,1.8
13/09/2014,00:50:00,15.6,82.7,0,1.25,2.68,337.7,37.3,0,1,13.1,13.1,13.1,1.8
13/09/2014,00:55:00,15.6,83,0.14,1.38,2.98,2.6,35.4,0,1,13.1,13.1,13.1,1.7
13/09/2014,01:00:00,15.6,83.1,0.14,1.31,4.17,329.2,59.3,0,1,13.1,13.1,13.1,1.7
13/09/2014,01:05:00,15.6,83,0,1.06,3.13,322.1,42,0,1,13,13.1,13.1,1.7
13/09/2014,01:10:00,15.5,83.1,0,1.22,4.62,330.3,48.6,0,1,13.1,13.1,13.1,1.7
13/09/2014,01:15:00,15.4,83.3,0.14,1.4,3.73,357.6,59.9,0,1,13.1,13.1,13.1,1.7
13/09/2014,01:20:00,15.4,83.5,0,1.46,3.73,352.3,23.9,0,1,13.1,13.1,13.1,1.7
13/09/2014,01:25:00,15.4,83.7,0,1.14,3.73,12.7,52.9,0,1,13.1,13.1,13.1,1.6
13/09/2014,01:30:00,15.4,83.6,0.14,1.16,2.38,348,37,0,1,13.1,13.1,13.1,1.7
13/09/2014,01:35:00,15.4,83.6,0,0.64,2.08,345.1,45.6,0,1,13.1,13.1,13.1,1.7
13/09/2014,01:40:00,15.4,83.5,0,0.85,2.24,327.7,23.8,0,1,13.1,13.1,13.1,1.7
13/09/2014,01:45:00,15.4,83.6,0,0.77,2.24,332.6,23.2,0,1,13.1,13.1,13.1,1.7
13/09/2014,01:50:00,15.4,83.4,0,1.06,4.17,6.6,60.6,0,1,13.1,13.1,13.1,1.7
13/09/2014,01:55:00,15.5,83.2,0,0.57,2.38,355,60.4,0,1,13.1,13.1,13.1,1.7
13/09/2014,02:00:00,15.5,83.2,0.14,0.94,2.68,27.2,53.8,0,1,13.1,13.1,13.1,1.7
13/09/2014,02:05:00,15.5,83.1,0,0.76,2.68,15.3,21.9,0,1,13,13.1,13.1,1.7
13/09/2014,02:10:00,15.5,83.2,0,0.76,2.53,345.8,37.3,0,1,13.1,13.1,13.1,1.7
13/09/2014,02:15:00,15.5,83.3,0,0.97,2.38,343.8,31.4,0,1,13.1,13.1,13.1,1.7
13/09/2014,02:20:00,15.4,83.4,0,0.96,1.93,330.9,13,0,1,13.1,13.1,13.1,1.7
13/09/2014,02:25:00,15.2,84,0,0.73,1.49,342.6,32,0,1,13.1,13.1,13.1,1.6
13/09/2014,02:30:00,15.2,84.5,0,0.87,1.93,332.9,7.7,0,1,13.1,13.1,13.1,1.6
13/09/2014,02:35:00,15.1,84.8,0.14,1,2.24,338.4,19.9,0,1,13.1,13.1,13.1,1.5
13/09/2014,02:40:00,15.1,84.9,0,0.43,1.19,338.8,17.4,0,1,13.1,13.1,13.1,1.5
13/09/2014,02:45:00,15,84.9,0,0.29,0.74,324.3,0,0,1,13.1,13.1,13.1,1.5
13/09/2014,02:50:00,14.9,85.3,0,0.23,1.04,324.3,0,0,1,13.1,13.1,13.1,1.5
13/09/2014,02:55:00,14.9,85.6,0,0.15,0.74,324.3,0,0,1,13.1,13.1,13.1,1.4
13/09/2014,03:00:00,14.9,85.8,0,0.45,1.19,294.7,9.6,0,1,13.1,13.1,13.1,1.4
13/09/2014,03:05:00,14.8,85.9,0,0.13,0.59,291.5,0,0,1,13,13.1,13.1,1.4
13/09/2014,03:10:00,14.8,86.1,0,0.62,1.79,292.3,0,0,1,13.1,13.1,13.1,1.4
13/09/2014,03:15:00,14.7,86.3,0,0.43,1.63,292.9,0,0,1,13.1,13.1,13.1,1.3
13/09/2014,03:20:00,14.7,86.4,0,0.59,1.49,292.9,0,0,1,13.1,13.1,13.1,1.3
13/09/2014,03:25:00,14.7,86.5,0,0.46,1.34,293.3,0,0,1,13.1,13.1,13.1,1.3
13/09/2014,03:30:00,14.7,86.6,0,0.66,1.63,289.6,4.2,0,1,13.1,13.1,13.1,1.3
13/09/2014,03:35:00,14.7,86.7,0,0.38,1.49,286.5,12.1,0,1,13.1,13.1,13.1,1.3
13/09/2014,03:40:00,14.7,86.8,0,0.63,2.08,313.4,3,0,1,13.1,13.1,13.1,1.3
13/09/2014,03:45:00,14.7,86.8,0,0.77,1.93,313.5,21.4,0,1,13.1,13.1,13.1,1.3
13/09/2014,03:50:00,14.7,86.9,0,0.59,1.49,320.4,0.6,0,1,13.1,13.1,13.1,1.3
13/09/2014,03:55:00,14.7,86.7,0,0.41,1.19,321.1,1.1,0,1,13.1,13.1,13.1,1.3
13/09/2014,04:00:00,14.8,86.5,0,0.51,2.24,318.5,9.5,0,1,13.1,13.1,13.1,1.3
13/09/2014,04:05:00,14.7,86.5,0.14,0.97,2.38,325.6,18.2,0,1,12.9,13,13.1,1.3
13/09/2014,04:10:00,14.6,86.8,0,1.21,2.83,333.8,21.2,0,1,13.1,13.1,13.1,1.3
13/09/2014,04:15:00,14.5,87.1,0.29,1.23,2.38,335.4,12.4,0,1,13.1,13.1,13.1,1.3
13/09/2014,04:20:00,14.5,87.3,0.14,1.53,3.13,333.7,14.9,0,1,13.1,13.1,13.1,1.2
13/09/2014,04:25:00,14.5,87.5,0,1,2.53,345.9,19.7,0,1,13,13,13.1,1.2
13/09/2014,04:30:00,14.4,87.5,0,0.91,2.08,338.7,18.4,0,1,13.1,13.1,13.1,1.2
13/09/2014,04:35:00,14.4,87.7,0,0.71,1.93,353.6,18.8,0,1,13.1,13.1,13.1,1.2
13/09/2014,04:40:00,14.4,87.7,0,0.69,2.24,332.7,22.9,0,1,13,13,13.1,1.2
13/09/2014,04:45:00,14.3,87.8,0,1,2.24,336.7,23.9,0,1,13.1,13.1,13.1,1.2
13/09/2014,04:50:00,14.3,88.1,0,0.46,1.79,348.3,8.5,0,1,13,13,13.1,1.2
13/09/2014,04:55:00,14.3,88.1,0,0.77,2.53,322.4,11.5,0,1,13.1,13.1,13.1,1.2
13/09/2014,05:00:00,14.3,88,0,0.24,1.19,317.5,2.2,0,1,13,13,13.1,1.2
13/09/2014,05:05:00,14.3,88.1,0,0.43,1.49,315.2,1.5,0,1,12.9,13,13.1,1.2
13/09/2014,05:10:00,14.3,88,0.14,0.73,2.08,324.7,20.1,0,1,13,13,13,1.2
13/09/2014,05:15:00,14.3,88,0,0.41,2.08,343.5,24.7,0,1,13,13,13,1.2
13/09/2014,05:20:00,14.3,87.9,0.14,0.89,1.79,341.4,24.5,0,1,13,13,13,1.2
13/09/2014,05:25:00,14.3,88.1,0,0.6,1.93,306.7,13.2,0,1,13,13,13,1.2
13/09/2014,05:30:00,14.2,88.1,0.14,1.01,2.08,325.7,15.5,0,1,13,13,13,1.2
13/09/2014,05:35:00,14.1,88.3,0,1.47,2.83,339.8,20,0,1,13,13,13,1.1
13/09/2014,05:40:00,13.9,88.6,0.14,1.68,3.73,339.3,23.9,0,1,13,13,13,1.1
13/09/2014,05:45:00,13.8,88.9,0.14,1.61,3.87,345.4,16.7,0,1,13,13,13,1.1
13/09/2014,05:50:00,13.8,89.1,0.14,1.71,3.73,352.4,19.1,0,1,13,13,13,1
13/09/2014,05:55:00,13.8,89.1,0.29,1.42,2.83,337.3,22.3,0,1,13,13,13,1
13/09/2014,06:00:00,13.7,89.2,0,0.7,2.53,350.1,24,0,1,13,13,13,1
13/09/2014,06:05:00,13.7,89.3,0,0.86,1.93,312.7,36.4,0,1,12.9,13,13,1
13/09/2014,06:10:00,13.6,89.4,0,0.73,2.08,321,21.1,0,1,13,13,13,1
13/09/2014,06:15:00,13.6,89.6,0,1.17,2.83,349.6,30.2,0,1,13,13,13,1
13/09/2014,06:20:00,13.4,89.8,0.29,1.5,2.83,330.3,23.1,0,1,13,13,13,1
13/09/2014,06:25:00,13.3,90.1,0.29,1.46,3.87,335.4,21.4,0,1,13,13,13,0.9
13/09/2014,06:30:00,13.2,90.5,0.29,1.72,4.32,332.4,27.6,0,2,13,13,13,0.9
13/09/2014,06:35:00,13,91,0.29,1.29,2.98,338.8,14.2,0,2,13,13,13,0.8
13/09/2014,06:40:00,13,91.4,0,0.88,2.24,322.4,17.6,0,4,13,13,13,0.8
13/09/2014,06:45:00,13,91.7,0,0.77,2.08,324.6,6.8,0,7,13,13,13,0.8
13/09/2014,06:50:00,13,91.9,0.29,1.28,2.98,333.4,15.7,0,10,12.9,13,13,0.8
13/09/2014,06:55:00,13,92.2,0,1.24,2.83,316.7,34.2,0,13,13,13,13,0.7
13/09/2014,07:00:00,13,92.2,0,0.59,1.34,305.5,7.1,0,16,13,13,13,0.7
13/09/2014,07:05:00,13.1,92.3,0,0.58,1.79,299.7,5.2,0,19,12.8,12.9,13,0.7
13/09/2014,07:10:00,13.1,92.4,0,0.57,1.49,310.3,21.6,0,23,13,13,13,0.7
13/09/2014,07:15:00,13.1,92.3,0,0.62,1.49,327.1,1.5,0,24,13,13,13,0.7
13/09/2014,07:20:00,13.1,92.3,0,0.7,1.93,334.1,20.2,0,30,13,13,13,0.7
13/09/2014,07:25:00,13.1,92.3,0,1.04,2.38,344.8,13.8,0,38,13,13,13,0.7
13/09/2014,07:30:00,13.1,92.3,0,0.69,2.08,333.9,34.6,0,44,13,13,13.1,0.7
13/09/2014,07:35:00,13.1,92.3,0.14,1.05,2.24,324.1,37.5,0,50,13,13.1,13.1,0.7
13/09/2014,07:40:00,13.2,92.4,0,0.78,2.38,293.1,34.9,0,49,13.1,13.1,13.1,0.7
13/09/2014,07:45:00,13.3,92.2,0,0.84,2.98,303.5,23.1,0,67,13.1,13.1,13.2,0.7
13/09/2014,07:50:00,13.3,92.2,0,1.2,3.28,309,20.8,0,67,13.2,13.2,13.2,0.7
13/09/2014,07:55:00,13.3,92.2,0,0.97,2.38,329.7,21.5,0,69,13.2,13.2,13.3,0.7
13/09/2014,08:00:00,13.3,92.2,0.14,1.17,2.38,343,26.2,0,78,13.2,13.3,13.3,0.7
13/09/2014,08:05:00,13.4,92.3,0,1.26,2.38,343.3,15.5,0,69,13.2,13.3,13.3,0.7
13/09/2014,08:10:00,13.4,92.2,0.14,0.79,1.79,347.5,36.6,0,95,13.3,13.4,13.4,0.7
13/09/2014,08:15:00,13.5,92,0.29,1.07,2.24,334.1,23.7,0,120,13.4,13.5,13.6,0.8
13/09/2014,08:20:00,13.7,91.8,0,0.52,1.63,306.2,37.4,0,111,13.6,13.6,13.6,0.8
13/09/2014,08:25:00,13.8,91.4,0,0.32,1.19,290.3,6.7,0,85,13.6,13.6,13.6,0.8
13/09/2014,08:30:00,13.9,90.8,0.29,0.85,2.08,323.8,16.9,0,117,13.6,13.7,13.7,0.9
13/09/2014,08:35:00,13.9,90.3,0.14,1.04,2.53,330.9,22.9,0,149,13.7,13.8,13.8,0.9
13/09/2014,08:40:00,14.1,90,0,0.82,1.79,348.6,17.1,0,172,13.8,13.8,13.9,1
13/09/2014,08:45:00,14.2,89.5,0,0.64,2.38,352,37.5,0,154,13.8,13.8,13.8,1
13/09/2014,08:50:00,14.3,88.9,0.59,1.67,3.87,336.6,26.3,0,124,13.7,13.8,13.8,1.1
13/09/2014,08:55:00,14.4,88.8,0,0.94,2.53,336.9,18.2,0,118,13.7,13.7,13.7,1.1
13/09/2014,09:00:00,14.5,88.4,0,1.18,3.58,318.5,35.7,0,114,13.7,13.7,13.7,1.1
13/09/2014,09:05:00,14.5,88.4,0.29,1.63,3.28,330.4,25.9,0,129,13.5,13.7,13.8,1.1
13/09/2014,09:10:00,14.6,88.3,0,0.78,2.24,346.8,36.4,0,146,13.8,13.8,13.8,1.1
13/09/2014,09:15:00,14.6,88.1,0.29,1.93,4.17,337.7,16.3,0,154,13.8,13.8,13.8,1.2
13/09/2014,09:20:00,14.7,88.1,0.29,1.72,3.28,338.8,24.4,0,153,13.8,13.8,13.8,1.2
13/09/2014,09:25:00,14.8,87.8,0,1.56,2.98,336.6,27.1,0,151,13.8,13.8,13.8,1.2
13/09/2014,09:30:00,14.9,87.4,0.59,1.83,3.13,340.6,32.5,0,125,13.7,13.7,13.8,1.2
13/09/2014,09:35:00,14.9,87.2,0.29,1.66,3.73,339.9,15.3,0,138,13.7,13.8,13.9,1.3
13/09/2014,09:40:00,15,86.9,0,1.19,4.48,329.2,29.3,0,202,13.9,14,14,1.3
13/09/2014,09:45:00,15.1,86.4,0.29,1.54,3.73,349,31.2,0,203,14,14,14,1.4
13/09/2014,09:50:00,15.2,86,0.44,1.36,2.98,345.4,34.7,0,200,14,14,14,1.4
13/09/2014,09:55:00,15.3,85.7,0.14,1.61,3.87,329.4,27.1,0,218,14,14,14,1.4
13/09/2014,10:00:00,15.5,85,0,1.39,3.58,347.5,26.5,0,252,14,14,14,1.5
13/09/2014,10:05:00,15.7,84.4,0.14,1.35,3.13,328.9,28.1,0,335,13.9,13.9,14,1.6
13/09/2014,10:10:00,15.9,83.4,0,0.9,2.38,1.1,27.7,0,350,13.9,13.9,14,1.7
13/09/2014,10:15:00,16.1,82.4,0.29,1.61,3.13,334.2,24.1,0,381,13.9,13.9,13.9,1.8
13/09/2014,10:20:00,16.2,82.2,0.14,0.84,2.08,347.6,16.8,0,386,13.9,13.9,13.9,1.8
13/09/2014,10:25:00,16.6,80.6,0,0.98,3.58,339.9,26.8,0,444,13.9,13.9,13.9,2
13/09/2014,10:30:00,16.9,79.7,0,0.88,2.83,330.8,28.4,0,351,13.9,13.9,13.9,2.2
13/09/2014,10:35:00,17.2,78.4,0,0.72,1.63,292,62.7,0,382,13.9,13.9,13.9,2.3
13/09/2014,10:40:00,17.2,77.8,0,1.23,3.58,7.7,34.5,0,352,13.9,13.9,13.9,2.4
13/09/2014,10:45:00,17.1,78.4,0.14,1.09,2.98,347.7,26.3,0,277,13.9,13.9,13.9,2.3
13/09/2014,10:50:00,17.1,78.8,0,1.01,2.83,359.5,27.2,0,302,13.9,13.9,13.9,2.3
13/09/2014,10:55:00,17.3,78,0.14,0.96,2.53,358.7,49.1,0,360,13.9,13.9,13.9,2.4
13/09/2014,11:00:00,17.3,77.9,0.14,1.71,3.73,339,21,0,409,13.9,13.9,13.9,2.4
13/09/2014,11:05:00,17.1,78.5,0.59,2.44,4.48,336.4,25.2,0,292,13.8,13.9,13.9,2.3
13/09/2014,11:10:00,17.3,78.5,0,1.11,2.38,341,24.7,0,203,13.9,13.9,13.9,2.3
13/09/2014,11:15:00,17.5,77.6,0,0.81,2.08,319.4,23,0,170,13.9,13.9,13.9,2.4
13/09/2014,11:20:00,17.4,78,0.44,2.07,3.43,340.6,24.7,0,260,13.9,13.9,13.9,2.4
13/09/2014,11:25:00,17.5,78.5,0.14,1.48,3.73,332.6,32.7,0,358,13.9,13.9,13.9,2.3
13/09/2014,11:30:00,17.6,77.6,0,1.33,2.68,332.4,24.8,0,191,13.9,13.9,13.9,2.4
13/09/2014,11:35:00,17.6,77.6,0.14,1.17,2.98,344.2,36.7,0,174,13.9,13.9,13.9,2.4
13/09/2014,11:40:00,17.8,77.1,0,1,2.98,322.4,17.3,0,176,13.9,13.9,13.9,2.5
13/09/2014,11:45:00,18,75.2,0.29,1.31,2.38,324.3,36.9,0,356,13.9,13.9,13.9,2.7
13/09/2014,11:50:00,18.4,72.4,0.14,1.52,3.43,354.9,50.1,0,498,13.9,13.9,13.9,3.1
13/09/2014,11:55:00,18.7,70.2,0.44,1.51,3.58,338.6,36.9,0,462,13.9,13.9,13.9,3.4
13/09/2014,12:00:00,18.6,69.7,0.14,1.55,3.28,10.7,52.2,0,295,13.9,13.9,13.9,3.4
13/09/2014,12:05:00,18.9,69.4,0,0.75,2.83,40.9,26.8,0,456,13.9,13.9,13.9,3.5
13/09/2014,12:10:00,18.8,68.8,0.29,1.66,3.87,342,37.4,0,203,13.9,13.9,13.9,3.6
13/09/2014,12:15:00,18.7,69,0.14,1.52,4.48,335.9,38.4,0,229,13.8,13.9,13.9,3.5
13/09/2014,12:20:00,18.8,68.4,0.14,1.04,3.13,325.7,31.1,0,292,13.9,13.9,13.9,3.6
13/09/2014,12:25:00,18.9,68.3,0.29,1.5,3.87,348.4,36.1,0,360,13.9,13.9,13.9,3.6
13/09/2014,12:30:00,19,67.7,0.14,1.59,4.32,3.4,58.5,0,318,13.9,13.9,13.9,3.7
13/09/2014,12:35:00,18.8,68,0.44,2.55,4.48,343.9,35,0,177,13.9,13.9,13.9,3.7
13/09/2014,12:40:00,19,67.2,0.44,1.43,3.87,7.1,69.2,0,228,13.9,13.9,13.9,3.8
13/09/2014,12:45:00,19,66.6,0,1.58,3.58,341.2,62.4,0,221,13.9,13.9,13.9,3.9
13/09/2014,12:50:00,19.1,66.4,0,1.69,3.58,340.3,32.8,0,386,13.9,13.9,13.9,3.9
13/09/2014,12:55:00,19.3,65.4,0.29,1.46,4.17,25.1,50,0,291,13.9,13.9,13.9,4
13/09/2014,13:00:00,19.4,64.8,0.14,1.25,3.28,24.3,72,0,426,13.9,13.9,13.9,4.1
13/09/2014,13:05:00,19.8,64.2,0,0.82,2.38,40.6,67,0,390,13.8,13.9,13.9,4.3
13/09/2014,13:10:00,19.7,63.7,0,1.21,2.83,10.8,56,0,234,13.8,13.9,13.9,4.3
13/09/2014,13:15:00,19.6,64,0.29,1.67,3.73,13.5,70.6,0,288,13.8,13.9,13.9,4.3
13/09/2014,13:20:00,19.7,63.7,0.14,1.19,2.53,48.6,74.1,0,393,13.8,13.9,13.9,4.3
13/09/2014,13:25:00,19.9,62.8,0.29,1.29,4.17,67,79.4,0,474,13.8,13.8,13.9,4.4
13/09/2014,13:30:00,20,62.7,0.14,1.25,3.28,87.5,66.5,0,524,13.8,13.8,13.8,4.5
13/09/2014,13:35:00,20.1,62.4,0.29,1.71,4.32,329.8,39.9,0,446,13.8,13.8,13.8,4.5
13/09/2014,13:40:00,19.8,63.2,0.44,2.03,4.48,348.9,52.5,0,250,13.8,13.8,13.8,4.4
13/09/2014,13:45:00,19.8,63.5,0.44,1.61,3.43,18.1,71.4,0,338,13.8,13.8,13.8,4.3
13/09/2014,13:50:00,19.9,63.1,0,0.88,3.87,61,63.5,0,363,13.8,13.8,13.8,4.4
13/09/2014,13:55:00,20.3,62.2,0,0.9,3.87,37.5,65.3,0,515,13.8,13.8,13.8,4.6
13/09/2014,14:00:00,20.4,61.4,0.44,1.69,3.43,355.2,72.3,0,709,13.8,13.8,13.8,4.7
13/09/2014,14:05:00,20.5,60.3,0.29,1.72,4.32,351.9,74,0,705,13.8,13.8,13.8,4.8
13/09/2014,14:10:00,20.3,60.1,0.14,1.88,4.03,331.8,46.4,0,514,13.8,13.8,13.8,4.8
13/09/2014,14:15:00,20.7,59.1,0.14,1.22,3.28,321,72.6,0,478,13.8,13.8,13.8,5
13/09/2014,14:20:00,20.5,59.7,0.29,1.43,3.58,7.2,67.2,0,380,13.8,13.8,13.8,4.9
13/09/2014,14:25:00,20.2,61,0.44,2.14,4.32,339.9,28.4,0,158,13.8,13.8,13.8,4.7
13/09/2014,14:30:00,20,61.9,0.14,1.29,2.83,341.6,22.4,0,134,13.8,13.8,13.8,4.6
13/09/2014,14:35:00,20.2,61.3,0,0.72,2.68,25.6,84.5,0,245,13.8,13.8,13.8,4.7
13/09/2014,14:40:00,20.2,60.6,0.14,1.5,3.43,346.4,34.7,0,180,13.8,13.8,13.8,4.8
13/09/2014,14:45:00,19.9,60.5,0.44,1.98,4.77,340.1,35.5,0,133,13.8,13.8,13.8,4.7
13/09/2014,14:50:00,20,60.2,0,1.06,3.43,333.4,46.3,0,207,13.8,13.8,13.9,4.8
13/09/2014,14:55:00,20.2,59.2,0,1.32,3.28,350.1,54.9,0,209,13.8,13.9,13.9,5
13/09/2014,15:00:00,20.1,58.8,0.14,1.21,3.13,351.2,41.5,0,234,13.8,13.9,13.9,5
13/09/2014,15:05:00,20.2,57.6,0,1.12,4.32,74.4,73.7,0,265,13.8,13.9,13.9,5.2
13/09/2014,15:10:00,20.3,57,0,0.99,2.98,323.9,48.9,0,227,13.8,13.9,13.9,5.3
13/09/2014,15:15:00,20.3,57.4,0.29,1.37,3.13,355.2,42.5,0,208,13.8,13.9,13.9,5.2
13/09/2014,15:20:00,20.2,57.5,0.29,1.38,2.83,353.5,53.4,0,217,13.8,13.9,13.9,5.2
13/09/2014,15:25:00,20.4,57,0.29,1.13,2.83,31.5,66.5,0,397,13.8,13.8,13.9,5.3
13/09/2014,15:30:00,20.7,55.8,0.14,1.23,3.28,71.5,47.8,0,353,13.8,13.8,13.8,5.5
13/09/2014,15:35:00,20.7,54.9,0.29,1.19,3.43,96.9,68.2,0,246,13.8,13.8,13.8,5.6
13/09/2014,15:40:00,20.6,55.9,0,1.22,3.58,40.3,71.1,0,268,13.8,13.8,13.8,5.5
13/09/2014,15:45:00,20.4,56.4,0.29,1.7,4.03,101,53.1,0,203,13.8,13.8,13.8,5.4
13/09/2014,15:50:00,20.3,56.2,0.29,1.08,2.83,342.1,35.5,0,174,13.8,13.8,13.8,5.4
13/09/2014,15:55:00,20.4,56.5,0.14,1.22,3.58,81.3,42.9,0,257,13.8,13.8,13.8,5.3
13/09/2014,16:00:00,20.4,56.2,0,1.57,3.87,64.4,63.4,0,264,13.8,13.8,13.8,5.4
13/09/2014,16:05:00,20.5,54.9,0.14,1.51,4.17,109,72.6,0,192,13.8,13.8,13.8,5.6
13/09/2014,16:10:00,20.4,54.2,0.14,1.23,4.03,102.2,34.3,0,153,13.8,13.8,13.9,5.7
13/09/2014,16:15:00,20.4,55.6,0.14,0.99,3.28,100.3,89.2,0,177,13.8,13.8,13.9,5.5
13/09/2014,16:20:00,20.3,56.4,0.44,2.45,4.32,114.1,38,0,343,13.8,13.8,13.9,5.3
13/09/2014,16:25:00,20.3,56.2,0.29,1.95,4.62,118.2,35.3,0,399,13.8,13.8,13.8,5.4
13/09/2014,16:30:00,20.4,55.3,0.29,1.7,3.73,96.7,39.4,0,302,13.8,13.8,13.8,5.5
13/09/2014,16:35:00,20.4,55.2,0,1.65,3.87,129.1,27.6,0,132,13.8,13.8,13.8,5.5
