Date,Time,Ave AirTemp (degC),Ave Humidity (%),Min WndSpd (m/s),Ave WndSpd (m/s),Max WndSpd (m/s),Ave WndDir (deg),Ave Sigma (deg),Total Rain (mm),Ave GSR (w/m²),Min Battery (V),Ave Battery (V),Max Battery (V),Ave DeltaT (degC)
01/09/2014,00:00:00,16.8,67.8,0,0.19,0.74,264.4,0,0,1,13.1,13.1,13.1,3.5
01/09/2014,00:05:00,16.7,68.3,0,0.1,0.59,264.4,0,0,1,13,13.1,13.1,3.4
01/09/2014,00:10:00,16.6,68.8,0,0.05,0.29,264.4,0,0,1,13.1,13.1,13.1,3.3
01/09/2014,00:15:00,16.6,69.5,0,0.06,0.29,264.4,0,0,1,13.1,13.1,13.1,3.3
01/09/2014,00:20:00,16.6,70.1,0,0.11,0.59,264.4,0,0,1,13.1,13.1,13.1,3.2
01/09/2014,00:25:00,16.5,70.6,0,0.09,0.89,264.4,0,0,1,13.1,13.1,13.1,3.1
01/09/2014,00:30:00,16.4,71,0,0.02,0.14,264.4,0,0,1,13.1,13.1,13.1,3.1
01/09/2014,00:35:00,16.4,71.7,0,0.08,0.44,264.4,0,0,1,13.1,13.1,13.1,3
01/09/2014,00:40:00,16.4,72.2,0,0.29,1.49,252.3,16.5,0,1,13.1,13.1,13.1,2.9
01/09/2014,00:45:00,16.4,72.3,0,0.16,1.19,222.5,13.4,0,1,13.1,13.1,13.1,2.9
01/09/2014,00:50:00,16.3,72.6,0,0.15,0.74,201.7,0,0,1,13.1,13.1,13.1,2.9
01/09/2014,00:55:00,16.2,72.7,0,0.25,1.34,205,0,0,1,13.1,13.1,13.1,2.9
01/09/2014,01:00:00,16.2,73,0,0.33,1.19,253.6,43.9,0,1,13.1,13.1,13.1,2.8
01/09/2014,01:05:00,16.1,73.5,0,0.06,0.44,284,0,0,1,13,13.1,13.1,2.8
01/09/2014,01:10:00,16,74.3,0,0.32,1.34,265.1,14.5,0,1,13.1,13.1,13.1,2.7
01/09/2014,01:15:00,15.9,74.9,0,0.42,1.63,238.1,32.5,0,1,13.1,13.1,13.1,2.6
01/09/2014,01:20:00,15.8,75,0,0.27,1.63,258.5,0,0,1,13.1,13.1,13.1,2.6
01/09/2014,01:25:00,15.7,75.5,0,0.07,0.44,258.6,0,0,1,13.1,13.1,13.1,2.5
01/09/2014,01:30:00,15.7,75.9,0,0.45,1.63,230.3,34.7,0,1,13.1,13.1,13.1,2.5
01/09/2014,01:35:00,15.7,76.1,0,0.25,0.89,177.9,0,0,1,13.1,13.1,13.1,2.5
01/09/2014,01:40:00,15.6,76.8,0,0.19,1.04,179.4,0,0,1,13.1,13.1,13.1,2.4
01/09/2014,01:45:00,15.5,77.3,0,0.07,0.44,179.4,0,0,1,13.1,13.1,13.1,2.3
01/09/2014,01:50:00,15.3,78.1,0,0.24,1.19,185.2,27.5,0,1,13.1,13.1,13.1,2.2
01/09/2014,01:55:00,15.2,79,0,0.41,2.08,226.3,52.5,0,1,13.1,13.1,13.1,2.1
01/09/2014,02:00:00,15.2,79.2,0,0.35,1.79,208.6,26.5,0,1,13.1,13.1,13.1,2.1
01/09/2014,02:05:00,15.1,79.5,0,0.25,1.93,222,16.7,0,1,13,13.1,13.1,2.1
01/09/2014,02:10:00,15.1,79.6,0,0.23,1.34,190.9,16.2,0,1,13.1,13.1,13.1,2.1
01/09/2014,02:15:00,15.1,79.7,0,0.09,0.74,173.4,0,0,1,13.1,13.1,13.1,2
01/09/2014,02:20:00,15.1,79.8,0,0.06,0.44,173.4,0,0,1,13.1,13.1,13.1,2
01/09/2014,02:25:00,15,80.1,0,0.1,0.74,173.4,0,0,1,13.1,13.1,13.1,2
01/09/2014,02:30:00,14.9,80.7,0,0.03,0.29,173.4,0,0,1,13.1,13.1,13.1,1.9
01/09/2014,02:35:00,14.8,81.1,0,0.03,0.44,173.4,0,0,1,13.1,13.1,13.1,1.9
01/09/2014,02:40:00,14.8,81.5,0,0.16,1.49,176.4,17,0,1,13.1,13.1,13.1,1.8
01/09/2014,02:45:00,14.6,82,0,0.25,1.34,159.7,23,0,1,13.1,13.1,13.1,1.8
01/09/2014,02:50:00,14.6,82.4,0,0.11,0.59,155.3,0,0,1,13.1,13.1,13.1,1.7
01/09/2014,02:55:00,14.6,82.2,0,0.11,0.89,155.3,0,0,1,13.1,13.1,13.1,1.8
01/09/2014,03:00:00,14.6,82.4,0,0.13,0.59,155.3,0,0,1,13.1,13.1,13.1,1.7
01/09/2014,03:05:00,14.6,82.6,0,0.05,0.29,155.3,0,0,1,12.9,13.1,13.1,1.7
01/09/2014,03:10:00,14.5,82.7,0,0.04,0.29,155.3,0,0,1,13.1,13.1,13.1,1.7
01/09/2014,03:15:00,14.5,82.7,0,0.1,0.74,155.3,0,0,1,13.1,13.1,13.1,1.7
01/09/2014,03:20:00,14.5,82.7,0,0.15,0.74,155.3,0,0,1,13.1,13.1,13.1,1.7
01/09/2014,03:25:00,14.5,82.8,0,0.26,1.04,155.3,0,0,1,13.1,13.1,13.1,1.7
01/09/2014,03:30:00,14.5,82.8,0,0.28,1.34,156.7,0,0,1,13.1,13.1,13.1,1.7
01/09/2014,03:35:00,14.6,82.7,0,0.18,1.49,158.8,2.8,0,1,13.1,13.1,13.1,1.7
01/09/2014,03:40:00,14.6,82.7,0,0.23,0.89,182.6,0,0,1,13.1,13.1,13.1,1.7
01/09/2014,03:45:00,14.6,82.6,0,0.25,1.34,182.9,0,0,1,13.1,13.1,13.1,1.7
01/09/2014,03:50:00,14.6,82.5,0,0.08,0.44,182.8,0,0,1,13.1,13.1,13.1,1.7
01/09/2014,03:55:00,14.5,82.7,0,0.05,0.59,183.3,0,0,1,13.1,13.1,13.1,1.7
01/09/2014,04:00:00,14.5,82.7,0,0.08,0.44,183.7,0,0,1,13,13,13.1,1.7
01/09/2014,04:05:00,14.5,82.8,0,0.23,1.34,255.3,31.8,0,1,12.9,13,13.1,1.7
01/09/2014,04:10:00,14.4,83,0,0.17,1.04,225.3,24.2,0,1,13.1,13.1,13.1,1.7
01/09/2014,04:15:00,14.4,83.1,0,0.2,0.89,242.1,0,0,1,13.1,13.1,13.1,1.7
01/09/2014,04:20:00,14.3,83.4,0,0.09,0.59,242.1,0,0,1,13.1,13.1,13.1,1.6
01/09/2014,04:25:00,14.3,83.6,0,0.06,0.59,242.1,0,0,1,13,13,13.1,1.6
01/09/2014,04:30:00,14.2,83.8,0,0.13,0.74,242.2,0,0,1,13.1,13.1,13.1,1.6
01/09/2014,04:35:00,14.2,84,0,0.06,0.29,242.1,0,0,1,13,13,13.1,1.6
01/09/2014,04:40:00,14.1,84.2,0,0.07,0.44,242.2,0,0,1,13,13,13.1,1.5
01/09/2014,04:45:00,14.1,84.3,0,0.21,0.89,242.4,0,0,1,13,13,13.1,1.5
01/09/2014,04:50:00,14,84.5,0,0.32,0.89,238.3,14,0,1,13,13,13.1,1.5
01/09/2014,04:55:00,13.9,84.8,0,0.19,0.74,190.8,0,0,1,13,13,13,1.5
01/09/2014,05:00:00,13.9,85,0,0.27,1.34,211.9,18.9,0,1,13,13,13,1.4
01/09/2014,05:05:00,13.8,85.1,0,0.3,1.49,272.6,53,0,1,12.9,13,13,1.4
01/09/2014,05:10:00,13.8,85.4,0,0.22,0.89,215.4,11.8,0,1,13,13,13,1.4
01/09/2014,05:15:00,13.8,85.3,0,0.23,1.49,215.2,11.2,0,1,13,13,13,1.4
01/09/2014,05:20:00,13.8,85.4,0,0.32,1.34,219,20.8,0,1,13,13,13,1.4
01/09/2014,05:25:00,13.8,85.4,0,0.22,0.89,198,0,0,1,13,13,13,1.4
01/09/2014,05:30:00,13.7,85.6,0,0.08,0.44,198,0,0,1,13,13,13,1.4
01/09/2014,05:35:00,13.6,85.8,0,0.22,1.19,198,0,0,1,13,13,13,1.4
01/09/2014,05:40:00,13.6,86.2,0,0.34,1.34,177.6,7.7,0,1,13,13,13,1.3
01/09/2014,05:45:00,13.5,86.3,0,0.34,1.49,173.7,0,0,1,13,13,13,1.3
01/09/2014,05:50:00,13.4,86.5,0,0.25,1.34,173.4,0,0,1,13,13,13,1.3
01/09/2014,05:55:00,13.5,86.5,0,0.15,0.89,173.4,0,0,1,13,13,13,1.3
01/09/2014,06:00:00,13.5,86.5,0,0.22,0.89,174.6,0,0,1,13,13,13,1.3
01/09/2014,06:05:00,13.5,86.5,0,0.11,0.74,175.5,0,0,1,12.8,13,13,1.3
01/09/2014,06:10:00,13.4,86.5,0,0.09,0.59,175.5,0,0,1,13,13,13,1.3
01/09/2014,06:15:00,13.5,86.5,0,0.27,1.19,184.5,17.9,0,2,13,13,13,1.3
01/09/2014,06:20:00,13.5,86.3,0,0.11,0.59,186.3,0,0,4,13,13,13,1.3
01/09/2014,06:25:00,13.4,86.5,0,0.16,0.59,186.3,0,0,6,13,13,13,1.3
01/09/2014,06:30:00,13.5,86.5,0,0.2,1.34,186.3,0,0,7,13,13,13,1.3
01/09/2014,06:35:00,13.4,86.4,0,0.4,1.49,173.9,6.3,0,11,13,13,13,1.3
01/09/2014,06:40:00,13.4,86.5,0,0.35,1.79,176.4,3.6,0,15,13,13,13,1.3
01/09/2014,06:45:00,13.3,86.9,0,0.28,1.19,177.2,2.2,0,17,13,13,13,1.2
01/09/2014,06:50:00,13.4,86.9,0,0.31,1.93,157.8,10.8,0,20,13,13,13,1.2
01/09/2014,06:55:00,13.3,86.9,0,0.36,1.63,171.5,25.9,0,25,13,13,13,1.2
01/09/2014,07:00:00,13.4,86.7,0,0.38,1.49,185.1,3.6,0,59,13,13,13.1,1.3
01/09/2014,07:05:00,13.7,86,0,0.18,1.19,182.5,0,0,74,12.9,13,13.1,1.3
01/09/2014,07:10:00,14,84.8,0,0.36,1.34,177.3,10.4,0,75,13,13.1,13.1,1.5
01/09/2014,07:15:00,14,84.2,0,0.27,1.04,153.2,1.5,0,77,13.1,13.1,13.1,1.5
01/09/2014,07:20:00,14.3,83.7,0,0.21,0.74,153.4,1.5,0,89,13.1,13.1,13.1,1.6
01/09/2014,07:25:00,14.2,82.8,0,0.37,1.34,153.5,0,0,29,13.1,13.1,13.1,1.7
01/09/2014,07:30:00,14.1,83.4,0,0.13,0.59,153.2,1.5,0,42,13.1,13.1,13.1,1.6
01/09/2014,07:35:00,14.2,83.8,0,0.52,1.93,235.6,41.2,0,106,13.1,13.1,13.2,1.6
01/09/2014,07:40:00,14.4,83.4,0,0.42,1.63,192.6,40.7,0,171,13.2,13.3,13.3,1.6
01/09/2014,07:45:00,14.5,82.9,0,0.43,1.63,279.6,36.5,0,159,13.3,13.4,13.6,1.7
01/09/2014,07:50:00,14.7,82.5,0,0.52,1.34,191.4,50.4,0,191,13.6,13.6,13.7,1.7
01/09/2014,07:55:00,14.7,82.2,0,0.5,1.49,129.3,44.5,0,182,13.7,13.7,13.8,1.8
01/09/2014,08:00:00,14.9,82,0,0.27,1.04,175.1,26,0,199,13.8,13.8,13.8,1.8
01/09/2014,08:05:00,15.2,80.8,0,0.51,1.79,90.6,5,0,230,13.7,13.8,13.9,1.9
01/09/2014,08:10:00,15.6,79.8,0,0.43,1.79,89.1,3.5,0,300,13.9,14,14,2.1
01/09/2014,08:15:00,15.7,78.9,0,0.42,1.93,88.5,41.6,0,166,13.8,13.8,14,2.2
01/09/2014,08:20:00,15.7,79.5,0,0.34,1.34,191.1,5.6,0,162,13.8,13.8,13.8,2.1
01/09/2014,08:25:00,15.7,79.7,0,0.37,1.34,180.9,0,0,159,13.8,13.8,13.8,2.1
01/09/2014,08:30:00,15.8,80,0,0.36,1.63,180.8,0,0,160,13.8,13.8,13.9,2.1
01/09/2014,08:35:00,15.8,80,0,0.54,1.63,124.3,57.7,0,175,13.8,13.9,13.9,2.1
01/09/2014,08:40:00,16,79.9,0,0.3,1.34,40.1,70.2,0,180,13.9,13.9,13.9,2.1
01/09/2014,08:45:00,16,79.6,0,0.26,1.04,266.6,44.8,0,169,13.8,13.9,13.9,2.1
01/09/2014,08:50:00,16.1,79.6,0,0.55,2.24,214.6,42,0,156,13.8,13.8,13.9,2.1
01/09/2014,08:55:00,16.2,79.5,0,0.52,1.49,199.4,14.4,0,150,13.8,13.8,13.8,2.1
01/09/2014,09:00:00,16.1,79.9,0,0.53,1.34,245.6,10.9,0,179,13.8,13.9,13.9,2.1
01/09/2014,09:05:00,16,80.3,0,0.45,1.93,243.5,24.6,0,158,13.7,13.8,13.9,2
01/09/2014,09:10:00,16.1,80.4,0,0.4,1.34,214.4,27.3,0,149,13.8,13.8,13.8,2
01/09/2014,09:15:00,16.1,80.2,0,0.28,1.19,74.1,53.9,0,132,13.8,13.8,13.8,2.1
01/09/2014,09:20:00,16.2,80,0,0.37,1.34,248,70.7,0,132,13.8,13.8,13.8,2.1
01/09/2014,09:25:00,16.3,79.8,0,0.26,1.04,222.5,0,0,131,13.8,13.8,13.8,2.1
01/09/2014,09:30:00,16.4,79.5,0,0.4,1.63,187.4,19.9,0,118,13.7,13.8,13.8,2.1
01/09/2014,09:35:00,16.4,79.9,0,0.39,1.79,178.8,4.9,0,109,13.7,13.7,13.7,2.1
01/09/2014,09:40:00,16.5,80.1,0,0.28,1.93,215.3,21.1,0,123,13.7,13.8,13.8,2.1
01/09/2014,09:45:00,16.6,80.1,0,0.64,2.38,241,45.8,0,146,13.8,13.8,13.9,2.1
01/09/2014,09:50:00,16.6,80.5,0,0.48,2.08,185.2,11.4,0,159,13.8,13.9,13.9,2
01/09/2014,09:55:00,16.8,80.2,0,0.42,1.63,242.6,29.8,0,177,13.9,13.9,14,2.1
01/09/2014,10:00:00,16.8,79.8,0,0.6,1.93,209.3,88.4,0,201,13.9,13.9,14,2.1
01/09/2014,10:05:00,17,79.6,0,0.63,2.53,190,25.4,0,181,13.7,13.9,13.9,2.2
01/09/2014,10:10:00,16.9,80.3,0.14,1.01,2.53,192.5,47.7,0,167,13.9,13.9,13.9,2.1
01/09/2014,10:15:00,16.8,82.5,0,0.55,1.34,181.1,39.1,0,167,13.9,13.9,13.9,1.8
01/09/2014,10:20:00,16.7,84.8,0,0.55,1.79,236.1,40.5,0,163,13.9,13.9,13.9,1.6
01/09/2014,10:25:00,16.5,86.6,0,0.75,2.24,188.4,33.4,0,144,13.9,13.9,13.9,1.4
01/09/2014,10:30:00,16.4,88.1,0,0.36,1.93,186.5,16.5,0,121,13.8,13.9,13.9,1.2
01/09/2014,10:35:00,16.4,88.5,0,0.34,2.24,154.3,14.5,0,147,13.9,13.9,14,1.2
01/09/2014,10:40:00,16.4,88.3,0,0.6,1.49,202.6,42.7,0,200,13.9,13.9,14,1.2
01/09/2014,10:45:00,16.5,87.7,0,0.69,2.38,188,37.5,0,218,13.9,13.9,14,1.3
01/09/2014,10:50:00,16.6,87.3,0,0.87,2.83,169.7,31.9,0,201,13.9,13.9,14,1.3
01/09/2014,10:55:00,16.6,86.9,0,0.61,1.63,164.8,17.3,0,173,13.9,13.9,13.9,1.4
01/09/2014,11:00:00,16.9,86.1,0,0.39,1.34,214.9,0,0,142,13.9,13.9,13.9,1.5
01/09/2014,11:05:00,16.9,85,0,0.8,2.68,191,20.6,0,137,13.6,13.9,13.9,1.6
01/09/2014,11:10:00,17,85.5,0,0.55,1.49,188.7,42.9,0,154,13.9,13.9,13.9,1.5
01/09/2014,11:15:00,17,86.2,0,0.45,2.08,269.6,58.6,0,129,13.9,13.9,13.9,1.5
01/09/2014,11:20:00,16.9,87.3,0,0.61,1.93,187.4,24.5,0,168,13.9,13.9,14,1.3
01/09/2014,11:25:00,16.9,88.4,0,0.59,2.24,183.2,14.1,0.2,162,13.9,13.9,14,1.2
01/09/2014,11:30:00,17,89.2,0,0.52,1.79,171.6,34.5,0,149,13.9,13.9,14,1.1
01/09/2014,11:35:00,16.9,89.7,0,0.65,2.24,198.7,25.5,0,162,14,14,14,1.1
01/09/2014,11:40:00,16.9,90.2,0,0.46,2.08,175.2,12.1,0.2,160,13.9,13.9,14,1
01/09/2014,11:45:00,16.9,90.4,0,0.47,1.79,169.4,20.8,0,234,14,14,14,1
01/09/2014,11:50:00,17,90.6,0,0.39,2.08,156.3,42.7,0,217,13.9,13.9,14,1
01/09/2014,11:55:00,17.1,90.7,0,0.48,2.38,162.4,42.5,0,182,13.9,13.9,14,1
01/09/2014,12:00:00,17.1,90.7,0,0.41,1.79,219.6,26.4,0,188,13.9,13.9,14,1
01/09/2014,12:05:00,17.1,90.6,0,0.74,2.38,209.8,46.8,0,224,13.7,13.9,14,1
01/09/2014,12:10:00,17.2,90.6,0,0.79,2.98,186.2,29.4,0,247,13.9,13.9,14,1
01/09/2014,12:15:00,17.3,90.7,0,0.53,2.38,172,27.7,0,221,13.9,13.9,14,1
01/09/2014,12:20:00,17.3,90.6,0,0.49,1.63,195.7,25.3,0,193,14,14,14,1
01/09/2014,12:25:00,17.3,90.4,0,0.75,2.53,183.9,28,0.2,201,13.9,13.9,14,1
01/09/2014,12:30:00,17.3,90.5,0,0.64,2.83,239,64.6,0,145,13.9,13.9,14,1
01/09/2014,12:35:00,17.3,90.4,0,0.54,2.08,184.7,28.6,0,184,14,14,14,1
01/09/2014,12:40:00,17.4,90.4,0,0.47,1.93,195.5,61.6,0,143,13.9,13.9,14,1
01/09/2014,12:45:00,17.4,90.5,0,0.47,1.63,198.8,17.7,0,176,13.9,13.9,14,1
01/09/2014,12:50:00,17.4,90.7,0,0.46,1.93,179.2,51.1,0,164,13.9,13.9,14,1
01/09/2014,12:55:00,17.5,90.9,0,0.39,1.34,177.7,49.6,0,207,13.9,13.9,14,1
01/09/2014,13:00:00,17.5,90.9,0,0.75,2.98,215.5,45,0,189,13.9,13.9,14,1
01/09/2014,13:05:00,17.4,90.8,0,0.79,2.68,156.2,67.2,0,169,13.7,13.9,14,1
01/09/2014,13:10:00,17.4,90.9,0,0.69,2.53,199.9,35.7,0,208,13.9,13.9,14,1
01/09/2014,13:15:00,17.5,91,0,0.36,1.79,210.5,0,0,169,13.9,13.9,14,1
01/09/2014,13:20:00,17.5,90.7,0,0.84,3.13,198.1,40.7,0,186,13.9,13.9,14,1
01/09/2014,13:25:00,17.5,90.5,0,0.7,2.08,236.4,35.7,0,190,13.9,13.9,14,1
01/09/2014,13:30:00,17.5,90,0,0.55,1.93,205,65.9,0,148,13.9,13.9,14,1.1
01/09/2014,13:35:00,17.6,89.6,0,0.45,1.63,246,21.1,0,170,13.9,13.9,14,1.1
01/09/2014,13:40:00,17.8,89,0,0.36,1.19,230.2,0,0,141,13.9,13.9,13.9,1.2
01/09/2014,13:45:00,17.9,88.1,0,0.63,2.98,199.6,35.3,0,169,13.9,13.9,14,1.3
01/09/2014,13:50:00,17.9,87.5,0,0.67,2.38,219.7,36.7,0,280,13.9,13.9,14,1.3
01/09/2014,13:55:00,18.2,86.8,0,0.5,1.63,206.7,6.1,0,248,13.9,13.9,13.9,1.4
01/09/2014,14:00:00,18.2,85.8,0,0.82,3.13,244.7,58,0,155,13.9,13.9,13.9,1.5
01/09/2014,14:05:00,18.1,85.5,0,0.49,1.79,171.1,23.1,0,136,13.5,13.9,13.9,1.6
01/09/2014,14:10:00,18.2,85.4,0,0.77,2.24,207.2,57.6,0,111,13.9,13.9,13.9,1.6
01/09/2014,14:15:00,18.1,85.6,0,0.77,3.13,262.2,47.5,0,134,13.9,13.9,13.9,1.6
01/09/2014,14:20:00,18.1,85.3,0.14,0.83,3.28,183.9,53.8,0,138,13.9,13.9,13.9,1.6
01/09/2014,14:25:00,18.3,85.8,0,0.42,1.63,182.7,33.4,0.2,138,13.9,13.9,13.9,1.5
01/09/2014,14:30:00,18.3,86.6,0,0.58,2.98,196.3,40.8,0,164,13.9,13.9,13.9,1.5
01/09/2014,14:35:00,18.1,87.7,0,0.4,1.79,186.8,13.2,0,165,13.9,13.9,14,1.3
01/09/2014,14:40:00,18.1,88.4,0,0.67,2.24,190.9,55.1,0,224,13.9,13.9,13.9,1.3
01/09/2014,14:45:00,18.2,88.7,0,0.33,1.34,174.5,14.3,0,167,13.9,13.9,13.9,1.2
01/09/2014,14:50:00,18.2,88.8,0,0.39,1.34,190.7,27,0,135,13.8,13.9,13.9,1.2
01/09/2014,14:55:00,18.4,88.8,0,0.34,1.04,116.7,0,0,188,13.9,13.9,13.9,1.2
01/09/2014,15:00:00,18.4,88.8,0,0.58,1.79,151.1,20.4,0,184,13.9,13.9,13.9,1.2
01/09/2014,15:05:00,18.2,88.7,0,0.59,2.08,177.9,14.7,0,115,13.5,13.9,13.9,1.2
01/09/2014,15:10:00,18.3,88.8,0,0.4,1.49,175.6,11.1,0,118,13.9,13.9,13.9,1.2
01/09/2014,15:15:00,18.4,88.6,0,0.62,2.24,191.1,36.9,0,98,13.9,13.9,13.9,1.2
01/09/2014,15:20:00,18.3,88.3,0,0.41,1.34,201.2,17.4,0,115,13.9,13.9,13.9,1.3
01/09/2014,15:25:00,18.4,87.9,0,0.44,1.93,182.9,17.5,0,133,13.9,13.9,13.9,1.3
01/09/2014,15:30:00,18.4,87.2,0,0.82,2.68,198.9,48.1,0,110,13.9,13.9,13.9,1.4
01/09/2014,15:35:00,18.5,87.1,0,0.43,2.38,168.8,48.6,0,76,13.9,13.9,13.9,1.4
01/09/2014,15:40:00,18.5,86.9,0,0.73,3.13,153.5,67.7,0,87,13.9,13.9,13.9,1.4
01/09/2014,15:45:00,18.4,87.3,0,0.7,2.83,311.6,96,0,97,13.9,13.9,13.9,1.4
01/09/2014,15:50:00,18.4,87.7,0,0.56,1.63,206.4,66.9,0,110,13.9,13.9,13.9,1.3
01/09/2014,15:55:00,18.4,88.2,0,0.2,0.74,262.7,0,0,99,13.9,13.9,13.9,1.3
01/09/2014,16:00:00,18.4,88.5,0,0.38,1.63,227.4,39.6,0,108,13.9,13.9,13.9,1.3
01/09/2014,16:05:00,18.4,88.7,0,0.33,1.93,266.7,47.5,0,108,13.5,13.9,13.9,1.2
01/09/2014,16:10:00,18.4,88.7,0,0.55,1.79,214.3,49.5,0,161,13.9,13.9,14,1.2
01/09/2014,16:15:00,18.5,88.5,0,0.41,1.63,198.7,22.5,0,159,13.9,13.9,13.9,1.3
01/09/2014,16:20:00,18.6,88.1,0,0.41,1.63,0.7,11.9,0,93,13.9,13.9,13.9,1.3
01/09/2014,16:25:00,18.6,87.5,0,0.81,2.53,164.1,61.7,0,80,13.9,13.9,13.9,1.4
01/09/2014,16:30:00,18.6,87.1,0,0.3,1.49,171.9,15.4,0,81,13.9,13.9,13.9,1.4
01/09/2014,16:35:00,18.7,86.7,0,0.56,2.08,149.7,20,0,55,13.8,13.9,13.9,1.5
01/09/2014,16:40:00,18.7,86.4,0,0.6,2.53,182.9,35.4,0,50,13.5,13.7,13.9,1.5
01/09/2014,16:45:00,18.7,86,0,0.46,1.34,193,19.8,0,57,13.5,13.6,13.6,1.5
01/09/2014,16:50:00,18.7,85.8,0,0.38,1.79,225.6,36.1,0,80,13.6,13.8,13.9,1.6
01/09/2014,16:55:00,18.8,85.5,0,0.49,1.93,194.9,34.6,0,83,13.7,13.8,13.9,1.6
01/09/2014,17:00:00,18.8,85.4,0,0.34,1.93,181,6.1,0,77,13.9,13.9,13.9,1.6
01/09/2014,17:05:00,18.9,85.2,0,0.62,1.79,177.3,6.7,0,71,13.4,13.7,13.9,1.6
01/09/2014,17:10:00,18.9,85.1,0,0.53,1.93,164.8,9.1,0,117,13.9,13.9,13.9,1.7
01/09/2014,17:15:00,18.9,84.8,0,0.47,1.79,149.6,40.7,0,125,13.9,13.9,13.9,1.7
01/09/2014,17:20:00,19,84.7,0,0.77,3.13,181.9,27.4,0,114,13.9,13.9,13.9,1.7
01/09/2014,17:25:00,19,84.7,0,0.78,2.53,168.9,26.3,0,149,13.9,13.9,13.9,1.7
01/09/2014,17:30:00,19,84.4,0,0.43,1.79,192.2,29,0,122,13.9,13.9,13.9,1.7
01/09/2014,17:35:00,19.1,84.1,0,0.45,1.93,164.1,16.7,0,154,13.9,13.9,13.9,1.8
01/09/2014,17:40:00,19.2,83.6,0,0.52,1.49,165.3,16.2,0,155,13.9,13.9,13.9,1.8
01/09/2014,17:45:00,19.2,83.1,0,0.84,2.68,163,11.5,0,136,13.9,13.9,13.9,1.9
01/09/2014,17:50:00,19.3,83.3,0,0.31,1.34,171.2,0,0,131,13.9,13.9,13.9,1.9
01/09/2014,17:55:00,19.3,83.1,0,0.3,1.34,177.9,14.7,0,94,13.9,13.9,13.9,1.9
01/09/2014,18:00:00,19.2,83.2,0,0.59,2.38,230,57.2,0,79,13.9,13.9,13.9,1.9
01/09/2014,18:05:00,19.2,83.4,0,0.38,1.93,300.3,54.7,0,70,13.4,13.6,13.9,1.9
01/09/2014,18:10:00,19.2,83.2,0,0.53,2.53,193.2,30.1,0,69,13.8,13.9,13.9,1.9
01/09/2014,18:15:00,19.2,83.1,0,0.49,1.63,231.5,54.7,0,61,13.6,13.8,13.9,1.9
01/09/2014,18:20:00,19.3,83,0,0.42,1.49,187.6,6.8,0,58,13.6,13.6,13.6,1.9
01/09/2014,18:25:00,19.3,83,0,0.45,1.63,185.6,10.5,0,55,13.5,13.5,13.6,1.9
01/09/2014,18:30:00,19.3,83.1,0,0.34,1.19,231.7,1.8,0,37,13.4,13.5,13.5,1.9
01/09/2014,18:35:00,19.2,83.1,0,0.33,1.79,209.1,27.8,0,35,13.4,13.4,13.4,1.9
01/09/2014,18:40:00,19.2,83.3,0,0.34,1.93,184.3,13.8,0,39,13.4,13.4,13.4,1.9
01/09/2014,18:45:00,19.2,83.4,0,0.24,1.93,201.1,25.4,0,28,13.3,13.3,13.4,1.9
01/09/2014,18:50:00,19.2,83.4,0,0.51,2.08,228.2,28.4,0,25,13.3,13.3,13.3,1.9
01/09/2014,18:55:00,19.1,84,0,0.6,2.24,181.4,17.3,0,21,13.3,13.3,13.3,1.8
01/09/2014,19:00:00,19,84.9,0,0.35,1.49,179.2,8.8,0,10,13.2,13.3,13.3,1.7
01/09/2014,19:05:00,18.9,85.7,0,0.43,1.93,167.5,0,0,5,13.1,13.2,13.3,1.6
01/09/2014,19:10:00,18.9,86.4,0,0.39,2.38,133.3,40.1,0,7,13.2,13.2,13.2,1.5
01/09/2014,19:15:00,18.9,87,0,0.26,0.89,182.4,0,0,7,13.2,13.2,13.2,1.4
01/09/2014,19:20:00,18.6,87.3,0,0.86,2.08,259.4,44.5,0.2,3,13.2,13.2,13.2,1.4
01/09/2014,19:25:00,18.4,87.5,0,0.63,1.63,253.3,17.5,0,1,13.2,13.2,13.2,1.4
01/09/2014,19:30:00,18.4,87.7,0,0.62,1.49,256.5,29.5,0,1,13.2,13.2,13.2,1.3
01/09/2014,19:35:00,18.4,88.2,0,0.27,1.04,251.2,0,0,1,13.2,13.2,13.2,1.3
01/09/2014,19:40:00,18.3,88.8,0,0.53,1.63,258.1,11.5,0,2,13.2,13.2,13.2,1.2
01/09/2014,19:45:00,18.1,90.1,0,0.24,0.89,283.2,0,0,3,13.2,13.2,13.2,1.1
01/09/2014,19:50:00,18.1,91,0,0.42,1.19,283,0,0,2,13.2,13.2,13.2,1
01/09/2014,19:55:00,17.9,91.6,0,0.49,1.34,283,0,0,1,13.2,13.2,13.2,0.9
01/09/2014,20:00:00,17.8,91.9,0,0.3,1.19,282.7,0,0,1,13.2,13.2,13.2,0.9
01/09/2014,20:05:00,17.7,92.2,0,0.35,1.63,283.4,0,0,1,13.1,13.2,13.2,0.8
01/09/2014,20:10:00,17.7,92.2,0,0.57,1.63,274.5,4.3,0,1,13.2,13.2,13.2,0.8
01/09/2014,20:15:00,17.8,92.2,0,0.41,2.24,277.5,0,0,1,13.2,13.2,13.2,0.8
01/09/2014,20:20:00,17.7,92.3,0,0.94,2.38,284.9,22.8,0,1,13.2,13.2,13.2,0.8
