Time,BT4 lower(AVG) (degC),Internal Battery(RAW) (mV ),External Supply(RAW) (mV ),AT4 lower(AVG) (degC ),CT4 lower(AVG) (degC ),AT2 upper(AVG) (degC )
22/09/2014 10:30:00 PM,15.07,3395,13236,14.67,18.09,11.82
22/09/2014 10:15:00 PM,15.17,3394,13236,14.84,18.09,11.99
22/09/2014 10:00:00 PM,15.28,3395,13236,15,18.1,12.15
22/09/2014 9:45:00 PM,15.41,3395,13243,15.17,18.11,12.3
22/09/2014 9:30:00 PM,15.53,3397,13243,15.34,18.12,12.46
22/09/2014 9:15:00 PM,15.65,3395,13243,15.51,18.12,12.62
22/09/2014 9:00:00 PM,15.78,3395,13229,15.69,18.12,12.79
22/09/2014 8:45:00 PM,15.91,3397,13263,15.87,18.12,12.99
22/09/2014 8:30:00 PM,16.04,3397,13263,16.06,18.12,13.19
22/09/2014 8:15:00 PM,16.17,3397,13270,16.24,18.11,13.38
22/09/2014 8:00:00 PM,16.29,3397,13256,16.42,18.11,13.59
22/09/2014 7:45:00 PM,16.42,3397,13263,16.6,18.09,13.82
22/09/2014 7:30:00 PM,16.55,3395,13263,16.77,18.09,14.06
22/09/2014 7:15:00 PM,16.67,3398,13283,16.94,18.08,14.31
22/09/2014 7:00:00 PM,16.79,3397,13270,17.11,18.06,14.55
22/09/2014 6:45:00 PM,16.9,3393,13270,17.27,18.05,14.8
22/09/2014 6:30:00 PM,17.02,3397,13283,17.43,18.03,15.07
22/09/2014 6:15:00 PM,17.11,3398,13364,17.57,18.02,15.34
22/09/2014 6:00:00 PM,17.21,3398,13572,17.71,17.99,15.6
22/09/2014 5:45:00 PM,17.31,3398,13827,17.84,17.97,15.85
22/09/2014 5:30:00 PM,17.42,3398,13995,17.97,17.95,16.1
22/09/2014 5:15:00 PM,17.51,3399,14109,18.09,17.91,16.35
22/09/2014 5:00:00 PM,17.6,3397,14149,18.19,17.89,16.58
22/09/2014 4:45:00 PM,17.68,3399,14196,18.29,17.86,16.81
22/09/2014 4:30:00 PM,17.75,3399,14170,18.38,17.84,17.04
22/09/2014 4:15:00 PM,17.82,3399,14196,18.44,17.81,17.28
22/09/2014 4:00:00 PM,17.86,3394,14156,18.49,17.79,17.53
22/09/2014 3:45:00 PM,17.89,3399,14089,18.51,17.76,17.8
22/09/2014 3:30:00 PM,17.89,3399,14096,18.51,17.74,18.09
22/09/2014 3:15:00 PM,17.86,3399,14002,18.46,17.72,18.39
22/09/2014 3:00:00 PM,17.78,3399,13961,18.37,17.71,18.72
22/09/2014 2:45:00 PM,17.65,3402,13948,18.21,17.7,19.09
22/09/2014 2:30:00 PM,17.45,3402,13901,17.97,17.69,19.53
22/09/2014 2:15:00 PM,17.19,3400,13908,17.64,17.69,20.06
22/09/2014 2:00:00 PM,16.88,3400,13894,17.23,17.68,20.7
22/09/2014 1:45:00 PM,16.51,3400,13921,16.76,17.68,21.39
22/09/2014 1:30:00 PM,16.12,3402,13908,16.27,17.68,21.58
22/09/2014 1:15:00 PM,15.73,3400,13908,15.75,17.69,21.43
22/09/2014 1:00:00 PM,15.34,3400,13921,15.24,17.7,21.15
22/09/2014 12:45:00 PM,14.96,3400,13955,14.74,17.71,20.62
22/09/2014 12:30:00 PM,14.57,3399,13988,14.26,17.71,20
22/09/2014 12:15:00 PM,14.21,3400,13988,13.79,17.74,19.35
22/09/2014 12:00:00 PM,13.85,3399,14029,13.33,17.76,18.78
22/09/2014 11:45:00 AM,13.49,3399,14029,12.89,17.8,18.25
22/09/2014 11:30:00 AM,13.15,3398,14029,12.48,17.83,17.61
22/09/2014 11:15:00 AM,12.84,3398,14096,12.1,17.86,16.99
22/09/2014 11:00:00 AM,12.56,3398,14076,11.74,17.89,16.32
22/09/2014 10:45:00 AM,12.31,3398,14062,11.43,17.92,15.59
22/09/2014 10:30:00 AM,12.1,3398,14109,11.16,17.96,14.84
22/09/2014 10:15:00 AM,11.92,3393,14210,10.92,17.99,14.04
22/09/2014 10:00:00 AM,11.77,3397,14243,10.72,18.04,13.37
22/09/2014 9:45:00 AM,11.65,3397,14290,10.56,18.08,12.72
22/09/2014 9:30:00 AM,11.57,3397,14358,10.43,18.11,12.06
22/09/2014 9:15:00 AM,11.52,3395,14344,10.35,18.16,11.62
22/09/2014 9:00:00 AM,11.51,3395,14337,10.3,18.2,10.82
22/09/2014 8:45:00 AM,11.51,3395,14445,10.29,18.24,10.14
22/09/2014 8:30:00 AM,11.53,3395,14432,10.29,18.29,9.64
22/09/2014 8:15:00 AM,11.56,3395,14606,10.3,18.33,9.38
22/09/2014 8:00:00 AM,11.6,3394,14492,10.33,18.38,9.24
22/09/2014 7:45:00 AM,11.66,3389,14203,10.4,18.42,9.05
22/09/2014 7:30:00 AM,11.75,3394,14445,10.49,18.46,8.7
22/09/2014 7:15:00 AM,11.84,3393,14405,10.59,18.51,8.41
22/09/2014 7:00:00 AM,11.94,3395,14183,10.7,18.55,8.23
22/09/2014 6:45:00 AM,12.04,3394,13700,10.82,18.59,8.17
22/09/2014 6:30:00 AM,12.15,3394,13283,10.95,18.64,8.18
22/09/2014 6:15:00 AM,12.26,3394,13135,11.07,18.68,8.26
22/09/2014 6:00:00 AM,12.36,3394,13102,11.2,18.72,8.37
22/09/2014 5:45:00 AM,12.47,3394,13102,11.33,18.75,8.51
22/09/2014 5:30:00 AM,12.58,3394,13109,11.45,18.8,8.64
22/09/2014 5:15:00 AM,12.69,3394,13115,11.59,18.84,8.76
22/09/2014 5:00:00 AM,12.8,3394,13122,11.72,18.87,8.88
22/09/2014 4:45:00 AM,12.91,3389,13122,11.86,18.92,8.98
22/09/2014 4:30:00 AM,13.03,3394,13142,12,18.96,9.1
22/09/2014 4:15:00 AM,13.13,3394,13149,12.14,18.99,9.23
22/09/2014 4:00:00 AM,13.25,3394,13156,12.28,19.03,9.36
22/09/2014 3:45:00 AM,13.36,3394,13162,12.42,19.07,9.52
22/09/2014 3:30:00 AM,13.48,3395,13156,12.56,19.1,9.68
22/09/2014 3:15:00 AM,13.59,3395,13176,12.7,19.13,9.82
22/09/2014 3:00:00 AM,13.71,3394,13182,12.85,19.16,9.96
22/09/2014 2:45:00 AM,13.83,3394,13169,13,19.18,10.09
22/09/2014 2:30:00 AM,13.95,3394,13182,13.15,19.22,10.22
22/09/2014 2:15:00 AM,14.07,3392,13182,13.3,19.25,10.36
22/09/2014 2:00:00 AM,14.19,3395,13189,13.45,19.28,10.52
22/09/2014 1:45:00 AM,14.31,3395,13209,13.6,19.31,10.7
22/09/2014 1:30:00 AM,14.41,3395,13209,13.75,19.34,10.88
22/09/2014 1:15:00 AM,14.52,3395,13209,13.9,19.38,11.05
22/09/2014 1:00:00 AM,14.65,3395,13223,14.05,19.4,11.2
22/09/2014 12:45:00 AM,14.76,3395,13223,14.2,19.43,11.36
22/09/2014 12:30:00 AM,14.88,3395,13223,14.35,19.45,11.53
22/09/2014 12:15:00 AM,15,3391,13229,14.5,19.49,11.7
22/09/2014 12:00:00 AM,15.11,3394,13223,14.65,19.51,11.88
21/09/2014 11:45:00 PM,15.22,3395,13250,14.79,19.52,12.08
21/09/2014 11:30:00 PM,15.34,3395,13236,14.93,19.55,12.29
21/09/2014 11:15:00 PM,15.46,3395,13243,15.08,19.58,12.51
21/09/2014 11:00:00 PM,15.58,3395,13250,15.23,19.6,12.7
21/09/2014 10:45:00 PM,15.71,3395,13256,15.4,19.62,12.8
21/09/2014 10:30:00 PM,15.85,3397,13250,15.57,19.64,12.82
21/09/2014 10:15:00 PM,16,3395,13256,15.76,19.65,12.86
21/09/2014 10:00:00 PM,16.14,3397,13256,15.95,19.66,12.95
21/09/2014 9:45:00 PM,16.29,3395,13270,16.14,19.68,13.09
21/09/2014 9:30:00 PM,16.43,3392,13256,16.33,19.69,13.27
21/09/2014 9:15:00 PM,16.58,3397,13256,16.53,19.7,13.46
21/09/2014 9:00:00 PM,16.72,3397,13250,16.72,19.71,13.66
21/09/2014 8:45:00 PM,16.87,3395,13256,16.91,19.72,13.88
21/09/2014 8:30:00 PM,17.02,3395,13276,17.1,19.72,14.11
21/09/2014 8:15:00 PM,17.16,3397,13283,17.29,19.72,14.35
21/09/2014 8:00:00 PM,17.28,3397,13276,17.47,19.72,14.59
21/09/2014 7:45:00 PM,17.41,3397,13290,17.65,19.73,14.85
21/09/2014 7:30:00 PM,17.53,3397,13283,17.82,19.72,15.12
21/09/2014 7:15:00 PM,17.66,3397,13283,17.99,19.71,15.42
21/09/2014 7:00:00 PM,17.77,3397,13290,18.14,19.71,15.73
21/09/2014 6:45:00 PM,17.89,3397,13290,18.3,19.7,16.06
21/09/2014 6:30:00 PM,18.01,3397,13297,18.45,19.69,16.33
21/09/2014 6:15:00 PM,18.13,3395,13344,18.6,19.69,16.5
21/09/2014 6:00:00 PM,18.24,3398,13505,18.74,19.69,16.66
21/09/2014 5:45:00 PM,18.35,3397,13787,18.87,19.67,16.83
21/09/2014 5:30:00 PM,18.44,3398,14116,18.99,19.65,17.1
21/09/2014 5:15:00 PM,18.53,3398,14237,19.08,19.65,17.45
21/09/2014 5:00:00 PM,18.6,3398,14250,19.17,19.64,17.79
21/09/2014 4:45:00 PM,18.68,3398,14243,19.24,19.63,18.07
21/09/2014 4:30:00 PM,18.74,3398,14250,19.3,19.62,18.25
21/09/2014 4:15:00 PM,18.8,3398,14243,19.35,19.61,18.37
21/09/2014 4:00:00 PM,18.84,3397,14324,19.39,19.59,18.68
21/09/2014 3:45:00 PM,18.87,3399,14237,19.41,19.59,18.96
21/09/2014 3:30:00 PM,18.91,3399,14250,19.41,19.59,19.05
21/09/2014 3:15:00 PM,18.93,3399,14264,19.39,19.57,19.21
21/09/2014 3:00:00 PM,18.93,3399,14277,19.34,19.55,19.41
21/09/2014 2:45:00 PM,18.9,3399,14190,19.28,19.55,19.51
21/09/2014 2:30:00 PM,18.85,3399,14210,19.17,19.55,19.73
21/09/2014 2:15:00 PM,18.77,3397,14022,19.03,19.55,20.1
21/09/2014 2:00:00 PM,18.66,3399,13975,18.85,19.55,20.33
21/09/2014 1:45:00 PM,18.51,3398,14022,18.65,19.55,20.5
21/09/2014 1:30:00 PM,18.32,3399,14055,18.41,19.55,20.56
21/09/2014 1:15:00 PM,18.1,3399,14109,18.13,19.57,20.71
21/09/2014 1:00:00 PM,17.86,3399,14042,17.82,19.59,20.97
21/09/2014 12:45:00 PM,17.63,3400,14008,17.51,19.59,21.02
21/09/2014 12:30:00 PM,17.39,3400,14008,17.2,19.62,20.55
21/09/2014 12:15:00 PM,17.14,3400,14015,16.87,19.64,20.32
21/09/2014 12:00:00 PM,16.87,3399,14069,16.55,19.65,20.05
21/09/2014 11:45:00 AM,16.63,3400,14008,16.25,19.68,20.03
21/09/2014 11:30:00 AM,16.38,3398,14116,15.96,19.7,19.3
21/09/2014 11:15:00 AM,16.15,3399,14055,15.69,19.73,18.93
21/09/2014 11:00:00 AM,15.93,3399,14035,15.43,19.76,18.52
21/09/2014 10:45:00 AM,15.73,3398,14109,15.19,19.78,18.1
21/09/2014 10:30:00 AM,15.55,3399,14116,14.98,19.8,17.62
21/09/2014 10:15:00 AM,15.41,3399,14116,14.81,19.84,17.23
21/09/2014 10:00:00 AM,15.29,3398,14217,14.67,19.87,16.72
21/09/2014 9:45:00 AM,15.21,3398,14264,14.57,19.9,16.08
21/09/2014 9:30:00 AM,15.16,3398,14243,14.5,19.93,15.58
21/09/2014 9:15:00 AM,15.14,3398,14290,14.48,19.96,15.02
21/09/2014 9:00:00 AM,15.15,3398,14364,14.48,19.99,14.53
21/09/2014 8:45:00 AM,15.17,3398,14358,14.52,20.01,14.08
21/09/2014 8:30:00 AM,15.23,3398,14391,14.59,20.05,13.57
21/09/2014 8:15:00 AM,15.3,3398,14364,14.66,20.07,13.3
21/09/2014 8:00:00 AM,15.38,3398,14445,14.75,20.11,13.17
21/09/2014 7:45:00 AM,15.46,3397,14264,14.84,20.14,13.08
21/09/2014 7:30:00 AM,15.53,3397,14593,14.93,20.17,13.07
21/09/2014 7:15:00 AM,15.61,3395,14203,15.02,20.19,13.13
21/09/2014 7:00:00 AM,15.7,3397,14217,15.11,20.22,13.27
21/09/2014 6:45:00 AM,15.78,3397,13391,15.2,20.25,13.43
21/09/2014 6:30:00 AM,15.87,3394,13156,15.29,20.28,13.53
21/09/2014 6:15:00 AM,15.95,3395,13109,15.39,20.31,13.58
21/09/2014 6:00:00 AM,16.04,3395,13062,15.49,20.33,13.65
21/09/2014 5:45:00 AM,16.14,3395,13055,15.59,20.36,13.76
21/09/2014 5:30:00 AM,16.23,3395,13068,15.7,20.38,13.81
21/09/2014 5:15:00 AM,16.33,3395,13075,15.82,20.4,13.81
21/09/2014 5:00:00 AM,16.42,3397,13068,15.93,20.43,13.86
21/09/2014 4:45:00 AM,16.5,3397,13088,16.03,20.46,14
21/09/2014 4:30:00 AM,16.59,3395,13102,16.12,20.47,14.23
21/09/2014 4:15:00 AM,16.67,3397,13115,16.21,20.49,14.46
21/09/2014 4:00:00 AM,16.74,3395,13122,16.3,20.52,14.62
21/09/2014 3:45:00 AM,16.82,3394,13135,16.38,20.54,14.74
21/09/2014 3:30:00 AM,16.9,3397,13142,16.47,20.56,14.85
21/09/2014 3:15:00 AM,16.98,3395,13142,16.56,20.57,14.94
21/09/2014 3:00:00 AM,17.06,3397,13169,16.64,20.6,15.03
21/09/2014 2:45:00 AM,17.13,3397,13176,16.72,20.61,15.12
21/09/2014 2:30:00 AM,17.2,3397,13169,16.8,20.63,15.24
21/09/2014 2:15:00 AM,17.27,3397,13189,16.87,20.65,15.39
21/09/2014 2:00:00 AM,17.33,3397,13189,16.95,20.68,15.53
21/09/2014 1:45:00 AM,17.4,3397,13189,17.03,20.69,15.62
21/09/2014 1:30:00 AM,17.46,3397,13209,17.09,20.71,15.7
21/09/2014 1:15:00 AM,17.52,3397,13216,17.16,20.71,15.8
21/09/2014 1:00:00 AM,17.58,3389,13216,17.23,20.71,15.89
21/09/2014 12:45:00 AM,17.65,3397,13236,17.3,20.73,15.98
21/09/2014 12:30:00 AM,17.7,3397,13229,17.37,20.74,16.07
21/09/2014 12:15:00 AM,17.76,3397,13243,17.44,20.76,16.17
21/09/2014 12:00:00 AM,17.81,3397,13243,17.51,20.78,16.24
20/09/2014 11:45:00 PM,17.88,3397,13256,17.58,20.79,16.28
20/09/2014 11:30:00 PM,17.94,3398,13256,17.66,20.8,16.32
20/09/2014 11:15:00 PM,18.01,3397,13250,17.74,20.81,16.37
20/09/2014 11:00:00 PM,18.08,3398,13263,17.82,20.83,16.44
20/09/2014 10:45:00 PM,18.15,3398,13276,17.91,20.85,16.5
20/09/2014 10:30:00 PM,18.22,3397,13276,17.99,20.85,16.59
20/09/2014 10:15:00 PM,18.29,3398,13270,18.08,20.85,16.67
20/09/2014 10:00:00 PM,18.36,3397,13276,18.16,20.87,16.74
20/09/2014 9:45:00 PM,18.44,3397,13276,18.26,20.87,16.8
20/09/2014 9:30:00 PM,18.51,3397,13283,18.35,20.88,16.89
20/09/2014 9:15:00 PM,18.59,3398,13290,18.45,20.88,16.98
20/09/2014 9:00:00 PM,18.68,3397,13290,18.55,20.88,17.05
20/09/2014 8:45:00 PM,18.76,3398,13297,18.66,20.88,17.1
20/09/2014 8:30:00 PM,18.85,3397,13297,18.77,20.88,17.14
20/09/2014 8:15:00 PM,18.93,3393,13290,18.87,20.88,17.21
20/09/2014 8:00:00 PM,19.01,3397,13290,18.98,20.88,17.34
20/09/2014 7:45:00 PM,19.09,3397,13290,19.08,20.88,17.5
20/09/2014 7:30:00 PM,19.17,3398,13303,19.18,20.88,17.64
20/09/2014 7:15:00 PM,19.25,3398,13297,19.29,20.88,17.77
20/09/2014 7:00:00 PM,19.32,3398,13310,19.38,20.88,17.89
20/09/2014 6:45:00 PM,19.39,3398,13317,19.48,20.87,18.01
20/09/2014 6:30:00 PM,19.46,3398,13310,19.57,20.86,18.15
20/09/2014 6:15:00 PM,19.52,3398,13317,19.66,20.85,18.3
20/09/2014 6:00:00 PM,19.58,3398,13317,19.75,20.85,18.45
20/09/2014 5:45:00 PM,19.63,3395,13317,19.82,20.84,18.61
20/09/2014 5:30:00 PM,19.69,3398,13364,19.9,20.82,18.74
20/09/2014 5:15:00 PM,19.74,3398,13424,19.97,20.81,18.86
20/09/2014 5:00:00 PM,19.79,3397,13525,20.04,20.8,18.97
20/09/2014 4:45:00 PM,19.83,3398,13518,20.1,20.78,19.13
20/09/2014 4:30:00 PM,19.87,3398,13666,20.15,20.78,19.27
20/09/2014 4:15:00 PM,19.89,3398,13807,20.2,20.77,19.38
20/09/2014 4:00:00 PM,19.91,3398,13955,20.23,20.74,19.49
20/09/2014 3:45:00 PM,19.92,3398,13888,20.25,20.74,19.66
20/09/2014 3:30:00 PM,19.9,3397,14089,20.26,20.74,19.82
20/09/2014 3:15:00 PM,19.88,3398,14136,20.23,20.72,20.01
20/09/2014 3:00:00 PM,19.84,3398,14035,20.2,20.71,20.22
20/09/2014 2:45:00 PM,19.79,3398,14163,20.15,20.71,20.41
20/09/2014 2:30:00 PM,19.73,3399,14183,20.09,20.7,20.55
20/09/2014 2:15:00 PM,19.65,3399,14243,20.01,20.7,20.6
20/09/2014 2:00:00 PM,19.56,3398,14264,19.92,20.7,20.63
20/09/2014 1:45:00 PM,19.47,3398,14304,19.81,20.69,20.72
20/09/2014 1:30:00 PM,19.37,3398,14230,19.68,20.69,20.87
20/09/2014 1:15:00 PM,19.28,3399,14290,19.56,20.68,20.85
20/09/2014 1:00:00 PM,19.18,3398,14290,19.44,20.68,20.82
20/09/2014 12:45:00 PM,19.08,3399,14311,19.32,20.69,20.57
20/09/2014 12:30:00 PM,18.98,3399,14304,19.2,20.7,20.38
20/09/2014 12:15:00 PM,18.88,3399,14264,19.07,20.7,20.39
20/09/2014 12:00:00 PM,18.8,3399,14257,18.96,20.71,20.45
20/09/2014 11:45:00 AM,18.73,3398,14257,18.87,20.71,20.18
20/09/2014 11:30:00 AM,18.68,3398,14290,18.8,20.71,19.74
20/09/2014 11:15:00 AM,18.62,3398,14378,18.73,20.73,19.44
20/09/2014 11:00:00 AM,18.58,3398,14331,18.67,20.73,19.24
20/09/2014 10:45:00 AM,18.52,3398,14317,18.61,20.74,19.05
20/09/2014 10:30:00 AM,18.46,3398,14042,18.54,20.74,18.99
20/09/2014 10:15:00 AM,18.4,3398,13941,18.45,20.77,19.03
20/09/2014 10:00:00 AM,18.33,3398,13908,18.36,20.78,19.07
20/09/2014 9:45:00 AM,18.28,3399,14002,18.27,20.79,19.09
20/09/2014 9:30:00 AM,18.23,3398,14022,18.2,20.81,19.07
20/09/2014 9:15:00 AM,18.2,3398,14022,18.13,20.82,18.92
20/09/2014 9:00:00 AM,18.17,3398,14149,18.09,20.84,18.63
20/09/2014 8:45:00 AM,18.15,3398,14069,18.06,20.85,18.39
20/09/2014 8:30:00 AM,18.15,3395,14022,18.05,20.87,18.23
20/09/2014 8:15:00 AM,18.15,3398,13814,18.06,20.88,18.1
20/09/2014 8:00:00 AM,18.17,3398,14109,18.08,20.88,17.72
20/09/2014 7:45:00 AM,18.17,3398,13888,18.12,20.91,17.49
20/09/2014 7:30:00 AM,18.13,3398,13391,18.17,20.92,17.4
20/09/2014 7:15:00 AM,18.1,3398,13156,18.23,20.94,17.37
20/09/2014 7:00:00 AM,18.25,3389,13135,18.27,20.95,17.4
20/09/2014 6:45:00 AM,18.75,3398,13129,18.31,20.97,17.44
20/09/2014 6:30:00 AM,18.81,3387,13122,18.36,20.99,17.47
20/09/2014 6:15:00 AM,18.85,3397,13129,18.41,20.99,17.49
20/09/2014 6:00:00 AM,18.9,3398,13135,18.46,21.01,17.53
20/09/2014 5:45:00 AM,18.96,3397,13135,18.52,21.02,17.56
20/09/2014 5:30:00 AM,19,3398,13142,18.57,21.04,17.6
20/09/2014 5:15:00 AM,19.06,3398,13156,18.61,21.06,17.63
20/09/2014 5:00:00 AM,19.11,3398,13156,18.67,21.06,17.67
20/09/2014 4:45:00 AM,19.17,3398,13162,18.73,21.08,17.73
20/09/2014 4:30:00 AM,19.22,3398,13169,18.78,21.09,17.78
20/09/2014 4:15:00 AM,19.28,3398,13162,18.84,21.1,17.83
20/09/2014 4:00:00 AM,19.33,3398,13189,18.9,21.12,17.88
20/09/2014 3:45:00 AM,19.4,3398,13196,18.96,21.13,17.91
20/09/2014 3:30:00 AM,19.45,3398,13196,19.03,21.14,17.95
20/09/2014 3:15:00 AM,19.52,3398,13196,19.09,21.15,17.98
20/09/2014 3:00:00 AM,19.59,3397,13203,19.17,21.16,18.03
20/09/2014 2:45:00 AM,19.65,3398,13209,19.24,21.16,18.07
20/09/2014 2:30:00 AM,19.73,3394,13196,19.32,21.17,18.11
20/09/2014 2:15:00 AM,19.8,3398,13216,19.4,21.19,18.16
20/09/2014 2:00:00 AM,19.88,3398,13223,19.49,21.2,18.21
20/09/2014 1:45:00 AM,19.96,3398,13229,19.58,21.2,18.25
20/09/2014 1:30:00 AM,20.05,3398,13216,19.69,21.21,18.27
20/09/2014 1:15:00 AM,20.14,3398,13229,19.81,21.22,18.25
20/09/2014 1:00:00 AM,20.23,3398,13236,19.92,21.23,18.25
20/09/2014 12:45:00 AM,20.33,3398,13236,20.04,21.23,18.3
20/09/2014 12:30:00 AM,20.41,3398,13229,20.15,21.23,18.44
20/09/2014 12:15:00 AM,20.49,3399,13250,20.26,21.23,18.59
20/09/2014 12:00:00 AM,20.57,3398,13256,20.36,21.23,18.76
19/09/2014 11:45:00 PM,20.65,3398,13263,20.45,21.23,18.94
19/09/2014 11:30:00 PM,20.73,3398,13263,20.54,21.23,19.14
19/09/2014 11:15:00 PM,20.8,3393,13250,20.64,21.23,19.32
19/09/2014 11:00:00 PM,20.88,3398,13256,20.74,21.23,19.43
19/09/2014 10:45:00 PM,20.97,3398,13256,20.84,21.23,19.47
19/09/2014 10:30:00 PM,21.06,3398,13263,20.95,21.22,19.54
19/09/2014 10:15:00 PM,21.16,3398,13276,21.07,21.21,19.6
19/09/2014 10:00:00 PM,21.27,3393,13276,21.2,21.2,19.64
19/09/2014 9:45:00 PM,21.39,3399,13283,21.36,21.2,19.63
19/09/2014 9:30:00 PM,21.51,3398,13283,21.51,21.17,19.63
19/09/2014 9:15:00 PM,21.64,3398,13283,21.67,21.16,19.7
19/09/2014 9:00:00 PM,21.76,3398,13283,21.85,21.14,19.81
19/09/2014 8:45:00 PM,21.89,3397,13290,22.03,21.1,19.91
19/09/2014 8:30:00 PM,22.03,3399,13283,22.21,21.08,20.03
19/09/2014 8:15:00 PM,22.17,3399,13297,22.39,21.06,20.19
19/09/2014 8:00:00 PM,22.3,3399,13303,22.56,21.02,20.38
19/09/2014 7:45:00 PM,22.43,3399,13303,22.74,21,20.58
19/09/2014 7:30:00 PM,22.56,3399,13303,22.91,20.97,20.81
19/09/2014 7:15:00 PM,22.68,3399,13310,23.08,20.93,21.05
19/09/2014 7:00:00 PM,22.79,3399,13310,23.24,20.89,21.29
19/09/2014 6:45:00 PM,22.9,3399,13310,23.4,20.86,21.52
19/09/2014 6:30:00 PM,23.01,3398,13323,23.55,20.81,21.78
19/09/2014 6:15:00 PM,23.11,3399,13424,23.69,20.77,22.06
19/09/2014 6:00:00 PM,23.2,3399,13720,23.81,20.72,22.32
19/09/2014 5:45:00 PM,23.29,3399,14002,23.94,20.68,22.57
19/09/2014 5:30:00 PM,23.37,3400,14102,24.05,20.62,22.81
19/09/2014 5:15:00 PM,23.47,3400,14062,24.16,20.58,23.01
19/09/2014 5:00:00 PM,23.54,3400,14069,24.26,20.53,23.14
19/09/2014 4:45:00 PM,23.6,3400,14069,24.34,20.48,23.37
19/09/2014 4:30:00 PM,23.65,3399,14076,24.41,20.42,23.61
19/09/2014 4:15:00 PM,23.66,3399,14022,24.44,20.38,23.89
19/09/2014 4:00:00 PM,23.66,3400,14042,24.44,20.32,24.24
19/09/2014 3:45:00 PM,23.64,3402,14002,24.4,20.28,24.6
19/09/2014 3:30:00 PM,23.57,3402,13975,24.32,20.23,24.93
19/09/2014 3:15:00 PM,23.48,3399,13908,24.19,20.18,25.24
19/09/2014 3:00:00 PM,23.36,3403,13874,24.03,20.14,25.57
19/09/2014 2:45:00 PM,23.19,3402,13914,23.82,20.1,25.87
19/09/2014 2:30:00 PM,23,3402,13941,23.58,20.06,26.19
19/09/2014 2:15:00 PM,22.79,3402,13988,23.3,20.03,26.34
19/09/2014 2:00:00 PM,22.55,3402,13921,23,20,26.55
19/09/2014 1:45:00 PM,22.28,3399,13914,22.67,19.97,26.48
19/09/2014 1:30:00 PM,22,3400,13908,22.34,19.95,26.33
19/09/2014 1:15:00 PM,21.69,3402,13928,21.99,19.93,26.31
19/09/2014 1:00:00 PM,21.41,3402,13914,21.63,19.92,26
19/09/2014 12:45:00 PM,21.1,3402,13928,21.28,19.91,25.64
19/09/2014 12:30:00 PM,20.82,3402,13935,20.94,19.89,25.37
19/09/2014 12:15:00 PM,20.58,3400,13914,20.64,19.88,24.93
19/09/2014 12:00:00 PM,20.36,3400,13995,20.35,19.87,24.13
19/09/2014 11:45:00 AM,20.14,3400,14035,20.09,19.86,23.38
19/09/2014 11:30:00 AM,19.91,3399,14076,19.82,19.86,22.85
19/09/2014 11:15:00 AM,19.67,3400,14109,19.54,19.86,22.72
19/09/2014 11:00:00 AM,19.4,3400,14102,19.24,19.86,22.61
19/09/2014 10:45:00 AM,19.14,3400,14102,18.94,19.86,22.44
19/09/2014 10:30:00 AM,18.89,3399,14109,18.65,19.87,22.36
19/09/2014 10:15:00 AM,18.67,3399,14015,18.39,19.88,22.1
19/09/2014 10:00:00 AM,18.49,3399,14109,18.17,19.89,21.41
19/09/2014 9:45:00 AM,18.34,3399,14203,17.99,19.89,20.81
19/09/2014 9:30:00 AM,18.23,3399,14250,17.84,19.91,20.11
19/09/2014 9:15:00 AM,18.14,3398,14311,17.73,19.92,19.58
19/09/2014 9:00:00 AM,18.09,3398,14304,17.65,19.92,18.97
19/09/2014 8:45:00 AM,18.06,3399,14378,17.59,19.94,18.54
19/09/2014 8:30:00 AM,18.03,3398,14351,17.55,19.96,18.08
19/09/2014 8:15:00 AM,18.03,3398,14378,17.54,19.96,17.75
19/09/2014 8:00:00 AM,18.05,3398,14163,17.54,19.98,17.54
19/09/2014 7:45:00 AM,18.07,3398,14290,17.56,19.99,17.32
19/09/2014 7:30:00 AM,18.1,3398,13894,17.59,20.01,17.1
19/09/2014 7:15:00 AM,18.14,3397,13706,17.64,20.02,16.89
19/09/2014 7:00:00 AM,18.19,3397,13592,17.69,20.04,16.74
19/09/2014 6:45:00 AM,18.24,3395,13471,17.74,20.06,16.7
19/09/2014 6:30:00 AM,18.3,3397,13330,17.79,20.06,16.73
19/09/2014 6:15:00 AM,18.36,3398,13169,17.85,20.08,16.78
19/09/2014 6:00:00 AM,18.42,3397,13115,17.91,20.09,16.84
19/09/2014 5:45:00 AM,18.49,3397,13102,17.97,20.09,16.86
19/09/2014 5:30:00 AM,18.57,3398,13115,18.04,20.12,16.84
19/09/2014 5:15:00 AM,18.65,3395,13122,18.1,20.13,16.84
19/09/2014 5:00:00 AM,18.73,3398,13135,18.16,20.14,16.87
19/09/2014 4:45:00 AM,18.82,3397,13142,18.23,20.16,16.96
19/09/2014 4:30:00 AM,18.89,3397,13142,18.29,20.16,17.03
19/09/2014 4:15:00 AM,18.97,3395,13149,18.35,20.18,17.1
19/09/2014 4:00:00 AM,19.05,3397,13156,18.41,20.19,17.16
19/09/2014 3:45:00 AM,19.11,3398,13169,18.45,20.22,17.24
19/09/2014 3:30:00 AM,19.17,3398,13176,18.5,20.23,17.35
19/09/2014 3:15:00 AM,19.21,3397,13182,18.54,20.25,17.45
