Time,BT4 lower(AVG) (degC),Internal Battery(RAW) (mV ),External Supply(RAW) (mV ),AT4 lower(AVG) (degC ),CT4 lower(AVG) (degC ),AT2 upper(AVG) (degC )
26/09/2014 6:00:00 PM,19.34,3398,13364,20.19,17.69,19.69
26/09/2014 5:45:00 PM,19.38,3398,13505,20.23,17.66,19.92
26/09/2014 5:30:00 PM,19.4,3398,13726,20.23,17.63,20.06
26/09/2014 5:15:00 PM,19.42,3398,13894,20.23,17.59,20.17
26/09/2014 5:00:00 PM,19.44,3398,14029,20.24,17.56,20.25
26/09/2014 4:45:00 PM,19.45,3398,14109,20.23,17.52,20.31
26/09/2014 4:30:00 PM,19.48,3399,14176,20.23,17.49,20.35
26/09/2014 4:15:00 PM,19.49,3398,14190,20.22,17.46,20.37
26/09/2014 4:00:00 PM,19.46,3399,14237,20.17,17.43,20.43
26/09/2014 3:45:00 PM,19.43,3399,14250,20.11,17.4,20.62
26/09/2014 3:30:00 PM,19.37,3398,14170,20.03,17.37,20.78
26/09/2014 3:15:00 PM,19.31,3398,14183,19.93,17.33,20.87
26/09/2014 3:00:00 PM,19.22,3399,14183,19.81,17.31,20.97
26/09/2014 2:45:00 PM,19.11,3399,14089,19.66,17.28,21.06
26/09/2014 2:30:00 PM,18.99,3397,14203,19.5,17.25,21.1
26/09/2014 2:15:00 PM,18.85,3399,14196,19.32,17.23,21.09
26/09/2014 2:00:00 PM,18.68,3398,14183,19.12,17.21,21.09
26/09/2014 1:45:00 PM,18.51,3398,14190,18.9,17.19,21.09
26/09/2014 1:30:00 PM,18.3,3399,14183,18.67,17.17,21.08
26/09/2014 1:15:00 PM,18.1,3397,14190,18.43,17.15,21.06
26/09/2014 1:00:00 PM,17.9,3399,14076,18.2,17.14,20.89
26/09/2014 12:45:00 PM,17.71,3399,14082,17.99,17.12,20.55
26/09/2014 12:30:00 PM,17.53,3399,14183,17.79,17.11,20.1
26/09/2014 12:15:00 PM,17.38,3399,14170,17.6,17.12,19.78
26/09/2014 12:00:00 PM,17.25,3399,14203,17.42,17.11,19.41
26/09/2014 11:45:00 AM,17.1,3398,14237,17.24,17.09,19.06
26/09/2014 11:30:00 AM,16.96,3398,14297,17.07,17.09,18.98
26/09/2014 11:15:00 AM,16.83,3397,14264,16.91,17.09,18.78
26/09/2014 11:00:00 AM,16.72,3398,14230,16.77,17.08,18.45
26/09/2014 10:45:00 AM,16.63,3398,14284,16.66,17.08,18.08
26/09/2014 10:30:00 AM,16.56,3398,14378,16.55,17.06,17.7
26/09/2014 10:15:00 AM,16.49,3398,14109,16.45,17.06,17.43
26/09/2014 10:00:00 AM,16.43,3397,14398,16.36,17.06,17.24
26/09/2014 9:45:00 AM,16.38,3395,13854,16.27,17.06,17.08
26/09/2014 9:30:00 AM,16.33,3393,13841,16.19,17.06,16.88
26/09/2014 9:15:00 AM,16.29,3397,13861,16.12,17.06,16.71
26/09/2014 9:00:00 AM,16.25,3395,13780,16.06,17.06,16.56
26/09/2014 8:45:00 AM,16.23,3397,13814,16.01,17.06,16.37
26/09/2014 8:30:00 AM,16.2,3398,13814,15.98,17.05,16.2
26/09/2014 8:15:00 AM,16.18,3397,13760,15.95,17.05,16.04
26/09/2014 8:00:00 AM,16.18,3397,13733,15.93,17.05,15.92
26/09/2014 7:45:00 AM,16.18,3398,13700,15.93,17.04,15.78
26/09/2014 7:30:00 AM,16.18,3397,13773,15.94,17.04,15.56
26/09/2014 7:15:00 AM,16.2,3398,13317,15.94,17.03,15.45
26/09/2014 7:00:00 AM,16.21,3395,13162,15.97,17.03,15.38
26/09/2014 6:45:00 AM,16.23,3397,13122,15.99,17.03,15.33
26/09/2014 6:30:00 AM,16.24,3395,13122,16.01,17.03,15.29
26/09/2014 6:15:00 AM,16.25,3398,13102,16.03,17.03,15.28
26/09/2014 6:00:00 AM,16.27,3397,13095,16.06,17.03,15.29
26/09/2014 5:45:00 AM,16.28,3393,13109,16.09,17.03,15.34
26/09/2014 5:30:00 AM,16.3,3397,13102,16.11,17.02,15.37
26/09/2014 5:15:00 AM,16.31,3397,13129,16.14,17.02,15.4
26/09/2014 5:00:00 AM,16.32,3397,13135,16.16,17,15.42
26/09/2014 4:45:00 AM,16.33,3394,13122,16.19,17,15.46
26/09/2014 4:30:00 AM,16.36,3397,13135,16.21,17,15.48
26/09/2014 4:15:00 AM,16.36,3398,13162,16.24,17,15.5
26/09/2014 4:00:00 AM,16.37,3397,13156,16.27,16.99,15.52
26/09/2014 3:45:00 AM,16.39,3395,13169,16.3,16.98,15.53
26/09/2014 3:30:00 AM,16.4,3397,13176,16.33,16.96,15.55
26/09/2014 3:15:00 AM,16.42,3391,13182,16.37,16.96,15.57
26/09/2014 3:00:00 AM,16.43,3397,13189,16.4,16.96,15.59
26/09/2014 2:45:00 AM,16.45,3397,13196,16.43,16.96,15.61
26/09/2014 2:30:00 AM,16.47,3397,13189,16.47,16.94,15.64
26/09/2014 2:15:00 AM,16.48,3395,13203,16.51,16.93,15.66
26/09/2014 2:00:00 AM,16.51,3397,13203,16.55,16.93,15.68
26/09/2014 1:45:00 AM,16.54,3397,13209,16.6,16.91,15.71
26/09/2014 1:30:00 AM,16.57,3397,13209,16.64,16.9,15.73
26/09/2014 1:15:00 AM,16.59,3395,13216,16.68,16.89,15.76
26/09/2014 1:00:00 AM,16.63,3397,13223,16.73,16.87,15.8
26/09/2014 12:45:00 AM,16.66,3397,13229,16.78,16.86,15.83
26/09/2014 12:30:00 AM,16.69,3393,13209,16.83,16.85,15.87
26/09/2014 12:15:00 AM,16.72,3397,13236,16.88,16.84,15.91
26/09/2014 12:00:00 AM,16.76,3397,13236,16.94,16.82,15.95
25/09/2014 11:45:00 PM,16.79,3398,13236,17,16.81,16.01
25/09/2014 11:30:00 PM,16.82,3397,13243,17.05,16.79,16.07
25/09/2014 11:15:00 PM,16.85,3397,13236,17.11,16.77,16.14
25/09/2014 11:00:00 PM,16.88,3398,13243,17.17,16.75,16.2
25/09/2014 10:45:00 PM,16.92,3397,13250,17.22,16.73,16.26
25/09/2014 10:30:00 PM,16.95,3394,13229,17.28,16.71,16.32
25/09/2014 10:15:00 PM,16.98,3397,13263,17.33,16.69,16.38
25/09/2014 10:00:00 PM,17.01,3397,13256,17.4,16.66,16.45
25/09/2014 9:45:00 PM,17.04,3397,13263,17.45,16.64,16.52
25/09/2014 9:30:00 PM,17.06,3397,13270,17.51,16.61,16.59
25/09/2014 9:15:00 PM,17.08,3394,13270,17.56,16.59,16.65
25/09/2014 9:00:00 PM,17.11,3397,13276,17.63,16.56,16.72
25/09/2014 8:45:00 PM,17.14,3398,13283,17.69,16.53,16.8
25/09/2014 8:30:00 PM,17.16,3393,13270,17.73,16.49,16.88
25/09/2014 8:15:00 PM,17.18,3398,13290,17.78,16.46,16.96
25/09/2014 8:00:00 PM,17.21,3398,13290,17.85,16.43,17.05
25/09/2014 7:45:00 PM,17.23,3397,13290,17.89,16.4,17.13
25/09/2014 7:30:00 PM,17.24,3397,13283,17.94,16.36,17.22
25/09/2014 7:15:00 PM,17.26,3398,13297,17.97,16.32,17.31
25/09/2014 7:00:00 PM,17.27,3398,13297,18,16.28,17.42
25/09/2014 6:45:00 PM,17.27,3398,13283,18.03,16.24,17.52
25/09/2014 6:30:00 PM,17.26,3393,13283,18.06,16.21,17.62
25/09/2014 6:15:00 PM,17.24,3395,13297,18.06,16.17,17.74
25/09/2014 6:00:00 PM,17.22,3397,13290,18.05,16.13,17.86
25/09/2014 5:45:00 PM,17.19,3398,13444,18.03,16.09,17.99
25/09/2014 5:30:00 PM,17.14,3398,13673,17.99,16.05,18.12
25/09/2014 5:15:00 PM,17.09,3398,13894,17.95,16.01,18.25
25/09/2014 5:00:00 PM,17.03,3398,14102,17.89,15.98,18.36
25/09/2014 4:45:00 PM,16.95,3398,14176,17.81,15.94,18.45
25/09/2014 4:30:00 PM,16.86,3395,14190,17.71,15.9,18.55
25/09/2014 4:15:00 PM,16.75,3398,14217,17.6,15.86,18.62
25/09/2014 4:00:00 PM,16.65,3398,14203,17.46,15.83,18.68
25/09/2014 3:45:00 PM,16.52,3398,14210,17.29,15.8,18.77
25/09/2014 3:30:00 PM,16.36,3399,14217,17.1,15.77,18.91
25/09/2014 3:15:00 PM,16.19,3398,14196,16.89,15.74,19.05
25/09/2014 3:00:00 PM,16,3398,14237,16.66,15.72,19.06
25/09/2014 2:45:00 PM,15.8,3398,14183,16.41,15.69,19.03
25/09/2014 2:30:00 PM,15.59,3398,14217,16.14,15.67,18.99
25/09/2014 2:15:00 PM,15.37,3397,14183,15.85,15.66,18.92
25/09/2014 2:00:00 PM,15.13,3398,14190,15.54,15.64,18.75
25/09/2014 1:45:00 PM,14.87,3398,14176,15.21,15.64,18.47
25/09/2014 1:30:00 PM,14.56,3398,14264,14.83,15.64,18.34
25/09/2014 1:15:00 PM,14.22,3399,14270,14.41,15.63,18.41
25/09/2014 1:00:00 PM,13.87,3399,14183,13.94,15.63,18.63
25/09/2014 12:45:00 PM,13.53,3399,14082,13.47,15.64,18.74
25/09/2014 12:30:00 PM,13.19,3399,14102,13,15.66,18.45
25/09/2014 12:15:00 PM,12.87,3398,14102,12.56,15.67,17.98
25/09/2014 12:00:00 PM,12.56,3393,14102,12.13,15.69,17.06
25/09/2014 11:45:00 AM,12.24,3398,14203,11.7,15.7,16.46
25/09/2014 11:30:00 AM,11.92,3398,14250,11.27,15.73,16.03
25/09/2014 11:15:00 AM,11.6,3398,14257,10.84,15.75,15.69
25/09/2014 11:00:00 AM,11.32,3398,14190,10.45,15.77,15.41
25/09/2014 10:45:00 AM,11.09,3398,14183,10.09,15.8,14.82
25/09/2014 10:30:00 AM,10.88,3398,14203,9.79,15.83,13.91
25/09/2014 10:15:00 AM,10.69,3398,14250,9.52,15.86,12.94
25/09/2014 10:00:00 AM,10.53,3397,14344,9.28,15.9,12.05
25/09/2014 9:45:00 AM,10.39,3394,14337,9.08,15.94,11.58
25/09/2014 9:30:00 AM,10.29,3392,14344,8.92,15.99,11.26
25/09/2014 9:15:00 AM,10.23,3397,14358,8.83,16.02,10.55
25/09/2014 9:00:00 AM,10.21,3395,14364,8.77,16.06,9.41
25/09/2014 8:45:00 AM,10.21,3395,14425,8.75,16.1,8.58
25/09/2014 8:30:00 AM,10.23,3383,14398,8.75,16.13,8.12
25/09/2014 8:15:00 AM,10.27,3395,14512,8.77,16.17,7.81
25/09/2014 8:00:00 AM,10.32,3394,14566,8.81,16.21,7.48
25/09/2014 7:45:00 AM,10.38,3394,14646,8.87,16.23,7.23
25/09/2014 7:30:00 AM,10.46,3394,14546,8.95,16.27,7.04
25/09/2014 7:15:00 AM,10.54,3394,14264,9.03,16.31,6.9
25/09/2014 7:00:00 AM,10.62,3389,14210,9.12,16.35,6.81
25/09/2014 6:45:00 AM,10.7,3394,13559,9.21,16.38,6.79
25/09/2014 6:30:00 AM,10.8,3393,13250,9.32,16.42,6.8
25/09/2014 6:15:00 AM,10.89,3392,13129,9.43,16.46,6.83
25/09/2014 6:00:00 AM,10.98,3393,13041,9.53,16.49,6.9
25/09/2014 5:45:00 AM,11.08,3393,13048,9.65,16.53,6.98
25/09/2014 5:30:00 AM,11.17,3394,13068,9.76,16.56,7.08
25/09/2014 5:15:00 AM,11.27,3393,13075,9.88,16.6,7.17
25/09/2014 5:00:00 AM,11.37,3394,13082,10,16.63,7.28
25/09/2014 4:45:00 AM,11.47,3394,13095,10.12,16.67,7.39
25/09/2014 4:30:00 AM,11.57,3394,13109,10.24,16.7,7.5
25/09/2014 4:15:00 AM,11.67,3394,13122,10.36,16.73,7.6
25/09/2014 4:00:00 AM,11.76,3395,13129,10.49,16.76,7.71
25/09/2014 3:45:00 AM,11.87,3394,13122,10.62,16.8,7.81
25/09/2014 3:30:00 AM,11.98,3394,13149,10.75,16.83,7.92
25/09/2014 3:15:00 AM,12.09,3394,13156,10.88,16.86,8.05
25/09/2014 3:00:00 AM,12.2,3394,13149,11.02,16.89,8.19
25/09/2014 2:45:00 AM,12.3,3394,13162,11.15,16.92,8.32
25/09/2014 2:30:00 AM,12.41,3394,13169,11.28,16.95,8.46
25/09/2014 2:15:00 AM,12.53,3394,13169,11.42,16.98,8.6
25/09/2014 2:00:00 AM,12.64,3393,13176,11.56,17.01,8.73
25/09/2014 1:45:00 AM,12.75,3394,13176,11.69,17.04,8.87
25/09/2014 1:30:00 AM,12.86,3394,13176,11.83,17.06,9.02
25/09/2014 1:15:00 AM,12.98,3395,13196,11.97,17.09,9.18
25/09/2014 1:00:00 AM,13.09,3394,13196,12.11,17.11,9.32
25/09/2014 12:45:00 AM,13.21,3395,13209,12.26,17.14,9.45
25/09/2014 12:30:00 AM,13.32,3394,13209,12.4,17.16,9.58
25/09/2014 12:15:00 AM,13.44,3395,13209,12.55,17.18,9.74
25/09/2014 12:00:00 AM,13.56,3395,13209,12.7,17.2,9.9
24/09/2014 11:45:00 PM,13.68,3395,13209,12.84,17.21,10.05
24/09/2014 11:30:00 PM,13.8,3395,13223,13,17.21,10.2
24/09/2014 11:15:00 PM,13.92,3395,13236,13.14,17.23,10.35
24/09/2014 11:00:00 PM,14.04,3391,13223,13.3,17.25,10.5
24/09/2014 10:45:00 PM,14.16,3395,13223,13.45,17.27,10.65
24/09/2014 10:30:00 PM,14.28,3382,13209,13.61,17.28,10.81
24/09/2014 10:15:00 PM,14.39,3395,13243,13.77,17.3,10.98
24/09/2014 10:00:00 PM,14.5,3395,13243,13.93,17.3,11.15
24/09/2014 9:45:00 PM,14.63,3395,13250,14.09,17.32,11.31
24/09/2014 9:30:00 PM,14.75,3395,13243,14.25,17.33,11.48
24/09/2014 9:15:00 PM,14.88,3395,13270,14.41,17.33,11.64
24/09/2014 9:00:00 PM,15,3395,13263,14.58,17.33,11.8
24/09/2014 8:45:00 PM,15.13,3397,13270,14.75,17.34,11.97
24/09/2014 8:30:00 PM,15.25,3395,13270,14.93,17.36,12.12
24/09/2014 8:15:00 PM,15.39,3395,13270,15.1,17.36,12.29
24/09/2014 8:00:00 PM,15.52,3395,13270,15.28,17.36,12.47
24/09/2014 7:45:00 PM,15.64,3397,13276,15.46,17.35,12.65
24/09/2014 7:30:00 PM,15.78,3394,13276,15.63,17.34,12.83
24/09/2014 7:15:00 PM,15.9,3397,13290,15.82,17.33,13.04
24/09/2014 7:00:00 PM,16.03,3397,13283,15.99,17.33,13.24
24/09/2014 6:45:00 PM,16.16,3395,13283,16.17,17.33,13.45
24/09/2014 6:30:00 PM,16.27,3397,13283,16.34,17.32,13.68
24/09/2014 6:15:00 PM,16.37,3397,13290,16.5,17.3,13.92
24/09/2014 6:00:00 PM,16.47,3397,13471,16.65,17.29,14.18
24/09/2014 5:45:00 PM,16.58,3397,13706,16.8,17.27,14.43
24/09/2014 5:30:00 PM,16.69,3398,13908,16.94,17.26,14.67
24/09/2014 5:15:00 PM,16.8,3397,14035,17.08,17.24,14.92
24/09/2014 5:00:00 PM,16.9,3397,14129,17.21,17.22,15.17
24/09/2014 4:45:00 PM,17.01,3398,14210,17.33,17.2,15.41
24/09/2014 4:30:00 PM,17.11,3398,14223,17.45,17.18,15.62
24/09/2014 4:15:00 PM,17.18,3398,14230,17.55,17.16,15.86
24/09/2014 4:00:00 PM,17.27,3398,14230,17.64,17.14,16.12
24/09/2014 3:45:00 PM,17.34,3399,14190,17.73,17.12,16.33
24/09/2014 3:30:00 PM,17.41,3398,14317,17.8,17.09,16.48
24/09/2014 3:15:00 PM,17.43,3399,14452,17.85,17.08,16.69
24/09/2014 3:00:00 PM,17.44,3399,14129,17.87,17.06,16.92
24/09/2014 2:45:00 PM,17.42,3399,14210,17.84,17.04,17.26
24/09/2014 2:30:00 PM,17.39,3399,14062,17.76,17.02,17.69
24/09/2014 2:15:00 PM,17.29,3399,13995,17.65,17,18.02
24/09/2014 2:00:00 PM,17.17,3399,14102,17.49,16.99,18.27
24/09/2014 1:45:00 PM,16.98,3399,14069,17.27,16.97,18.68
24/09/2014 1:30:00 PM,16.76,3399,14116,17.02,16.96,19.06
24/09/2014 1:15:00 PM,16.53,3399,14116,16.75,16.96,19.48
24/09/2014 1:00:00 PM,16.31,3399,14049,16.49,16.96,19.41
24/09/2014 12:45:00 PM,16.1,3399,14116,16.24,16.95,18.89
24/09/2014 12:30:00 PM,15.87,3398,14203,15.98,16.94,18.55
24/09/2014 12:15:00 PM,15.63,3399,14203,15.7,16.94,18.26
24/09/2014 12:00:00 PM,15.4,3398,14264,15.42,16.95,18.26
24/09/2014 11:45:00 AM,15.18,3399,14190,15.15,16.95,18.21
24/09/2014 11:30:00 AM,14.98,3398,14243,14.9,16.96,17.79
24/09/2014 11:15:00 AM,14.81,3398,14337,14.66,16.96,17.34
24/09/2014 11:00:00 AM,14.67,3398,14344,14.45,16.96,17.08
24/09/2014 10:45:00 AM,14.55,3398,14371,14.27,16.96,16.56
24/09/2014 10:30:00 AM,14.46,3392,14358,14.13,16.99,15.92
24/09/2014 10:15:00 AM,14.37,3397,14378,14,17,15.35
24/09/2014 10:00:00 AM,14.31,3394,14445,13.9,17,14.98
24/09/2014 9:45:00 AM,14.24,3397,14445,13.8,17.02,14.54
24/09/2014 9:30:00 AM,14.19,3391,14505,13.71,17.03,14.3
24/09/2014 9:15:00 AM,14.15,3395,14022,13.62,17.05,14.21
24/09/2014 9:00:00 AM,14.11,3395,13982,13.55,17.06,14.1
24/09/2014 8:45:00 AM,14.09,3397,14069,13.5,17.06,13.94
24/09/2014 8:30:00 AM,14.08,3397,14102,13.47,17.08,13.58
24/09/2014 8:15:00 AM,14.09,3395,14479,13.45,17.09,13.24
24/09/2014 8:00:00 AM,14.09,3393,13941,13.45,17.11,13.02
24/09/2014 7:45:00 AM,14.11,3397,13921,13.46,17.12,12.9
24/09/2014 7:30:00 AM,14.13,3395,13780,13.48,17.13,12.77
24/09/2014 7:15:00 AM,14.15,3394,14109,13.51,17.15,12.55
24/09/2014 7:00:00 AM,14.18,3395,13948,13.54,17.16,12.47
24/09/2014 6:45:00 AM,14.21,3395,13310,13.58,17.17,12.47
24/09/2014 6:30:00 AM,14.24,3395,13102,13.6,17.18,12.49
24/09/2014 6:15:00 AM,14.27,3395,13088,13.64,17.2,12.51
24/09/2014 6:00:00 AM,14.3,3395,13082,13.68,17.21,12.54
24/09/2014 5:45:00 AM,14.33,3395,13095,13.71,17.22,12.55
24/09/2014 5:30:00 AM,14.35,3395,13102,13.73,17.24,12.59
24/09/2014 5:15:00 AM,14.37,3394,13115,13.77,17.25,12.67
24/09/2014 5:00:00 AM,14.4,3395,13122,13.8,17.27,12.73
24/09/2014 4:45:00 AM,14.43,3395,13122,13.84,17.28,12.76
24/09/2014 4:30:00 AM,14.46,3395,13135,13.87,17.29,12.77
24/09/2014 4:15:00 AM,14.49,3397,13149,13.9,17.3,12.78
24/09/2014 4:00:00 AM,14.52,3391,13149,13.94,17.32,12.8
24/09/2014 3:45:00 AM,14.55,3395,13162,13.97,17.33,12.83
24/09/2014 3:30:00 AM,14.59,3395,13156,14.01,17.35,12.85
24/09/2014 3:15:00 AM,14.63,3395,13176,14.05,17.37,12.87
24/09/2014 3:00:00 AM,14.66,3395,13182,14.09,17.37,12.9
24/09/2014 2:45:00 AM,14.7,3397,13169,14.14,17.39,12.92
24/09/2014 2:30:00 AM,14.74,3397,13189,14.18,17.4,12.95
24/09/2014 2:15:00 AM,14.79,3395,13196,14.23,17.42,12.96
24/09/2014 2:00:00 AM,14.84,3395,13189,14.29,17.43,12.97
24/09/2014 1:45:00 AM,14.9,3397,13203,14.36,17.43,12.98
24/09/2014 1:30:00 AM,14.95,3395,13209,14.43,17.44,12.97
24/09/2014 1:15:00 AM,15.02,3395,13209,14.51,17.45,12.96
24/09/2014 1:00:00 AM,15.09,3397,13209,14.61,17.46,12.95
24/09/2014 12:45:00 AM,15.17,3395,13209,14.71,17.46,12.93
24/09/2014 12:30:00 AM,15.24,3397,13229,14.82,17.46,12.93
24/09/2014 12:15:00 AM,15.32,3397,13229,14.93,17.46,12.97
24/09/2014 12:00:00 AM,15.41,3397,13216,15.05,17.47,12.99
23/09/2014 11:45:00 PM,15.49,3389,13223,15.17,17.48,13.04
23/09/2014 11:30:00 PM,15.57,3397,13229,15.29,17.48,13.15
23/09/2014 11:15:00 PM,15.64,3395,13236,15.41,17.48,13.29
23/09/2014 11:00:00 PM,15.71,3397,13236,15.53,17.47,13.42
23/09/2014 10:45:00 PM,15.78,3397,13236,15.65,17.46,13.55
23/09/2014 10:30:00 PM,15.86,3395,13229,15.77,17.46,13.67
23/09/2014 10:15:00 PM,15.95,3397,13250,15.9,17.46,13.81
23/09/2014 10:00:00 PM,16.04,3352,13236,16.02,17.45,13.95
23/09/2014 9:45:00 PM,16.13,3397,13256,16.15,17.44,14.09
23/09/2014 9:30:00 PM,16.22,3395,13256,16.29,17.43,14.2
23/09/2014 9:15:00 PM,16.32,3394,13256,16.42,17.42,14.31
23/09/2014 9:00:00 PM,16.42,3397,13256,16.57,17.4,14.43
23/09/2014 8:45:00 PM,16.52,3397,13270,16.72,17.38,14.55
23/09/2014 8:30:00 PM,16.62,3394,13236,16.86,17.36,14.69
23/09/2014 8:15:00 PM,16.73,3397,13276,17.02,17.33,14.83
23/09/2014 8:00:00 PM,16.83,3395,13276,17.17,17.31,14.96
23/09/2014 7:45:00 PM,16.93,3397,13276,17.32,17.29,15.12
23/09/2014 7:30:00 PM,17.04,3397,13283,17.47,17.26,15.31
23/09/2014 7:15:00 PM,17.12,3394,13263,17.61,17.23,15.52
23/09/2014 7:00:00 PM,17.2,3398,13283,17.74,17.2,15.75
23/09/2014 6:45:00 PM,17.29,3397,13276,17.87,17.17,16.01
23/09/2014 6:30:00 PM,17.36,3394,13283,17.98,17.14,16.29
23/09/2014 6:15:00 PM,17.43,3398,13303,18.08,17.11,16.55
23/09/2014 6:00:00 PM,17.47,3397,13404,18.15,17.07,16.81
23/09/2014 5:45:00 PM,17.51,3398,13646,18.22,17.02,17.07
23/09/2014 5:30:00 PM,17.54,3397,13834,18.26,16.98,17.33
23/09/2014 5:15:00 PM,17.55,3398,14029,18.28,16.94,17.61
23/09/2014 5:00:00 PM,17.55,3398,14217,18.28,16.91,17.87
23/09/2014 4:45:00 PM,17.53,3399,14217,18.27,16.88,18.1
23/09/2014 4:30:00 PM,17.5,3395,14223,18.23,16.85,18.29
23/09/2014 4:15:00 PM,17.46,3399,14223,18.17,16.83,18.47
23/09/2014 4:00:00 PM,17.41,3398,14230,18.1,16.8,18.69
23/09/2014 3:45:00 PM,17.34,3398,14176,18,16.76,18.81
23/09/2014 3:30:00 PM,17.25,3399,14203,17.89,16.73,18.87
23/09/2014 3:15:00 PM,17.14,3397,14082,17.74,16.71,18.96
23/09/2014 3:00:00 PM,17,3399,14096,17.56,16.68,19.08
23/09/2014 2:45:00 PM,16.86,3400,14089,17.35,16.66,19.28
23/09/2014 2:30:00 PM,16.68,3399,14082,17.11,16.64,19.44
23/09/2014 2:15:00 PM,16.48,3399,14102,16.83,16.62,19.52
23/09/2014 2:00:00 PM,16.26,3395,14096,16.53,16.6,19.6
23/09/2014 1:45:00 PM,16.04,3399,14102,16.23,16.59,19.62
23/09/2014 1:30:00 PM,15.81,3399,14076,15.92,16.58,19.51
23/09/2014 1:15:00 PM,15.58,3399,14082,15.61,16.57,19.16
23/09/2014 1:00:00 PM,15.34,3399,14102,15.3,16.57,18.51
23/09/2014 12:45:00 PM,15.04,3399,14176,14.94,16.57,18.14
23/09/2014 12:30:00 PM,14.69,3399,14196,14.51,16.57,18.3
23/09/2014 12:15:00 PM,14.32,3399,14203,14.05,16.59,18.68
23/09/2014 12:00:00 PM,13.96,3399,14102,13.56,16.6,18.93
23/09/2014 11:45:00 AM,13.6,3399,14049,13.09,16.62,18.76
23/09/2014 11:30:00 AM,13.25,3399,14069,12.63,16.64,18.22
23/09/2014 11:15:00 AM,12.92,3399,14082,12.2,16.66,17.47
23/09/2014 11:00:00 AM,12.6,3399,14109,11.8,16.68,16.75
23/09/2014 10:45:00 AM,12.31,3399,14109,11.42,16.71,16.05
23/09/2014 10:30:00 AM,12.04,3398,14203,11.07,16.73,15.57
23/09/2014 10:15:00 AM,11.82,3398,14210,10.76,16.76,14.95
23/09/2014 10:00:00 AM,11.63,3398,14183,10.5,16.79,14.01
23/09/2014 9:45:00 AM,11.5,3398,14290,10.29,16.83,13.23
23/09/2014 9:30:00 AM,11.38,3397,14290,10.11,16.85,12.56
23/09/2014 9:15:00 AM,11.3,3397,14344,9.98,16.89,11.88
23/09/2014 9:00:00 AM,11.26,3395,14344,9.89,16.92,11.05
23/09/2014 8:45:00 AM,11.26,3395,14351,9.84,16.96,10.31
23/09/2014 8:30:00 AM,11.27,3394,14425,9.83,17.01,9.71
23/09/2014 8:15:00 AM,11.31,3395,14472,9.84,17.04,9.29
23/09/2014 8:00:00 AM,11.36,3395,14606,9.88,17.08,8.84
23/09/2014 7:45:00 AM,11.43,3395,14156,9.94,17.11,8.41
23/09/2014 7:30:00 AM,11.51,3395,14351,10.02,17.15,8.12
23/09/2014 7:15:00 AM,11.58,3391,14163,10.12,17.18,7.93
23/09/2014 7:00:00 AM,11.67,3394,14055,10.21,17.21,7.83
23/09/2014 6:45:00 AM,11.75,3395,13606,10.31,17.25,7.83
23/09/2014 6:30:00 AM,11.83,3394,13270,10.41,17.28,7.89
23/09/2014 6:15:00 AM,11.92,3394,13135,10.52,17.31,8.01
23/09/2014 6:00:00 AM,12.01,3394,13082,10.62,17.35,8.12
23/09/2014 5:45:00 AM,12.1,3394,13068,10.72,17.39,8.2
23/09/2014 5:30:00 AM,12.19,3394,13068,10.84,17.42,8.28
23/09/2014 5:15:00 AM,12.28,3394,13082,10.94,17.45,8.37
23/09/2014 5:00:00 AM,12.38,3391,13062,11.05,17.48,8.48
23/09/2014 4:45:00 AM,12.47,3393,13095,11.17,17.51,8.57
23/09/2014 4:30:00 AM,12.56,3391,13088,11.28,17.54,8.67
23/09/2014 4:15:00 AM,12.66,3394,13102,11.4,17.57,8.78
23/09/2014 4:00:00 AM,12.76,3393,13075,11.52,17.61,8.87
23/09/2014 3:45:00 AM,12.86,3394,13102,11.64,17.64,8.95
23/09/2014 3:30:00 AM,12.96,3394,13102,11.77,17.67,9.06
23/09/2014 3:15:00 AM,13.06,3395,13122,11.9,17.7,9.18
23/09/2014 3:00:00 AM,13.16,3395,13135,12.02,17.72,9.31
23/09/2014 2:45:00 AM,13.26,3395,13129,12.15,17.75,9.44
23/09/2014 2:30:00 AM,13.36,3394,13149,12.28,17.78,9.57
23/09/2014 2:15:00 AM,13.47,3395,13156,12.42,17.81,9.69
23/09/2014 2:00:00 AM,13.57,3395,13156,12.55,17.84,9.79
23/09/2014 1:45:00 AM,13.68,3394,13156,12.69,17.86,9.9
23/09/2014 1:30:00 AM,13.79,3394,13156,12.84,17.87,10.02
23/09/2014 1:15:00 AM,13.9,3395,13176,12.99,17.89,10.14
23/09/2014 1:00:00 AM,14,3394,13182,13.13,17.92,10.26
23/09/2014 12:45:00 AM,14.11,3395,13196,13.28,17.93,10.38
23/09/2014 12:30:00 AM,14.22,3394,13176,13.43,17.95,10.54
23/09/2014 12:15:00 AM,14.32,3395,13209,13.58,17.97,10.72
23/09/2014 12:00:00 AM,14.42,3395,13216,13.74,17.99,10.9
22/09/2014 11:45:00 PM,14.52,3395,13216,13.89,18.02,11.07
22/09/2014 11:30:00 PM,14.64,3392,13189,14.04,18.03,11.22
22/09/2014 11:15:00 PM,14.74,3397,13223,14.19,18.05,11.38
22/09/2014 11:00:00 PM,14.86,3395,13216,14.35,18.06,11.52
22/09/2014 10:45:00 PM,14.96,3395,13229,14.51,18.08,11.66
